"","doc1","doc2","num_shared_entries","similarity","distance"
"1805","Q000039","Q000039",666,1,0
"925","P273880","P273880",482,1,0
"1761","Q000001","Q000001",481,1,0
"661","P271301","P271301",390,1,0
"793","P271911","P271911",324,1,0
"1233","P388265","P388265",293,1,0
"177","P247864","P247864",271,1,0
"945","P273880","Q000039",261,0.54149377593361,0.45850622406639
"1785","Q000039","P273880",261,0.54149377593361,0.45850622406639
"1013","P332934","P332934",241,1,0
"687","P271301","Q000039",228,0.584615384615385,0.415384615384615
"1779","Q000039","P271301",228,0.584615384615385,0.415384615384615
"397","P250736","P250736",204,1,0
"1246","P388265","Q000039",183,0.62457337883959,0.37542662116041
"1792","Q000039","P388265",183,0.62457337883959,0.37542662116041
"1497","P447996","P447996",154,1,0
"214","P247864","Q000039",147,0.542435424354244,0.457564575645756
"1768","Q000039","P247864",147,0.542435424354244,0.457564575645756
"669","P271301","P332934",142,0.589211618257261,0.410788381742739
"1005","P332934","P271301",142,0.589211618257261,0.410788381742739
"816","P271911","Q000039",132,0.407407407407407,0.592592592592593
"1782","Q000039","P271911",132,0.407407407407407,0.592592592592593
"1321","P429503","P429503",130,1,0
"674","P271301","P388265",116,0.395904436860068,0.604095563139932
"1220","P388265","P271301",116,0.395904436860068,0.604095563139932
"667","P271301","P273880",112,0.287179487179487,0.712820512820513
"919","P273880","P271301",112,0.287179487179487,0.712820512820513
"1541","P459216","P459216",112,1,0
"1145","P347814","P347814",111,1,0
"932","P273880","P388265",105,0.358361774744027,0.641638225255973
"1226","P388265","P273880",105,0.358361774744027,0.641638225255973
"1189","P370399","P370399",103,1,0
"1585","P459217","P459217",97,1,0
"1031","P332934","Q000039",95,0.394190871369295,0.605809128630705
"1101","P346714","P346714",95,1,0
"1787","Q000039","P332934",95,0.394190871369295,0.605809128630705
"749","P271771","P271771",91,1,0
"1453","P437074","P437074",90,1,0
"1020","P332934","P429503",89,0.684615384615385,0.315384615384615
"1314","P429503","P332934",89,0.684615384615385,0.315384615384615
"676","P271301","P429503",83,0.638461538461538,0.361538461538462
"1203","P370399","Q000039",83,0.805825242718447,0.194174757281553
"1306","P429503","P271301",83,0.638461538461538,0.361538461538462
"1504","P447996","Q000039",83,0.538961038961039,0.461038961038961
"1791","Q000039","P370399",83,0.805825242718447,0.194174757281553
"1798","Q000039","P447996",83,0.538961038961039,0.461038961038961
"201","P247864","P388265",82,0.302583025830258,0.697416974169742
"1209","P388265","P247864",82,0.302583025830258,0.697416974169742
"188","P247864","P271301",80,0.29520295202952,0.70479704797048
"650","P271301","P247864",80,0.29520295202952,0.70479704797048
"796","P271911","P273880",80,0.246913580246914,0.753086419753086
"922","P273880","P271911",80,0.246913580246914,0.753086419753086
"617","P253866","P253866",79,1,0
"680","P271301","P447996",79,0.512987012987013,0.487012987012987
"1478","P447996","P271301",79,0.512987012987013,0.487012987012987
"309","P250364","P250364",77,1,0
"1547","P459216","Q000039",77,0.6875,0.3125
"1799","Q000039","P459216",77,0.6875,0.3125
"194","P247864","P273880",73,0.269372693726937,0.730627306273063
"908","P273880","P247864",73,0.269372693726937,0.730627306273063
"1590","P459217","Q000039",73,0.752577319587629,0.247422680412371
"1629","P459218","P459218",73,1,0
"1800","Q000039","P459217",73,0.752577319587629,0.247422680412371
"133","P235262","P235262",71,1,0
"1160","P347814","Q000039",71,0.63963963963964,0.36036036036036
"1790","Q000039","P347814",71,0.63963963963964,0.36036036036036
"663","P271301","P271771",69,0.758241758241758,0.241758241758242
"747","P271771","P271301",69,0.758241758241758,0.241758241758242
"681","P271301","P459216",68,0.607142857142857,0.392857142857143
"682","P271301","P459217",68,0.701030927835051,0.298969072164949
"1521","P459216","P271301",68,0.607142857142857,0.392857142857143
"1564","P459217","P271301",68,0.701030927835051,0.298969072164949
"1332","P429503","Q000039",65,0.5,0.5
"1794","Q000039","P429503",65,0.5,0.5
"1633","P459218","Q000039",64,0.876712328767123,0.123287671232877
"1801","Q000039","P459218",64,0.876712328767123,0.123287671232877
"644","P253866","Q000039",62,0.784810126582278,0.215189873417722
"1778","Q000039","P253866",62,0.784810126582278,0.215189873417722
"1025","P332934","P459216",60,0.535714285714286,0.464285714285714
"1529","P459216","P332934",60,0.535714285714286,0.464285714285714
"1026","P332934","P459217",59,0.608247422680412,0.391752577319588
"1572","P459217","P332934",59,0.608247422680412,0.391752577319588
"801","P271911","P347814",58,0.522522522522523,0.477477477477477
"1137","P347814","P271911",58,0.522522522522523,0.477477477477477
"673","P271301","P370399",57,0.553398058252427,0.446601941747573
"930","P273880","P347814",57,0.513513513513513,0.486486486486487
"1018","P332934","P388265",57,0.236514522821577,0.763485477178423
"1140","P347814","P273880",57,0.513513513513513,0.486486486486487
"1177","P370399","P271301",57,0.553398058252427,0.446601941747573
"1228","P388265","P332934",57,0.236514522821577,0.763485477178423
"1024","P332934","P447996",56,0.363636363636364,0.636363636363636
"1486","P447996","P332934",56,0.363636363636364,0.636363636363636
"1461","P437074","Q000039",55,0.611111111111111,0.388888888888889
"1797","Q000039","P437074",55,0.611111111111111,0.388888888888889
"1117","P346714","Q000039",53,0.557894736842105,0.442105263157895
"1190","P370399","P388265",53,0.514563106796116,0.485436893203884
"1232","P388265","P370399",53,0.514563106796116,0.485436893203884
"1789","Q000039","P346714",53,0.557894736842105,0.442105263157895
"931","P273880","P370399",52,0.504854368932039,0.495145631067961
"1183","P370399","P273880",52,0.504854368932039,0.495145631067961
"679","P271301","P437074",50,0.555555555555556,0.444444444444444
"1240","P388265","P459216",50,0.446428571428571,0.553571428571429
"1435","P437074","P271301",50,0.555555555555556,0.444444444444444
"1534","P459216","P388265",50,0.446428571428571,0.553571428571429
"1542","P459216","P459217",50,0.515463917525773,0.484536082474227
"1584","P459217","P459216",50,0.515463917525773,0.484536082474227
"1499","P447996","P459217",48,0.494845360824742,0.505154639175258
"1583","P459217","P447996",48,0.494845360824742,0.505154639175258
"938","P273880","P447996",46,0.298701298701299,0.701298701298701
"1484","P447996","P273880",46,0.298701298701299,0.701298701298701
"343","P250364","Q000039",45,0.584415584415584,0.415584415584416
"773","P271771","Q000039",45,0.494505494505495,0.505494505494505
"1771","Q000039","P250364",45,0.584415584415584,0.415584415584416
"1781","Q000039","P271771",45,0.494505494505495,0.505494505494505
"624","P253866","P273880",44,0.556962025316456,0.443037974683544
"918","P273880","P253866",44,0.556962025316456,0.443037974683544
"1241","P388265","P459217",44,0.45360824742268,0.54639175257732
"1577","P459217","P388265",44,0.45360824742268,0.54639175257732
"812","P271911","P459218",42,0.575342465753425,0.424657534246575
"1235","P388265","P429503",42,0.323076923076923,0.676923076923077
"1319","P429503","P388265",42,0.323076923076923,0.676923076923077
"1610","P459218","P271911",42,0.575342465753425,0.424657534246575
"618","P253866","P271301",41,0.518987341772152,0.481012658227848
"660","P271301","P253866",41,0.518987341772152,0.481012658227848
"145","P235262","P271301",40,0.563380281690141,0.436619718309859
"649","P271301","P235262",40,0.563380281690141,0.436619718309859
"171","P235262","Q000039",39,0.549295774647887,0.450704225352113
"705","P271320","P271320",39,1,0
"800","P271911","P346714",39,0.410526315789474,0.589473684210526
"1094","P346714","P271911",39,0.410526315789474,0.589473684210526
"1767","Q000039","P235262",39,0.549295774647887,0.450704225352113
"196","P247864","P332934",38,0.157676348547718,0.842323651452282
"755","P271771","P332934",38,0.417582417582418,0.582417582417582
"803","P271911","P388265",38,0.129692832764505,0.870307167235495
"994","P332934","P247864",38,0.157676348547718,0.842323651452282
"1007","P332934","P271771",38,0.417582417582418,0.582417582417582
"1057","P332939","P332939",38,1,0
"1223","P388265","P271911",38,0.129692832764505,0.870307167235495
"485","P253233","P253233",37,1,0
"927","P273880","P332934",37,0.153526970954357,0.846473029045643
"1011","P332934","P273880",37,0.153526970954357,0.846473029045643
"1849","X100003","X100003",37,1,0
"191","P247864","P271911",36,0.132841328413284,0.867158671586716
"779","P271911","P247864",36,0.132841328413284,0.867158671586716
"1326","P429503","P459216",36,0.321428571428571,0.678571428571429
"1536","P459216","P429503",36,0.321428571428571,0.678571428571429
"529","P253238","P253238",35,1,0
"208","P247864","P459216",34,0.303571428571429,0.696428571428571
"1239","P388265","P447996",34,0.220779220779221,0.779220779220779
"1491","P447996","P388265",34,0.220779220779221,0.779220779220779
"1498","P447996","P459216",34,0.303571428571429,0.696428571428571
"1510","P459216","P247864",34,0.303571428571429,0.696428571428571
"1540","P459216","P447996",34,0.303571428571429,0.696428571428571
"165","P235262","P459216",33,0.464788732394366,0.535211267605634
"631","P253866","P388265",33,0.417721518987342,0.582278481012658
"941","P273880","P459218",33,0.452054794520548,0.547945205479452
"1032","P332934","X100003",33,0.891891891891892,0.108108108108108
"1219","P388265","P253866",33,0.417721518987342,0.582278481012658
"1509","P459216","P235262",33,0.464788732394366,0.535211267605634
"1613","P459218","P273880",33,0.452054794520548,0.547945205479452
"1830","X100003","P332934",33,0.891891891891892,0.108108108108108
"200","P247864","P370399",32,0.310679611650485,0.689320388349515
"441","P253228","P253228",32,1,0
"1166","P370399","P247864",32,0.310679611650485,0.689320388349515
"1365","P429504","P429504",32,1,0
"934","P273880","P429503",31,0.238461538461538,0.761538461538461
"1147","P347814","P388265",31,0.279279279279279,0.720720720720721
"1231","P388265","P347814",31,0.279279279279279,0.720720720720721
"1312","P429503","P273880",31,0.238461538461538,0.761538461538461
"199","P247864","P347814",30,0.27027027027027,0.72972972972973
"929","P273880","P346714",30,0.315789473684211,0.684210526315789
"1097","P346714","P273880",30,0.315789473684211,0.684210526315789
"1123","P347814","P247864",30,0.27027027027027,0.72972972972973
"323","P250364","P273880",29,0.376623376623377,0.623376623376623
"911","P273880","P250364",29,0.376623376623377,0.623376623376623
"939","P273880","P459216",29,0.258928571428571,0.741071428571429
"1238","P388265","P437074",29,0.322222222222222,0.677777777777778
"1448","P437074","P388265",29,0.322222222222222,0.677777777777778
"1527","P459216","P273880",29,0.258928571428571,0.741071428571429
"320","P250364","P271911",28,0.363636363636364,0.636363636363636
"688","P271301","X100003",28,0.756756756756757,0.243243243243243
"782","P271911","P250364",28,0.363636363636364,0.636363636363636
"1063","P332939","P429503",28,0.736842105263158,0.263157894736842
"1315","P429503","P332939",28,0.736842105263158,0.263157894736842
"1822","X100003","P271301",28,0.756756756756757,0.243243243243243
"203","P247864","P429503",27,0.207692307692308,0.792307692307692
"209","P247864","P459217",27,0.278350515463918,0.721649484536082
"558","P253238","Q000039",27,0.771428571428571,0.228571428571429
"768","P271771","P459217",27,0.296703296703297,0.703296703296703
"1104","P346714","P388265",27,0.284210526315789,0.715789473684211
"1230","P388265","P346714",27,0.284210526315789,0.715789473684211
"1295","P429503","P247864",27,0.207692307692308,0.792307692307692
"1325","P429503","P447996",27,0.207692307692308,0.792307692307692
"1327","P429503","P459217",27,0.278350515463918,0.721649484536082
"1493","P447996","P429503",27,0.207692307692308,0.792307692307692
"1553","P459217","P247864",27,0.278350515463918,0.721649484536082
"1566","P459217","P271771",27,0.296703296703297,0.703296703296703
"1579","P459217","P429503",27,0.278350515463918,0.721649484536082
"1776","Q000039","P253238",27,0.771428571428571,0.228571428571429
"472","P253228","Q000039",26,0.8125,0.1875
"515","P253233","Q000039",26,0.702702702702703,0.297297297297297
"1102","P346714","P347814",26,0.273684210526316,0.726315789473684
"1144","P347814","P346714",26,0.273684210526316,0.726315789473684
"1774","Q000039","P253228",26,0.8125,0.1875
"1775","Q000039","P253233",26,0.702702702702703,0.297297297297297
"151","P235262","P273880",25,0.352112676056338,0.647887323943662
"760","P271771","P388265",25,0.274725274725275,0.725274725274725
"907","P273880","P235262",25,0.352112676056338,0.647887323943662
"1222","P388265","P271771",25,0.274725274725275,0.725274725274725
"1333","P429503","X100003",25,0.675675675675676,0.324324324324324
"1837","X100003","P429503",25,0.675675675675676,0.324324324324324
"187","P247864","P253866",24,0.30379746835443,0.69620253164557
"198","P247864","P346714",24,0.252631578947368,0.747368421052632
"442","P253228","P253233",24,0.75,0.25
"484","P253233","P253228",24,0.75,0.25
"502","P253233","P388265",24,0.648648648648649,0.351351351351351
"607","P253866","P247864",24,0.30379746835443,0.69620253164557
"1080","P346714","P247864",24,0.252631578947368,0.747368421052632
"1216","P388265","P253233",24,0.648648648648649,0.351351351351351
"489","P253233","P271301",23,0.621621621621622,0.378378378378378
"657","P271301","P253233",23,0.621621621621622,0.378378378378378
"1113","P346714","P459218",23,0.315068493150685,0.684931506849315
"1617","P459218","P346714",23,0.315068493150685,0.684931506849315
"206","P247864","P437074",22,0.244444444444444,0.755555555555556
"210","P247864","P459218",22,0.301369863013699,0.698630136986301
"446","P253228","P271301",22,0.6875,0.3125
"656","P271301","P253228",22,0.6875,0.3125
"677","P271301","P429504",22,0.6875,0.3125
"940","P273880","P459217",22,0.22680412371134,0.77319587628866
"1014","P332934","P332939",22,0.578947368421053,0.421052631578947
"1056","P332939","P332934",22,0.578947368421053,0.421052631578947
"1074","P332939","Q000039",22,0.578947368421053,0.421052631578947
"1349","P429504","P271301",22,0.6875,0.3125
"1424","P437074","P247864",22,0.244444444444444,0.755555555555556
"1570","P459217","P273880",22,0.22680412371134,0.77319587628866
"1596","P459218","P247864",22,0.301369863013699,0.698630136986301
"1717","P492330","P492330",22,1,0
"1788","Q000039","P332939",22,0.578947368421053,0.421052631578947
"157","P235262","P370399",21,0.295774647887324,0.704225352112676
"497","P253233","P332934",21,0.567567567567568,0.432432432432432
"532","P253238","P271301",21,0.6,0.4
"658","P271301","P253238",21,0.6,0.4
"969","P332930","P332930",21,1,0
"1001","P332934","P253233",21,0.567567567567568,0.432432432432432
"1156","P347814","P459218",21,0.287671232876712,0.712328767123288
"1165","P370399","P235262",21,0.295774647887324,0.704225352112676
"1618","P459218","P347814",21,0.287671232876712,0.712328767123288
"190","P247864","P271771",20,0.21978021978022,0.78021978021978
"207","P247864","P447996",20,0.12987012987013,0.87012987012987
"454","P253228","P332934",20,0.625,0.375
"459","P253228","P388265",20,0.625,0.375
"545","P253238","P388265",20,0.571428571428571,0.428571428571429
"553","P253238","P459217",20,0.571428571428571,0.428571428571429
"736","P271771","P247864",20,0.21978021978022,0.78021978021978
"1000","P332934","P253228",20,0.625,0.375
"1197","P370399","P459216",20,0.194174757281553,0.805825242718447
"1215","P388265","P253228",20,0.625,0.375
"1217","P388265","P253238",20,0.571428571428571,0.428571428571429
"1242","P388265","P459218",20,0.273972602739726,0.726027397260274
"1467","P447996","P247864",20,0.12987012987013,0.87012987012987
"1533","P459216","P370399",20,0.194174757281553,0.805825242718447
"1561","P459217","P253238",20,0.571428571428571,0.428571428571429
"1620","P459218","P388265",20,0.273972602739726,0.726027397260274
"1277","P389511","P389511",19,1,0
"45","P228196","P228196",18,1,0
"134","P235262","P247864",18,0.253521126760563,0.746478873239437
"153","P235262","P332934",18,0.253521126760563,0.746478873239437
"158","P235262","P388265",18,0.253521126760563,0.746478873239437
"176","P247864","P235262",18,0.253521126760563,0.746478873239437
"636","P253866","P437074",18,0.227848101265823,0.772151898734177
"662","P271301","P271320",18,0.461538461538462,0.538461538461538
"704","P271320","P271301",18,0.461538461538462,0.538461538461538
"730","P271320","Q000039",18,0.461538461538462,0.538461538461538
"993","P332934","P235262",18,0.253521126760563,0.746478873239437
"1195","P370399","P437074",18,0.2,0.8
"1208","P388265","P235262",18,0.253521126760563,0.746478873239437
"1434","P437074","P253866",18,0.227848101265823,0.772151898734177
"1447","P437074","P370399",18,0.2,0.8
"1673","P459226","P459226",18,1,0
"1780","Q000039","P271320",18,0.461538461538462,0.538461538461538
"504","P253233","P429503",17,0.459459459459459,0.540540540540541
"540","P253238","P332934",17,0.485714285714286,0.514285714285714
"630","P253866","P370399",17,0.215189873417722,0.784810126582278
"670","P271301","P332939",17,0.447368421052632,0.552631578947368
"1002","P332934","P253238",17,0.485714285714286,0.514285714285714
"1048","P332939","P271301",17,0.447368421052632,0.552631578947368
"1176","P370399","P253866",17,0.215189873417722,0.784810126582278
"1234","P388265","P389511",17,0.894736842105263,0.105263157894737
"1276","P389511","P388265",17,0.894736842105263,0.105263157894737
"1289","P389511","Q000039",17,0.894736842105263,0.105263157894737
"1302","P429503","P253233",17,0.459459459459459,0.540540540540541
"1375","P429504","Q000039",17,0.53125,0.46875
"1548","P459216","X100003",17,0.459459459459459,0.540540540540541
"1793","Q000039","P389511",17,0.894736842105263,0.105263157894737
"1795","Q000039","P429504",17,0.53125,0.46875
"1842","X100003","P459216",17,0.459459459459459,0.540540540540541
"160","P235262","P429503",16,0.225352112676056,0.774647887323944
"467","P253228","P459217",16,0.5,0.5
"547","P253238","P429503",16,0.457142857142857,0.542857142857143
"551","P253238","P447996",16,0.457142857142857,0.542857142857143
"937","P273880","P437074",16,0.177777777777778,0.822222222222222
"1019","P332934","P389511",16,0.842105263157895,0.157894736842105
"1028","P332934","P459226",16,0.888888888888889,0.111111111111111
"1068","P332939","P459216",16,0.421052631578947,0.578947368421053
"1075","P332939","X100003",16,0.432432432432432,0.567567567567568
"1271","P389511","P332934",16,0.842105263157895,0.157894736842105
"1294","P429503","P235262",16,0.225352112676056,0.774647887323944
"1303","P429503","P253238",16,0.457142857142857,0.542857142857143
"1441","P437074","P273880",16,0.177777777777778,0.822222222222222
"1456","P437074","P459217",16,0.177777777777778,0.822222222222222
"1475","P447996","P253238",16,0.457142857142857,0.542857142857143
"1530","P459216","P332939",16,0.421052631578947,0.578947368421053
"1559","P459217","P253228",16,0.5,0.5
"1582","P459217","P437074",16,0.177777777777778,0.822222222222222
"1658","P459226","P332934",16,0.888888888888889,0.111111111111111
"1831","X100003","P332939",16,0.432432432432432,0.567567567567568
"221","P250361","P250361",15,1,0
"330","P250364","P388265",15,0.194805194805195,0.805194805194805
"461","P253228","P429503",15,0.46875,0.53125
"510","P253233","P459217",15,0.405405405405405,0.594594594594595
"552","P253238","P459216",15,0.428571428571429,0.571428571428571
"675","P271301","P389511",15,0.789473684210526,0.210526315789474
"684","P271301","P459226",15,0.833333333333333,0.166666666666667
"766","P271771","P447996",15,0.164835164835165,0.835164835164835
"837","P272243","P272243",15,1,0
"1199","P370399","P459218",15,0.205479452054795,0.794520547945206
"1212","P388265","P250364",15,0.194805194805195,0.805194805194805
"1263","P389511","P271301",15,0.789473684210526,0.210526315789474
"1301","P429503","P253228",15,0.46875,0.53125
"1480","P447996","P271771",15,0.164835164835165,0.835164835164835
"1518","P459216","P253238",15,0.428571428571429,0.571428571428571
"1560","P459217","P253233",15,0.405405405405405,0.594594594594595
"1619","P459218","P370399",15,0.205479452054795,0.794520547945206
"1650","P459226","P271301",15,0.833333333333333,0.166666666666667
"197","P247864","P332939",14,0.368421052631579,0.631578947368421
"678","P271301","P432448",14,1,0
