"","doc1","doc2","num_shared_entries","similarity","distance"
"1805","Q000039","Q000039",689,1,0
"1761","Q000001","Q000001",463,1,0
"925","P273880","P273880",457,1,0
"661","P271301","P271301",368,1,0
"793","P271911","P271911",363,1,0
"1233","P388265","P388265",343,1,0
"177","P247864","P247864",249,1,0
"945","P273880","Q000039",247,0.540481400437637,0.459518599562363
"1785","Q000039","P273880",247,0.540481400437637,0.459518599562363
"1013","P332934","P332934",244,1,0
"397","P250736","P250736",222,1,0
"1246","P388265","Q000039",219,0.638483965014577,0.361516034985423
"1792","Q000039","P388265",219,0.638483965014577,0.361516034985423
"687","P271301","Q000039",213,0.578804347826087,0.421195652173913
"1779","Q000039","P271301",213,0.578804347826087,0.421195652173913
"214","P247864","Q000039",162,0.650602409638554,0.349397590361446
"1768","Q000039","P247864",162,0.650602409638554,0.349397590361446
"816","P271911","Q000039",155,0.426997245179063,0.573002754820937
"1782","Q000039","P271911",155,0.426997245179063,0.573002754820937
"1497","P447996","P447996",151,1,0
"669","P271301","P332934",141,0.577868852459016,0.422131147540984
"1005","P332934","P271301",141,0.577868852459016,0.422131147540984
"1541","P459216","P459216",119,1,0
"674","P271301","P388265",118,0.34402332361516,0.65597667638484
"1220","P388265","P271301",118,0.34402332361516,0.65597667638484
"932","P273880","P388265",117,0.341107871720117,0.658892128279883
"1226","P388265","P273880",117,0.341107871720117,0.658892128279883
"1321","P429503","P429503",113,1,0
"1101","P346714","P346714",111,1,0
"1031","P332934","Q000039",107,0.438524590163934,0.561475409836066
"1787","Q000039","P332934",107,0.438524590163934,0.561475409836066
"201","P247864","P388265",100,0.401606425702811,0.598393574297189
"796","P271911","P273880",100,0.275482093663912,0.724517906336088
"922","P273880","P271911",100,0.275482093663912,0.724517906336088
"1209","P388265","P247864",100,0.401606425702811,0.598393574297189
"1585","P459217","P459217",99,1,0
"1145","P347814","P347814",96,1,0
"1547","P459216","Q000039",96,0.80672268907563,0.19327731092437
"1799","Q000039","P459216",96,0.80672268907563,0.19327731092437
"749","P271771","P271771",92,1,0
"1020","P332934","P429503",90,0.79646017699115,0.20353982300885
"1314","P429503","P332934",90,0.79646017699115,0.20353982300885
"667","P271301","P273880",85,0.230978260869565,0.769021739130435
"919","P273880","P271301",85,0.230978260869565,0.769021739130435
"1590","P459217","Q000039",84,0.848484848484849,0.151515151515151
"1800","Q000039","P459217",84,0.848484848484849,0.151515151515151
"1189","P370399","P370399",81,1,0
"617","P253866","P253866",80,1,0
"188","P247864","P271301",78,0.313253012048193,0.686746987951807
"650","P271301","P247864",78,0.313253012048193,0.686746987951807
"194","P247864","P273880",77,0.309236947791165,0.690763052208835
"908","P273880","P247864",77,0.309236947791165,0.690763052208835
"663","P271301","P271771",76,0.826086956521739,0.173913043478261
"747","P271771","P271301",76,0.826086956521739,0.173913043478261
"309","P250364","P250364",75,1,0
"681","P271301","P459216",75,0.630252100840336,0.369747899159664
"1521","P459216","P271301",75,0.630252100840336,0.369747899159664
"1504","P447996","Q000039",74,0.490066225165563,0.509933774834437
"1798","Q000039","P447996",74,0.490066225165563,0.509933774834437
"1453","P437074","P437074",73,1,0
"680","P271301","P447996",72,0.47682119205298,0.52317880794702
"1478","P447996","P271301",72,0.47682119205298,0.52317880794702
"1629","P459218","P459218",72,1,0
"1018","P332934","P388265",71,0.290983606557377,0.709016393442623
"1228","P388265","P332934",71,0.290983606557377,0.709016393442623
"676","P271301","P429503",70,0.619469026548673,0.380530973451327
"1306","P429503","P271301",70,0.619469026548673,0.380530973451327
"682","P271301","P459217",69,0.696969696969697,0.303030303030303
"1564","P459217","P271301",69,0.696969696969697,0.303030303030303
"133","P235262","P235262",68,1,0
"1117","P346714","Q000039",67,0.603603603603604,0.396396396396396
"1789","Q000039","P346714",67,0.603603603603604,0.396396396396396
"1025","P332934","P459216",66,0.554621848739496,0.445378151260504
"1160","P347814","Q000039",66,0.6875,0.3125
