"","doc1","doc2","num_shared_entries","similarity","distance"
"1805","Q000039","Q000039",663,1,0
"925","P273880","P273880",479,1,0
"1761","Q000001","Q000001",449,1,0
"793","P271911","P271911",355,1,0
"661","P271301","P271301",353,1,0
"1233","P388265","P388265",323,1,0
"177","P247864","P247864",256,1,0
"945","P273880","Q000039",248,0.517745302713987,0.482254697286013
"1785","Q000039","P273880",248,0.517745302713987,0.482254697286013
"1013","P332934","P332934",241,1,0
"397","P250736","P250736",212,1,0
"1246","P388265","Q000039",208,0.643962848297214,0.356037151702786
"1792","Q000039","P388265",208,0.643962848297214,0.356037151702786
"687","P271301","Q000039",206,0.58356940509915,0.41643059490085
"1779","Q000039","P271301",206,0.58356940509915,0.41643059490085
"1497","P447996","P447996",159,1,0
"816","P271911","Q000039",153,0.430985915492958,0.569014084507042
"1782","Q000039","P271911",153,0.430985915492958,0.569014084507042
"1145","P347814","P347814",142,1,0
"214","P247864","Q000039",128,0.5,0.5
"1768","Q000039","P247864",128,0.5,0.5
"1101","P346714","P346714",125,1,0
"932","P273880","P388265",122,0.377708978328173,0.622291021671827
"1226","P388265","P273880",122,0.377708978328173,0.622291021671827
"669","P271301","P332934",119,0.493775933609959,0.506224066390041
"1005","P332934","P271301",119,0.493775933609959,0.506224066390041
"1189","P370399","P370399",115,1,0
"1321","P429503","P429503",112,1,0
"1541","P459216","P459216",110,1,0
"674","P271301","P388265",109,0.337461300309598,0.662538699690402
"1220","P388265","P271301",109,0.337461300309598,0.662538699690402
"796","P271911","P273880",100,0.28169014084507,0.71830985915493
"922","P273880","P271911",100,0.28169014084507,0.71830985915493
"749","P271771","P271771",99,1,0
"1031","P332934","Q000039",98,0.406639004149378,0.593360995850622
"1160","P347814","Q000039",98,0.690140845070423,0.309859154929577
"1787","Q000039","P332934",98,0.406639004149378,0.593360995850622
"1790","Q000039","P347814",98,0.690140845070423,0.309859154929577
"667","P271301","P273880",94,0.26628895184136,0.73371104815864
"919","P273880","P271301",94,0.26628895184136,0.73371104815864
"1585","P459217","P459217",90,1,0
"201","P247864","P388265",86,0.3359375,0.6640625
"680","P271301","P447996",86,0.540880503144654,0.459119496855346
"1209","P388265","P247864",86,0.3359375,0.6640625
"1478","P447996","P271301",86,0.540880503144654,0.459119496855346
"1629","P459218","P459218",83,1,0
"1020","P332934","P429503",81,0.723214285714286,0.276785714285714
"1314","P429503","P332934",81,0.723214285714286,0.276785714285714
"617","P253866","P253866",80,1,0
"801","P271911","P347814",79,0.556338028169014,0.443661971830986
"1137","P347814","P271911",79,0.556338028169014,0.443661971830986
"1504","P447996","Q000039",79,0.49685534591195,0.50314465408805
"1798","Q000039","P447996",79,0.49685534591195,0.50314465408805
"133","P235262","P235262",77,1,0
"1203","P370399","Q000039",75,0.652173913043478,0.347826086956522
"1791","Q000039","P370399",75,0.652173913043478,0.347826086956522
"1117","P346714","Q000039",74,0.592,0.408
"1789","Q000039","P346714",74,0.592,0.408
"194","P247864","P273880",73,0.28515625,0.71484375
"908","P273880","P247864",73,0.28515625,0.71484375
"930","P273880","P347814",73,0.514084507042254,0.485915492957746
"1140","P347814","P273880",73,0.514084507042254,0.485915492957746
"1547","P459216","Q000039",72,0.654545454545455,0.345454545454545
"1799","Q000039","P459216",72,0.654545454545455,0.345454545454545
"1590","P459217","Q000039",70,0.777777777777778,0.222222222222222
"1800","Q000039","P459217",70,0.777777777777778,0.222222222222222
"1453","P437074","P437074",69,1,0
"644","P253866","Q000039",68,0.85,0.15
"800","P271911","P346714",68,0.544,0.456
"1094","P346714","P271911",68,0.544,0.456
"1778","Q000039","P253866",68,0.85,0.15
"663","P271301","P271771",67,0.676767676767677,0.323232323232323
"747","P271771","P271301",67,0.676767676767677,0.323232323232323
"188","P247864","P271301",65,0.25390625,0.74609375
"650","P271301","P247864",65,0.25390625,0.74609375
"681","P271301","P459216",65,0.590909090909091,0.409090909090909
"803","P271911","P388265",65,0.201238390092879,0.798761609907121
"1223","P388265","P271911",65,0.201238390092879,0.798761609907121
"1521","P459216","P271301",65,0.590909090909091,0.409090909090909
"309","P250364","P250364",63,1,0
"1024","P332934","P447996",61,0.383647798742138,0.616352201257862
"1486","P447996","P332934",61,0.383647798742138,0.616352201257862
"682","P271301","P459217",60,0.666666666666667,0.333333333333333
"1564","P459217","P271301",60,0.666666666666667,0.333333333333333
"1025","P332934","P459216",59,0.536363636363636,0.463636363636364
"1529","P459216","P332934",59,0.536363636363636,0.463636363636364
"773","P271771","Q000039",58,0.585858585858586,0.414141414141414
"1026","P332934","P459217",58,0.644444444444444,0.355555555555556
"1572","P459217","P332934",58,0.644444444444444,0.355555555555556
"1781","Q000039","P271771",58,0.585858585858586,0.414141414141414
"676","P271301","P429503",57,0.508928571428571,0.491071428571429
"1306","P429503","P271301",57,0.508928571428571,0.491071428571429
"1018","P332934","P388265",56,0.232365145228216,0.767634854771784
"1228","P388265","P332934",56,0.232365145228216,0.767634854771784
