"","doc1","doc2","num_shared_entries","similarity","distance"
"1805","Q000039","Q000039",684,1,0
"1761","Q000001","Q000001",468,1,0
"925","P273880","P273880",455,1,0
"793","P271911","P271911",373,1,0
"661","P271301","P271301",327,1,0
"1233","P388265","P388265",293,1,0
"945","P273880","Q000039",252,0.553846153846154,0.446153846153846
"1785","Q000039","P273880",252,0.553846153846154,0.446153846153846
"397","P250736","P250736",244,1,0
"177","P247864","P247864",242,1,0
"1013","P332934","P332934",241,1,0
"687","P271301","Q000039",202,0.617737003058104,0.382262996941896
"1779","Q000039","P271301",202,0.617737003058104,0.382262996941896
"1246","P388265","Q000039",180,0.614334470989761,0.385665529010239
"1792","Q000039","P388265",180,0.614334470989761,0.385665529010239
"816","P271911","Q000039",148,0.396782841823056,0.603217158176944
"1782","Q000039","P271911",148,0.396782841823056,0.603217158176944
"1497","P447996","P447996",140,1,0
"214","P247864","Q000039",132,0.545454545454545,0.454545454545455
"1768","Q000039","P247864",132,0.545454545454545,0.454545454545455
"1541","P459216","P459216",124,1,0
"669","P271301","P332934",116,0.481327800829876,0.518672199170124
"1005","P332934","P271301",116,0.481327800829876,0.518672199170124
"1031","P332934","Q000039",115,0.477178423236515,0.522821576763485
"1787","Q000039","P332934",115,0.477178423236515,0.522821576763485
"932","P273880","P388265",113,0.385665529010239,0.614334470989761
"1226","P388265","P273880",113,0.385665529010239,0.614334470989761
"1145","P347814","P347814",107,1,0
"1101","P346714","P346714",106,1,0
"1585","P459217","P459217",101,1,0
"1321","P429503","P429503",96,1,0
"1189","P370399","P370399",95,1,0
"667","P271301","P273880",93,0.284403669724771,0.715596330275229
"796","P271911","P273880",93,0.249329758713137,0.750670241286863
"919","P273880","P271301",93,0.284403669724771,0.715596330275229
"922","P273880","P271911",93,0.249329758713137,0.750670241286863
"1547","P459216","Q000039",90,0.725806451612903,0.274193548387097
"1799","Q000039","P459216",90,0.725806451612903,0.274193548387097
"749","P271771","P271771",88,1,0
"201","P247864","P388265",86,0.355371900826446,0.644628099173554
"1209","P388265","P247864",86,0.355371900826446,0.644628099173554
"1590","P459217","Q000039",85,0.841584158415842,0.158415841584158
"1800","Q000039","P459217",85,0.841584158415842,0.158415841584158
"1629","P459218","P459218",82,1,0
"681","P271301","P459216",81,0.653225806451613,0.346774193548387
"1025","P332934","P459216",81,0.653225806451613,0.346774193548387
"1521","P459216","P271301",81,0.653225806451613,0.346774193548387
"1529","P459216","P332934",81,0.653225806451613,0.346774193548387
"133","P235262","P235262",77,1,0
"617","P253866","P253866",77,1,0
"674","P271301","P388265",77,0.262798634812287,0.737201365187713
"1220","P388265","P271301",77,0.262798634812287,0.737201365187713
"1504","P447996","Q000039",77,0.55,0.45
"1798","Q000039","P447996",77,0.55,0.45
"680","P271301","P447996",76,0.542857142857143,0.457142857142857
"1020","P332934","P429503",76,0.791666666666667,0.208333333333333
"1314","P429503","P332934",76,0.791666666666667,0.208333333333333
"1478","P447996","P271301",76,0.542857142857143,0.457142857142857
"682","P271301","P459217",75,0.742574257425743,0.257425742574257
"1564","P459217","P271301",75,0.742574257425743,0.257425742574257
"1160","P347814","Q000039",74,0.691588785046729,0.308411214953271
"1790","Q000039","P347814",74,0.691588785046729,0.308411214953271
"1026","P332934","P459217",70,0.693069306930693,0.306930693069307
"1572","P459217","P332934",70,0.693069306930693,0.306930693069307
"309","P250364","P250364",69,1,0
"1117","P346714","Q000039",69,0.650943396226415,0.349056603773585
"1453","P437074","P437074",69,1,0
"1789","Q000039","P346714",69,0.650943396226415,0.349056603773585
"188","P247864","P271301",68,0.28099173553719,0.71900826446281
"194","P247864","P273880",68,0.28099173553719,0.71900826446281
"650","P271301","P247864",68,0.28099173553719,0.71900826446281
"908","P273880","P247864",68,0.28099173553719,0.71900826446281
"1203","P370399","Q000039",66,0.694736842105263,0.305263157894737
"1633","P459218","Q000039",66,0.804878048780488,0.195121951219512
"1791","Q000039","P370399",66,0.694736842105263,0.305263157894737
"1801","Q000039","P459218",66,0.804878048780488,0.195121951219512
"1542","P459216","P459217",62,0.613861386138614,0.386138613861386
"1584","P459217","P459216",62,0.613861386138614,0.386138613861386
"1018","P332934","P388265",61,0.253112033195021,0.746887966804979
"1228","P388265","P332934",61,0.253112033195021,0.746887966804979
"1499","P447996","P459217",61,0.603960396039604,0.396039603960396
"1583","P459217","P447996",61,0.603960396039604,0.396039603960396
"801","P271911","P347814",60,0.560747663551402,0.439252336448598
"930","P273880","P347814",60,0.560747663551402,0.439252336448598
"1137","P347814","P271911",60,0.560747663551402,0.439252336448598
"1140","P347814","P273880",60,0.560747663551402,0.439252336448598
"663","P271301","P271771",59,0.670454545454545,0.329545454545455
"747","P271771","P271301",59,0.670454545454545,0.329545454545455
"1024","P332934","P447996",59,0.421428571428571,0.578571428571429
"1486","P447996","P332934",59,0.421428571428571,0.578571428571429
"644","P253866","Q000039",57,0.74025974025974,0.25974025974026
"1778","Q000039","P253866",57,0.74025974025974,0.25974025974026
"1332","P429503","Q000039",56,0.583333333333333,0.416666666666667
"1794","Q000039","P429503",56,0.583333333333333,0.416666666666667
"196","P247864","P332934",53,0.219917012448133,0.780082987551867
"676","P271301","P429503",53,0.552083333333333,0.447916666666667
"994","P332934","P247864",53,0.219917012448133,0.780082987551867
"1306","P429503","P271301",53,0.552083333333333,0.447916666666667
"485","P253233","P253233",52,1,0
"1240","P388265","P459216",51,0.411290322580645,0.588709677419355
"1534","P459216","P388265",51,0.411290322580645,0.588709677419355
"931","P273880","P370399",50,0.526315789473684,0.473684210526316
"1183","P370399","P273880",50,0.526315789473684,0.473684210526316
"171","P235262","Q000039",49,0.636363636363636,0.363636363636364
"800","P271911","P346714",49,0.462264150943396,0.537735849056604
"1094","P346714","P271911",49,0.462264150943396,0.537735849056604
"1498","P447996","P459216",49,0.395161290322581,0.604838709677419
"1540","P459216","P447996",49,0.395161290322581,0.604838709677419
"1767","Q000039","P235262",49,0.636363636363636,0.363636363636364
"145","P235262","P271301",46,0.597402597402597,0.402597402597403
"191","P247864","P271911",46,0.190082644628099,0.809917355371901
"649","P271301","P235262",46,0.597402597402597,0.402597402597403
"779","P271911","P247864",46,0.190082644628099,0.809917355371901
"803","P271911","P388265",46,0.156996587030717,0.843003412969283
"1223","P388265","P271911",46,0.156996587030717,0.843003412969283
"927","P273880","P332934",45,0.186721991701245,0.813278008298755
"1011","P332934","P273880",45,0.186721991701245,0.813278008298755
"1241","P388265","P459217",45,0.445544554455446,0.554455445544555
"1577","P459217","P388265",45,0.445544554455446,0.554455445544555
"343","P250364","Q000039",44,0.63768115942029,0.36231884057971
"812","P271911","P459218",44,0.536585365853659,0.463414634146341
"1461","P437074","Q000039",44,0.63768115942029,0.36231884057971
"1610","P459218","P271911",44,0.536585365853659,0.463414634146341
"1771","Q000039","P250364",44,0.63768115942029,0.36231884057971
"1797","Q000039","P437074",44,0.63768115942029,0.36231884057971
"679","P271301","P437074",43,0.623188405797101,0.376811594202899
"755","P271771","P332934",43,0.488636363636364,0.511363636363636
"773","P271771","Q000039",43,0.488636363636364,0.511363636363636
"1007","P332934","P271771",43,0.488636363636364,0.511363636363636
"1435","P437074","P271301",43,0.623188405797101,0.376811594202899
"1781","Q000039","P271771",43,0.488636363636364,0.511363636363636
"165","P235262","P459216",42,0.545454545454545,0.454545454545455
"441","P253228","P253228",42,1,0
"624","P253866","P273880",42,0.545454545454545,0.454545454545455
"918","P273880","P253866",42,0.545454545454545,0.454545454545455
"1239","P388265","P447996",42,0.3,0.7
"1491","P447996","P388265",42,0.3,0.7
"1509","P459216","P235262",42,0.545454545454545,0.454545454545455
"208","P247864","P459216",41,0.330645161290323,0.669354838709677
"929","P273880","P346714",41,0.386792452830189,0.613207547169811
"1097","P346714","P273880",41,0.386792452830189,0.613207547169811
"1326","P429503","P459216",41,0.427083333333333,0.572916666666667
"1510","P459216","P247864",41,0.330645161290323,0.669354838709677
"1536","P459216","P429503",41,0.427083333333333,0.572916666666667
"515","P253233","Q000039",40,0.769230769230769,0.230769230769231
"705","P271320","P271320",40,1,0
"1775","Q000039","P253233",40,0.769230769230769,0.230769230769231
"1057","P332939","P332939",38,1,0
"151","P235262","P273880",37,0.480519480519481,0.519480519480519
"907","P273880","P235262",37,0.480519480519481,0.519480519480519
"502","P253233","P388265",36,0.692307692307692,0.307692307692308
"941","P273880","P459218",36,0.439024390243902,0.560975609756098
"1216","P388265","P253233",36,0.692307692307692,0.307692307692308
"1613","P459218","P273880",36,0.439024390243902,0.560975609756098
"939","P273880","P459216",35,0.282258064516129,0.717741935483871
"1527","P459216","P273880",35,0.282258064516129,0.717741935483871
"209","P247864","P459217",34,0.336633663366337,0.663366336633663
"442","P253228","P253233",34,0.80952380952381,0.19047619047619
"472","P253228","Q000039",34,0.80952380952381,0.19047619047619
"484","P253233","P253228",34,0.80952380952381,0.19047619047619
"938","P273880","P447996",34,0.242857142857143,0.757142857142857
"1484","P447996","P273880",34,0.242857142857143,0.757142857142857
"1553","P459217","P247864",34,0.336633663366337,0.663366336633663
"1774","Q000039","P253228",34,0.80952380952381,0.19047619047619
"1104","P346714","P388265",33,0.311320754716981,0.688679245283019
"1190","P370399","P388265",33,0.347368421052632,0.652631578947368
"1230","P388265","P346714",33,0.311320754716981,0.688679245283019
"1232","P388265","P370399",33,0.347368421052632,0.652631578947368
"200","P247864","P370399",32,0.336842105263158,0.663157894736842
"631","P253866","P388265",32,0.415584415584416,0.584415584415584
"1166","P370399","P247864",32,0.336842105263158,0.663157894736842
"1219","P388265","P253866",32,0.415584415584416,0.584415584415584
"497","P253233","P332934",31,0.596153846153846,0.403846153846154
"673","P271301","P370399",31,0.326315789473684,0.673684210526316
"1001","P332934","P253233",31,0.596153846153846,0.403846153846154
