"","doc1","doc2","num_shared_entries","similarity","distance"
"1805","Q000039","Q000039",669,1,0
"1761","Q000001","Q000001",453,1,0
"925","P273880","P273880",415,1,0
"793","P271911","P271911",369,1,0
"661","P271301","P271301",347,1,0
"1233","P388265","P388265",273,1,0
"1013","P332934","P332934",260,1,0
"397","P250736","P250736",241,1,0
"177","P247864","P247864",229,1,0
"945","P273880","Q000039",224,0.539759036144578,0.460240963855422
"1785","Q000039","P273880",224,0.539759036144578,0.460240963855422
"687","P271301","Q000039",203,0.585014409221902,0.414985590778098
"1779","Q000039","P271301",203,0.585014409221902,0.414985590778098
"1246","P388265","Q000039",176,0.644688644688645,0.355311355311355
"1792","Q000039","P388265",176,0.644688644688645,0.355311355311355
"1497","P447996","P447996",158,1,0
"816","P271911","Q000039",144,0.390243902439024,0.609756097560976
"1782","Q000039","P271911",144,0.390243902439024,0.609756097560976
"669","P271301","P332934",138,0.530769230769231,0.469230769230769
"1005","P332934","P271301",138,0.530769230769231,0.469230769230769
"1189","P370399","P370399",130,1,0
"214","P247864","Q000039",125,0.54585152838428,0.45414847161572
"1768","Q000039","P247864",125,0.54585152838428,0.45414847161572
"1541","P459216","P459216",119,1,0
"1145","P347814","P347814",114,1,0
"674","P271301","P388265",112,0.41025641025641,0.58974358974359
"1220","P388265","P271301",112,0.41025641025641,0.58974358974359
"1031","P332934","Q000039",111,0.426923076923077,0.573076923076923
"1787","Q000039","P332934",111,0.426923076923077,0.573076923076923
"1101","P346714","P346714",108,1,0
"1321","P429503","P429503",108,1,0
"1585","P459217","P459217",106,1,0
"749","P271771","P271771",101,1,0
"1203","P370399","Q000039",97,0.746153846153846,0.253846153846154
"1791","Q000039","P370399",97,0.746153846153846,0.253846153846154
"796","P271911","P273880",96,0.260162601626016,0.739837398373984
"922","P273880","P271911",96,0.260162601626016,0.739837398373984
"932","P273880","P388265",93,0.340659340659341,0.659340659340659
"1226","P388265","P273880",93,0.340659340659341,0.659340659340659
"1547","P459216","Q000039",90,0.756302521008403,0.243697478991597
"1799","Q000039","P459216",90,0.756302521008403,0.243697478991597
"1590","P459217","Q000039",86,0.811320754716981,0.188679245283019
"1800","Q000039","P459217",86,0.811320754716981,0.188679245283019
"1629","P459218","P459218",83,1,0
"681","P271301","P459216",81,0.680672268907563,0.319327731092437
"1521","P459216","P271301",81,0.680672268907563,0.319327731092437
"1160","P347814","Q000039",80,0.701754385964912,0.298245614035088
"1790","Q000039","P347814",80,0.701754385964912,0.298245614035088
"133","P235262","P235262",79,1,0
"663","P271301","P271771",79,0.782178217821782,0.217821782178218
"667","P271301","P273880",79,0.227665706051873,0.772334293948127
"747","P271771","P271301",79,0.782178217821782,0.217821782178218
"919","P273880","P271301",79,0.227665706051873,0.772334293948127
"617","P253866","P253866",75,1,0
