"","doc1","doc2","num_shared_entries","similarity","distance"
"1805","Q000039","Q000039",677,1,0
"1761","Q000001","Q000001",486,1,0
"925","P273880","P273880",448,1,0
"661","P271301","P271301",380,1,0
"793","P271911","P271911",330,1,0
"1233","P388265","P388265",292,1,0
"177","P247864","P247864",270,1,0
"945","P273880","Q000039",250,0.558035714285714,0.441964285714286
"1785","Q000039","P273880",250,0.558035714285714,0.441964285714286
"1013","P332934","P332934",246,1,0
"397","P250736","P250736",241,1,0
"687","P271301","Q000039",218,0.573684210526316,0.426315789473684
"1779","Q000039","P271301",218,0.573684210526316,0.426315789473684
"1246","P388265","Q000039",187,0.64041095890411,0.35958904109589
"1792","Q000039","P388265",187,0.64041095890411,0.35958904109589
"214","P247864","Q000039",174,0.644444444444444,0.355555555555556
"1768","Q000039","P247864",174,0.644444444444444,0.355555555555556
"1497","P447996","P447996",164,1,0
"669","P271301","P332934",129,0.524390243902439,0.475609756097561
"932","P273880","P388265",129,0.441780821917808,0.558219178082192
"1005","P332934","P271301",129,0.524390243902439,0.475609756097561
"1226","P388265","P273880",129,0.441780821917808,0.558219178082192
"1541","P459216","P459216",129,1,0
"816","P271911","Q000039",128,0.387878787878788,0.612121212121212
"1782","Q000039","P271911",128,0.387878787878788,0.612121212121212
"1031","P332934","Q000039",125,0.508130081300813,0.491869918699187
"1787","Q000039","P332934",125,0.508130081300813,0.491869918699187
"1321","P429503","P429503",115,1,0
"1145","P347814","P347814",112,1,0
"1585","P459217","P459217",109,1,0
"749","P271771","P271771",105,1,0
"1101","P346714","P346714",104,1,0
"188","P247864","P271301",100,0.37037037037037,0.62962962962963
"650","P271301","P247864",100,0.37037037037037,0.62962962962963
"667","P271301","P273880",97,0.255263157894737,0.744736842105263
"674","P271301","P388265",97,0.332191780821918,0.667808219178082
"919","P273880","P271301",97,0.255263157894737,0.744736842105263
"1220","P388265","P271301",97,0.332191780821918,0.667808219178082
"1189","P370399","P370399",96,1,0
"1547","P459216","Q000039",92,0.713178294573643,0.286821705426357
"1799","Q000039","P459216",92,0.713178294573643,0.286821705426357
"201","P247864","P388265",90,0.333333333333333,0.666666666666667
"1209","P388265","P247864",90,0.333333333333333,0.666666666666667
"1020","P332934","P429503",89,0.773913043478261,0.226086956521739
"1314","P429503","P332934",89,0.773913043478261,0.226086956521739
"1590","P459217","Q000039",86,0.788990825688073,0.211009174311927
"1800","Q000039","P459217",86,0.788990825688073,0.211009174311927
"1504","P447996","Q000039",85,0.518292682926829,0.481707317073171
"1798","Q000039","P447996",85,0.518292682926829,0.481707317073171
"681","P271301","P459216",84,0.651162790697674,0.348837209302326
"1521","P459216","P271301",84,0.651162790697674,0.348837209302326
"1629","P459218","P459218",84,1,0
"680","P271301","P447996",83,0.50609756097561,0.49390243902439
"796","P271911","P273880",83,0.251515151515152,0.748484848484849
"922","P273880","P271911",83,0.251515151515152,0.748484848484849
"1478","P447996","P271301",83,0.50609756097561,0.49390243902439
"617","P253866","P253866",81,1,0
"663","P271301","P271771",81,0.771428571428571,0.228571428571429
"747","P271771","P271301",81,0.771428571428571,0.228571428571429
"133","P235262","P235262",80,1,0
"194","P247864","P273880",76,0.281481481481481,0.718518518518519
"908","P273880","P247864",76,0.281481481481481,0.718518518518519
"682","P271301","P459217",75,0.688073394495413,0.311926605504587
"1564","P459217","P271301",75,0.688073394495413,0.311926605504587
"1025","P332934","P459216",74,0.573643410852713,0.426356589147287
"1529","P459216","P332934",74,0.573643410852713,0.426356589147287
"676","P271301","P429503",73,0.634782608695652,0.365217391304348
"1306","P429503","P271301",73,0.634782608695652,0.365217391304348
"1203","P370399","Q000039",71,0.739583333333333,0.260416666666667
"1791","Q000039","P370399",71,0.739583333333333,0.260416666666667
