"","doc1","doc2","num_shared_entries","similarity","distance"
"1805","Q000039","Q000039",674,1,0
"925","P273880","P273880",478,1,0
"1761","Q000001","Q000001",443,1,0
"793","P271911","P271911",357,1,0
"661","P271301","P271301",330,1,0
"1233","P388265","P388265",312,1,0
"177","P247864","P247864",243,1,0
"945","P273880","Q000039",242,0.506276150627615,0.493723849372385
"1785","Q000039","P273880",242,0.506276150627615,0.493723849372385
"397","P250736","P250736",232,1,0
"1013","P332934","P332934",232,1,0
"1246","P388265","Q000039",191,0.612179487179487,0.387820512820513
"1792","Q000039","P388265",191,0.612179487179487,0.387820512820513
"687","P271301","Q000039",181,0.548484848484848,0.451515151515152
"1779","Q000039","P271301",181,0.548484848484848,0.451515151515152
"214","P247864","Q000039",143,0.588477366255144,0.411522633744856
"816","P271911","Q000039",143,0.400560224089636,0.599439775910364
"1768","Q000039","P247864",143,0.588477366255144,0.411522633744856
"1782","Q000039","P271911",143,0.400560224089636,0.599439775910364
"1497","P447996","P447996",138,1,0
"932","P273880","P388265",124,0.397435897435897,0.602564102564103
"1226","P388265","P273880",124,0.397435897435897,0.602564102564103
"1145","P347814","P347814",121,1,0
"1101","P346714","P346714",118,1,0
"669","P271301","P332934",115,0.495689655172414,0.504310344827586
"1005","P332934","P271301",115,0.495689655172414,0.504310344827586
"1189","P370399","P370399",112,1,0
"1321","P429503","P429503",105,1,0
"1541","P459216","P459216",100,1,0
"194","P247864","P273880",94,0.386831275720165,0.613168724279835
"796","P271911","P273880",94,0.263305322128852,0.736694677871149
"908","P273880","P247864",94,0.386831275720165,0.613168724279835
"922","P273880","P271911",94,0.263305322128852,0.736694677871149
"617","P253866","P253866",93,1,0
"1031","P332934","Q000039",92,0.396551724137931,0.603448275862069
"1787","Q000039","P332934",92,0.396551724137931,0.603448275862069
"1160","P347814","Q000039",91,0.752066115702479,0.247933884297521
"1790","Q000039","P347814",91,0.752066115702479,0.247933884297521
"201","P247864","P388265",90,0.37037037037037,0.62962962962963
"1209","P388265","P247864",90,0.37037037037037,0.62962962962963
"674","P271301","P388265",89,0.28525641025641,0.71474358974359
"1220","P388265","P271301",89,0.28525641025641,0.71474358974359
"1585","P459217","P459217",89,1,0
"1629","P459218","P459218",84,1,0
"1020","P332934","P429503",80,0.761904761904762,0.238095238095238
"1203","P370399","Q000039",80,0.714285714285714,0.285714285714286
"1314","P429503","P332934",80,0.761904761904762,0.238095238095238
"1791","Q000039","P370399",80,0.714285714285714,0.285714285714286
"749","P271771","P271771",79,1,0
"667","P271301","P273880",78,0.236363636363636,0.763636363636364
"919","P273880","P271301",78,0.236363636363636,0.763636363636364
"309","P250364","P250364",75,1,0
"1453","P437074","P437074",75,1,0
"1633","P459218","Q000039",74,0.880952380952381,0.119047619047619
"1801","Q000039","P459218",74,0.880952380952381,0.119047619047619
"1547","P459216","Q000039",72,0.72,0.28
"1590","P459217","Q000039",72,0.808988764044944,0.191011235955056
"1799","Q000039","P459216",72,0.72,0.28
"1800","Q000039","P459217",72,0.808988764044944,0.191011235955056
"803","P271911","P388265",71,0.227564102564103,0.772435897435897
"1117","P346714","Q000039",71,0.601694915254237,0.398305084745763
"1223","P388265","P271911",71,0.227564102564103,0.772435897435897
"1789","Q000039","P346714",71,0.601694915254237,0.398305084745763
"133","P235262","P235262",70,1,0
"644","P253866","Q000039",70,0.752688172043011,0.247311827956989
"1778","Q000039","P253866",70,0.752688172043011,0.247311827956989
"1504","P447996","Q000039",68,0.492753623188406,0.507246376811594
"1798","Q000039","P447996",68,0.492753623188406,0.507246376811594
"680","P271301","P447996",67,0.485507246376812,0.514492753623188
"1478","P447996","P271301",67,0.485507246376812,0.514492753623188
