"","doc1","doc2","num_shared_entries","similarity","distance"
"1805","Q000039","Q000039",659,1,0
"925","P273880","P273880",504,1,0
"1761","Q000001","Q000001",445,1,0
"661","P271301","P271301",370,1,0
"793","P271911","P271911",341,1,0
"1233","P388265","P388265",334,1,0
"177","P247864","P247864",277,1,0
"1013","P332934","P332934",273,1,0
"945","P273880","Q000039",267,0.529761904761905,0.470238095238095
"1785","Q000039","P273880",267,0.529761904761905,0.470238095238095
"1246","P388265","Q000039",215,0.643712574850299,0.356287425149701
"1792","Q000039","P388265",215,0.643712574850299,0.356287425149701
"397","P250736","P250736",211,1,0
"687","P271301","Q000039",211,0.57027027027027,0.42972972972973
"1779","Q000039","P271301",211,0.57027027027027,0.42972972972973
"214","P247864","Q000039",159,0.574007220216607,0.425992779783393
"1768","Q000039","P247864",159,0.574007220216607,0.425992779783393
"1497","P447996","P447996",157,1,0
"932","P273880","P388265",141,0.422155688622754,0.577844311377246
"1226","P388265","P273880",141,0.422155688622754,0.577844311377246
"1145","P347814","P347814",133,1,0
"816","P271911","Q000039",132,0.387096774193548,0.612903225806452
"1782","Q000039","P271911",132,0.387096774193548,0.612903225806452
"669","P271301","P332934",131,0.47985347985348,0.52014652014652
"1005","P332934","P271301",131,0.47985347985348,0.52014652014652
"1031","P332934","Q000039",112,0.41025641025641,0.58974358974359
"1541","P459216","P459216",112,1,0
"1787","Q000039","P332934",112,0.41025641025641,0.58974358974359
"1321","P429503","P429503",110,1,0
"667","P271301","P273880",108,0.291891891891892,0.708108108108108
"919","P273880","P271301",108,0.291891891891892,0.708108108108108
"674","P271301","P388265",107,0.320359281437126,0.679640718562874
"1220","P388265","P271301",107,0.320359281437126,0.679640718562874
"1189","P370399","P370399",106,1,0
"1101","P346714","P346714",105,1,0
"749","P271771","P271771",102,1,0
"201","P247864","P388265",100,0.36101083032491,0.63898916967509
"1209","P388265","P247864",100,0.36101083032491,0.63898916967509
"796","P271911","P273880",98,0.287390029325513,0.712609970674487
"922","P273880","P271911",98,0.287390029325513,0.712609970674487
"1585","P459217","P459217",96,1,0
"194","P247864","P273880",93,0.335740072202166,0.664259927797834
"908","P273880","P247864",93,0.335740072202166,0.664259927797834
"1160","P347814","Q000039",91,0.684210526315789,0.315789473684211
"1790","Q000039","P347814",91,0.684210526315789,0.315789473684211
"1547","P459216","Q000039",86,0.767857142857143,0.232142857142857
"1799","Q000039","P459216",86,0.767857142857143,0.232142857142857
"617","P253866","P253866",85,1,0
"1504","P447996","Q000039",85,0.54140127388535,0.45859872611465
"1798","Q000039","P447996",85,0.54140127388535,0.45859872611465
"1453","P437074","P437074",84,1,0
"133","P235262","P235262",83,1,0
"1020","P332934","P429503",83,0.754545454545455,0.245454545454545
"1314","P429503","P332934",83,0.754545454545455,0.245454545454545
"1590","P459217","Q000039",83,0.864583333333333,0.135416666666667
"1800","Q000039","P459217",83,0.864583333333333,0.135416666666667
"1203","P370399","Q000039",81,0.764150943396226,0.235849056603774
"1791","Q000039","P370399",81,0.764150943396226,0.235849056603774
"188","P247864","P271301",77,0.277978339350181,0.72202166064982
"650","P271301","P247864",77,0.277978339350181,0.72202166064982
"680","P271301","P447996",75,0.477707006369427,0.522292993630573
"1478","P447996","P271301",75,0.477707006369427,0.522292993630573
"1629","P459218","P459218",73,1,0
"663","P271301","P271771",72,0.705882352941177,0.294117647058823
"747","P271771","P271301",72,0.705882352941177,0.294117647058823
"676","P271301","P429503",71,0.645454545454546,0.354545454545454
"1306","P429503","P271301",71,0.645454545454546,0.354545454545454
"681","P271301","P459216",68,0.607142857142857,0.392857142857143
"1521","P459216","P271301",68,0.607142857142857,0.392857142857143
"801","P271911","P347814",66,0.496240601503759,0.503759398496241
"1137","P347814","P271911",66,0.496240601503759,0.503759398496241
"1332","P429503","Q000039",66,0.6,0.4
"1794","Q000039","P429503",66,0.6,0.4
"930","P273880","P347814",63,0.473684210526316,0.526315789473684
"1018","P332934","P388265",63,0.230769230769231,0.769230769230769
"1140","P347814","P273880",63,0.473684210526316,0.526315789473684
"1228","P388265","P332934",63,0.230769230769231,0.769230769230769
"682","P271301","P459217",62,0.645833333333333,0.354166666666667
"1564","P459217","P271301",62,0.645833333333333,0.354166666666667
"196","P247864","P332934",61,0.223443223443223,0.776556776556777
"994","P332934","P247864",61,0.223443223443223,0.776556776556777
"1240","P388265","P459216",61,0.544642857142857,0.455357142857143
"1534","P459216","P388265",61,0.544642857142857,0.455357142857143
"644","P253866","Q000039",60,0.705882352941177,0.294117647058823
"1025","P332934","P459216",60,0.535714285714286,0.464285714285714
"1117","P346714","Q000039",60,0.571428571428571,0.428571428571429
"1529","P459216","P332934",60,0.535714285714286,0.464285714285714
"1778","Q000039","P253866",60,0.705882352941177,0.294117647058823
"1789","Q000039","P346714",60,0.571428571428571,0.428571428571429
"927","P273880","P332934",56,0.205128205128205,0.794871794871795
"1011","P332934","P273880",56,0.205128205128205,0.794871794871795
"1633","P459218","Q000039",56,0.767123287671233,0.232876712328767
