"","doc1","doc2","num_shared_entries","similarity","distance"
"1805","Q000039","Q000039",672,1,0
"925","P273880","P273880",486,1,0
"1761","Q000001","Q000001",462,1,0
"793","P271911","P271911",361,1,0
"661","P271301","P271301",349,1,0
"1233","P388265","P388265",330,1,0
"945","P273880","Q000039",270,0.555555555555556,0.444444444444444
"1785","Q000039","P273880",270,0.555555555555556,0.444444444444444
"177","P247864","P247864",259,1,0
"1013","P332934","P332934",243,1,0
"397","P250736","P250736",241,1,0
"687","P271301","Q000039",218,0.624641833810888,0.375358166189112
"1779","Q000039","P271301",218,0.624641833810888,0.375358166189112
"1246","P388265","Q000039",203,0.615151515151515,0.384848484848485
"1792","Q000039","P388265",203,0.615151515151515,0.384848484848485
"214","P247864","Q000039",162,0.625482625482625,0.374517374517375
"1768","Q000039","P247864",162,0.625482625482625,0.374517374517375
"1497","P447996","P447996",158,1,0
"816","P271911","Q000039",152,0.421052631578947,0.578947368421053
"1782","Q000039","P271911",152,0.421052631578947,0.578947368421053
"669","P271301","P332934",129,0.530864197530864,0.469135802469136
"1005","P332934","P271301",129,0.530864197530864,0.469135802469136
"1101","P346714","P346714",125,1,0
"932","P273880","P388265",121,0.366666666666667,0.633333333333333
"1226","P388265","P273880",121,0.366666666666667,0.633333333333333
"667","P271301","P273880",119,0.340974212034384,0.659025787965616
"919","P273880","P271301",119,0.340974212034384,0.659025787965616
"1189","P370399","P370399",118,1,0
"1145","P347814","P347814",117,1,0
"1541","P459216","P459216",113,1,0
"1321","P429503","P429503",112,1,0
"796","P271911","P273880",109,0.301939058171745,0.698060941828255
"922","P273880","P271911",109,0.301939058171745,0.698060941828255
"1031","P332934","Q000039",105,0.432098765432099,0.567901234567901
"1787","Q000039","P332934",105,0.432098765432099,0.567901234567901
"674","P271301","P388265",103,0.312121212121212,0.687878787878788
"1220","P388265","P271301",103,0.312121212121212,0.687878787878788
"201","P247864","P388265",101,0.38996138996139,0.61003861003861
"1209","P388265","P247864",101,0.38996138996139,0.61003861003861
"1585","P459217","P459217",99,1,0
"749","P271771","P271771",95,1,0
"1629","P459218","P459218",95,1,0
"1203","P370399","Q000039",91,0.771186440677966,0.228813559322034
"1791","Q000039","P370399",91,0.771186440677966,0.228813559322034
"680","P271301","P447996",85,0.537974683544304,0.462025316455696
"1478","P447996","P271301",85,0.537974683544304,0.462025316455696
"1504","P447996","Q000039",84,0.531645569620253,0.468354430379747
"1798","Q000039","P447996",84,0.531645569620253,0.468354430379747
"1453","P437074","P437074",83,1,0
"188","P247864","P271301",82,0.316602316602317,0.683397683397683
"650","P271301","P247864",82,0.316602316602317,0.683397683397683
"1547","P459216","Q000039",81,0.716814159292035,0.283185840707965
"1799","Q000039","P459216",81,0.716814159292035,0.283185840707965
"194","P247864","P273880",80,0.308880308880309,0.691119691119691
"908","P273880","P247864",80,0.308880308880309,0.691119691119691
"1633","P459218","Q000039",78,0.821052631578947,0.178947368421053
"1801","Q000039","P459218",78,0.821052631578947,0.178947368421053
"1020","P332934","P429503",77,0.6875,0.3125
"1160","P347814","Q000039",77,0.658119658119658,0.341880341880342
"1314","P429503","P332934",77,0.6875,0.3125
"1790","Q000039","P347814",77,0.658119658119658,0.341880341880342
"1117","P346714","Q000039",76,0.608,0.392
"1789","Q000039","P346714",76,0.608,0.392
"133","P235262","P235262",75,1,0
"617","P253866","P253866",73,1,0
"1590","P459217","Q000039",73,0.737373737373737,0.262626262626263
"1800","Q000039","P459217",73,0.737373737373737,0.262626262626263
"663","P271301","P271771",72,0.757894736842105,0.242105263157895
"747","P271771","P271301",72,0.757894736842105,0.242105263157895
"801","P271911","P347814",71,0.606837606837607,0.393162393162393
"1137","P347814","P271911",71,0.606837606837607,0.393162393162393
