"","doc1","doc2","num_shared_entries","similarity","distance"
"1805","Q000039","Q000039",678,1,0
"925","P273880","P273880",475,1,0
"1761","Q000001","Q000001",446,1,0
"793","P271911","P271911",390,1,0
"661","P271301","P271301",364,1,0
"1233","P388265","P388265",298,1,0
"945","P273880","Q000039",258,0.543157894736842,0.456842105263158
"1785","Q000039","P273880",258,0.543157894736842,0.456842105263158
"177","P247864","P247864",245,1,0
"1013","P332934","P332934",235,1,0
"687","P271301","Q000039",220,0.604395604395604,0.395604395604396
"1779","Q000039","P271301",220,0.604395604395604,0.395604395604396
"397","P250736","P250736",218,1,0
"1246","P388265","Q000039",180,0.604026845637584,0.395973154362416
"1792","Q000039","P388265",180,0.604026845637584,0.395973154362416
"1497","P447996","P447996",167,1,0
"214","P247864","Q000039",155,0.63265306122449,0.36734693877551
"1768","Q000039","P247864",155,0.63265306122449,0.36734693877551
"816","P271911","Q000039",145,0.371794871794872,0.628205128205128
"1782","Q000039","P271911",145,0.371794871794872,0.628205128205128
"1145","P347814","P347814",129,1,0
"1101","P346714","P346714",125,1,0
"669","P271301","P332934",122,0.519148936170213,0.480851063829787
"1005","P332934","P271301",122,0.519148936170213,0.480851063829787
"1541","P459216","P459216",115,1,0
"796","P271911","P273880",111,0.284615384615385,0.715384615384615
"922","P273880","P271911",111,0.284615384615385,0.715384615384615
"932","P273880","P388265",105,0.352348993288591,0.647651006711409
"1226","P388265","P273880",105,0.352348993288591,0.647651006711409
"1031","P332934","Q000039",100,0.425531914893617,0.574468085106383
"1321","P429503","P429503",100,1,0
"1787","Q000039","P332934",100,0.425531914893617,0.574468085106383
"667","P271301","P273880",99,0.271978021978022,0.728021978021978
"674","P271301","P388265",99,0.332214765100671,0.667785234899329
"919","P273880","P271301",99,0.271978021978022,0.728021978021978
"1189","P370399","P370399",99,1,0
"1220","P388265","P271301",99,0.332214765100671,0.667785234899329
"680","P271301","P447996",90,0.538922155688623,0.461077844311377
"749","P271771","P271771",90,1,0
"1478","P447996","P271301",90,0.538922155688623,0.461077844311377
"1585","P459217","P459217",88,1,0
"1547","P459216","Q000039",87,0.756521739130435,0.243478260869565
"1629","P459218","P459218",87,1,0
"1799","Q000039","P459216",87,0.756521739130435,0.243478260869565
"1160","P347814","Q000039",86,0.666666666666667,0.333333333333333
"1790","Q000039","P347814",86,0.666666666666667,0.333333333333333
"188","P247864","P271301",83,0.338775510204082,0.661224489795918
"201","P247864","P388265",83,0.338775510204082,0.661224489795918
"650","P271301","P247864",83,0.338775510204082,0.661224489795918
"1209","P388265","P247864",83,0.338775510204082,0.661224489795918
"194","P247864","P273880",81,0.330612244897959,0.669387755102041
"908","P273880","P247864",81,0.330612244897959,0.669387755102041
"617","P253866","P253866",79,1,0
"1020","P332934","P429503",79,0.79,0.21
"1314","P429503","P332934",79,0.79,0.21
"1504","P447996","Q000039",78,0.467065868263473,0.532934131736527
"1798","Q000039","P447996",78,0.467065868263473,0.532934131736527
"801","P271911","P347814",76,0.589147286821705,0.410852713178295
"1137","P347814","P271911",76,0.589147286821705,0.410852713178295
"133","P235262","P235262",73,1,0
"309","P250364","P250364",73,1,0
"930","P273880","P347814",70,0.542635658914729,0.457364341085271
"1140","P347814","P273880",70,0.542635658914729,0.457364341085271
"1590","P459217","Q000039",70,0.795454545454545,0.204545454545455
"1800","Q000039","P459217",70,0.795454545454545,0.204545454545455
"681","P271301","P459216",69,0.6,0.4
"1521","P459216","P271301",69,0.6,0.4
"663","P271301","P271771",67,0.744444444444444,0.255555555555556
"747","P271771","P271301",67,0.744444444444444,0.255555555555556
"1203","P370399","Q000039",67,0.676767676767677,0.323232323232323
"1791","Q000039","P370399",67,0.676767676767677,0.323232323232323
"1453","P437074","P437074",66,1,0
"1117","P346714","Q000039",64,0.512,0.488
"1633","P459218","Q000039",64,0.735632183908046,0.264367816091954
"1789","Q000039","P346714",64,0.512,0.488
"1801","Q000039","P459218",64,0.735632183908046,0.264367816091954
"644","P253866","Q000039",60,0.759493670886076,0.240506329113924
"1024","P332934","P447996",60,0.359281437125749,0.640718562874252
"1486","P447996","P332934",60,0.359281437125749,0.640718562874252
"1778","Q000039","P253866",60,0.759493670886076,0.240506329113924
"800","P271911","P346714",59,0.472,0.528
"1025","P332934","P459216",59,0.51304347826087,0.48695652173913
"1094","P346714","P271911",59,0.472,0.528
"1529","P459216","P332934",59,0.51304347826087,0.48695652173913
"682","P271301","P459217",58,0.659090909090909,0.340909090909091
"1018","P332934","P388265",58,0.246808510638298,0.753191489361702
"1228","P388265","P332934",58,0.246808510638298,0.753191489361702
"1564","P459217","P271301",58,0.659090909090909,0.340909090909091
"676","P271301","P429503",55,0.55,0.45
"1306","P429503","P271301",55,0.55,0.45
"755","P271771","P332934",52,0.577777777777778,0.422222222222222
"773","P271771","Q000039",52,0.577777777777778,0.422222222222222
"1007","P332934","P271771",52,0.577777777777778,0.422222222222222
"1026","P332934","P459217",52,0.590909090909091,0.409090909090909
"1572","P459217","P332934",52,0.590909090909091,0.409090909090909
"1781","Q000039","P271771",52,0.577777777777778,0.422222222222222
"803","P271911","P388265",51,0.171140939597315,0.828859060402685
"812","P271911","P459218",51,0.586206896551724,0.413793103448276
"941","P273880","P459218",51,0.586206896551724,0.413793103448276
"1223","P388265","P271911",51,0.171140939597315,0.828859060402685
"1610","P459218","P271911",51,0.586206896551724,0.413793103448276
"1613","P459218","P273880",51,0.586206896551724,0.413793103448276
"171","P235262","Q000039",47,0.643835616438356,0.356164383561644
"196","P247864","P332934",47,0.2,0.8
"343","P250364","Q000039",47,0.643835616438356,0.356164383561644
"994","P332934","P247864",47,0.2,0.8
"1332","P429503","Q000039",47,0.47,0.53
"1499","P447996","P459217",47,0.534090909090909,0.465909090909091
"1583","P459217","P447996",47,0.534090909090909,0.465909090909091
"1767","Q000039","P235262",47,0.643835616438356,0.356164383561644
"1771","Q000039","P250364",47,0.643835616438356,0.356164383561644
"1794","Q000039","P429503",47,0.47,0.53
"929","P273880","P346714",44,0.352,0.648
"1097","P346714","P273880",44,0.352,0.648
"1542","P459216","P459217",44,0.5,0.5
"1584","P459217","P459216",44,0.5,0.5
"191","P247864","P271911",43,0.175510204081633,0.824489795918367
"624","P253866","P273880",43,0.544303797468354,0.455696202531646
"760","P271771","P388265",43,0.477777777777778,0.522222222222222
"779","P271911","P247864",43,0.175510204081633,0.824489795918367
"918","P273880","P253866",43,0.544303797468354,0.455696202531646
"931","P273880","P370399",43,0.434343434343434,0.565656565656566
"1104","P346714","P388265",43,0.344,0.656
"1183","P370399","P273880",43,0.434343434343434,0.565656565656566
"1222","P388265","P271771",43,0.477777777777778,0.522222222222222
"1230","P388265","P346714",43,0.344,0.656
"938","P273880","P447996",42,0.251497005988024,0.748502994011976
"1240","P388265","P459216",42,0.365217391304348,0.634782608695652
"1484","P447996","P273880",42,0.251497005988024,0.748502994011976
"1534","P459216","P388265",42,0.365217391304348,0.634782608695652
"208","P247864","P459216",41,0.356521739130435,0.643478260869565
"673","P271301","P370399",41,0.414141414141414,0.585858585858586
"1147","P347814","P388265",41,0.317829457364341,0.682170542635659
"1177","P370399","P271301",41,0.414141414141414,0.585858585858586
"1231","P388265","P347814",41,0.317829457364341,0.682170542635659
"1510","P459216","P247864",41,0.356521739130435,0.643478260869565
"1239","P388265","P447996",40,0.239520958083832,0.760479041916168
"1491","P447996","P388265",40,0.239520958083832,0.760479041916168
"198","P247864","P346714",39,0.312,0.688
"939","P273880","P459216",39,0.339130434782609,0.660869565217391
"1080","P346714","P247864",39,0.312,0.688
"1527","P459216","P273880",39,0.339130434782609,0.660869565217391
"145","P235262","P271301",38,0.520547945205479,0.479452054794521
"649","P271301","P235262",38,0.520547945205479,0.479452054794521
"705","P271320","P271320",38,1,0
"1241","P388265","P459217",38,0.431818181818182,0.568181818181818
"1577","P459217","P388265",38,0.431818181818182,0.568181818181818
"529","P253238","P253238",37,1,0
"441","P253228","P253228",36,1,0
"485","P253233","P253233",36,1,0
"1461","P437074","Q000039",36,0.545454545454545,0.454545454545455
"1797","Q000039","P437074",36,0.545454545454545,0.454545454545455
"165","P235262","P459216",35,0.479452054794521,0.52054794520548
"927","P273880","P332934",35,0.148936170212766,0.851063829787234
"1011","P332934","P273880",35,0.148936170212766,0.851063829787234
"1509","P459216","P235262",35,0.479452054794521,0.52054794520548
"1498","P447996","P459216",34,0.295652173913043,0.704347826086956
"1540","P459216","P447996",34,0.295652173913043,0.704347826086956
"151","P235262","P273880",33,0.452054794520548,0.547945205479452
"207","P247864","P447996",33,0.197604790419162,0.802395209580838
"209","P247864","P459217",33,0.375,0.625
"558","P253238","Q000039",33,0.891891891891892,0.108108108108108
"679","P271301","P437074",33,0.5,0.5
"907","P273880","P235262",33,0.452054794520548,0.547945205479452
"1435","P437074","P271301",33,0.5,0.5
"1467","P447996","P247864",33,0.197604790419162,0.802395209580838
