"","doc1","doc2","num_shared_entries","similarity","distance"
"1805","Q000039","Q000039",708,1,0
"925","P273880","P273880",488,1,0
"1761","Q000001","Q000001",439,1,0
"661","P271301","P271301",345,1,0
"793","P271911","P271911",345,1,0
"1233","P388265","P388265",297,1,0
"945","P273880","Q000039",276,0.565573770491803,0.434426229508197
"1785","Q000039","P273880",276,0.565573770491803,0.434426229508197
"177","P247864","P247864",263,1,0
"1013","P332934","P332934",261,1,0
"397","P250736","P250736",242,1,0
"687","P271301","Q000039",208,0.602898550724638,0.397101449275362
"1779","Q000039","P271301",208,0.602898550724638,0.397101449275362
"1246","P388265","Q000039",187,0.62962962962963,0.37037037037037
"1792","Q000039","P388265",187,0.62962962962963,0.37037037037037
"1497","P447996","P447996",166,1,0
"816","P271911","Q000039",157,0.455072463768116,0.544927536231884
"1782","Q000039","P271911",157,0.455072463768116,0.544927536231884
"214","P247864","Q000039",154,0.585551330798479,0.414448669201521
"1768","Q000039","P247864",154,0.585551330798479,0.414448669201521
"669","P271301","P332934",133,0.509578544061303,0.490421455938697
"1005","P332934","P271301",133,0.509578544061303,0.490421455938697
"1145","P347814","P347814",118,1,0
"1541","P459216","P459216",117,1,0
"1101","P346714","P346714",116,1,0
"1031","P332934","Q000039",115,0.440613026819923,0.559386973180077
"1787","Q000039","P332934",115,0.440613026819923,0.559386973180077
"932","P273880","P388265",112,0.377104377104377,0.622895622895623
"1226","P388265","P273880",112,0.377104377104377,0.622895622895623
"1585","P459217","P459217",112,1,0
"1189","P370399","P370399",105,1,0
"749","P271771","P271771",102,1,0
"1321","P429503","P429503",102,1,0
"667","P271301","P273880",97,0.281159420289855,0.718840579710145
"919","P273880","P271301",97,0.281159420289855,0.718840579710145
"796","P271911","P273880",96,0.278260869565217,0.721739130434783
"922","P273880","P271911",96,0.278260869565217,0.721739130434783
"674","P271301","P388265",90,0.303030303030303,0.696969696969697
"1220","P388265","P271301",90,0.303030303030303,0.696969696969697
"1160","P347814","Q000039",87,0.73728813559322,0.26271186440678
"1790","Q000039","P347814",87,0.73728813559322,0.26271186440678
"1590","P459217","Q000039",86,0.767857142857143,0.232142857142857
"1800","Q000039","P459217",86,0.767857142857143,0.232142857142857
"309","P250364","P250364",85,1,0
"201","P247864","P388265",84,0.319391634980989,0.680608365019011
"1020","P332934","P429503",84,0.823529411764706,0.176470588235294
"1209","P388265","P247864",84,0.319391634980989,0.680608365019011
"1314","P429503","P332934",84,0.823529411764706,0.176470588235294
"682","P271301","P459217",82,0.732142857142857,0.267857142857143
"1564","P459217","P271301",82,0.732142857142857,0.267857142857143
"133","P235262","P235262",80,1,0
"680","P271301","P447996",80,0.481927710843373,0.518072289156627
"1478","P447996","P271301",80,0.481927710843373,0.518072289156627
"1504","P447996","Q000039",79,0.475903614457831,0.524096385542169
"1798","Q000039","P447996",79,0.475903614457831,0.524096385542169
"1203","P370399","Q000039",78,0.742857142857143,0.257142857142857
"1791","Q000039","P370399",78,0.742857142857143,0.257142857142857
"681","P271301","P459216",77,0.658119658119658,0.341880341880342
"1521","P459216","P271301",77,0.658119658119658,0.341880341880342
"1547","P459216","Q000039",77,0.658119658119658,0.341880341880342
"1799","Q000039","P459216",77,0.658119658119658,0.341880341880342
"663","P271301","P271771",75,0.735294117647059,0.264705882352941
"747","P271771","P271301",75,0.735294117647059,0.264705882352941
"194","P247864","P273880",74,0.281368821292776,0.718631178707224
"908","P273880","P247864",74,0.281368821292776,0.718631178707224
"188","P247864","P271301",72,0.273764258555133,0.726235741444867
"650","P271301","P247864",72,0.273764258555133,0.726235741444867
"1117","P346714","Q000039",72,0.620689655172414,0.379310344827586
"1789","Q000039","P346714",72,0.620689655172414,0.379310344827586
"1629","P459218","P459218",71,1,0
"1025","P332934","P459216",70,0.598290598290598,0.401709401709402
"1529","P459216","P332934",70,0.598290598290598,0.401709401709402
"617","P253866","P253866",69,1,0
"1026","P332934","P459217",69,0.616071428571429,0.383928571428571
"1572","P459217","P332934",69,0.616071428571429,0.383928571428571
"1453","P437074","P437074",65,1,0
"1018","P332934","P388265",63,0.241379310344828,0.758620689655172
"1228","P388265","P332934",63,0.241379310344828,0.758620689655172
"1332","P429503","Q000039",61,0.598039215686274,0.401960784313726
"1794","Q000039","P429503",61,0.598039215686274,0.401960784313726
"676","P271301","P429503",60,0.588235294117647,0.411764705882353
"1306","P429503","P271301",60,0.588235294117647,0.411764705882353
"1542","P459216","P459217",60,0.535714285714286,0.464285714285714
"1584","P459217","P459216",60,0.535714285714286,0.464285714285714
"1024","P332934","P447996",59,0.355421686746988,0.644578313253012
"1486","P447996","P332934",59,0.355421686746988,0.644578313253012
"931","P273880","P370399",56,0.533333333333333,0.466666666666667
"1183","P370399","P273880",56,0.533333333333333,0.466666666666667
"1499","P447996","P459217",56,0.5,0.5
"1583","P459217","P447996",56,0.5,0.5
"1633","P459218","Q000039",56,0.788732394366197,0.211267605633803
"1801","Q000039","P459218",56,0.788732394366197,0.211267605633803
"485","P253233","P253233",53,1,0
"800","P271911","P346714",53,0.456896551724138,0.543103448275862
"801","P271911","P347814",53,0.449152542372881,0.550847457627119
"1094","P346714","P271911",53,0.456896551724138,0.543103448275862
"1137","P347814","P271911",53,0.449152542372881,0.550847457627119
"196","P247864","P332934",52,0.199233716475096,0.800766283524904
"994","P332934","P247864",52,0.199233716475096,0.800766283524904
"803","P271911","P388265",51,0.171717171717172,0.828282828282828
"930","P273880","P347814",51,0.432203389830508,0.567796610169492
"1140","P347814","P273880",51,0.432203389830508,0.567796610169492
"1223","P388265","P271911",51,0.171717171717172,0.828282828282828
"343","P250364","Q000039",50,0.588235294117647,0.411764705882353
"644","P253866","Q000039",50,0.72463768115942,0.27536231884058
"1771","Q000039","P250364",50,0.588235294117647,0.411764705882353
"1778","Q000039","P253866",50,0.72463768115942,0.27536231884058
"927","P273880","P332934",49,0.187739463601533,0.812260536398467
"1011","P332934","P273880",49,0.187739463601533,0.812260536398467
"1241","P388265","P459217",49,0.4375,0.5625
"1577","P459217","P388265",49,0.4375,0.5625
"773","P271771","Q000039",47,0.46078431372549,0.53921568627451
"1781","Q000039","P271771",47,0.46078431372549,0.53921568627451
"938","P273880","P447996",46,0.27710843373494,0.72289156626506
"1240","P388265","P459216",46,0.393162393162393,0.606837606837607
"1484","P447996","P273880",46,0.27710843373494,0.72289156626506
"1534","P459216","P388265",46,0.393162393162393,0.606837606837607
"755","P271771","P332934",45,0.441176470588235,0.558823529411765
"1007","P332934","P271771",45,0.441176470588235,0.558823529411765
"1239","P388265","P447996",45,0.271084337349398,0.728915662650602
"1491","P447996","P388265",45,0.271084337349398,0.728915662650602
"208","P247864","P459216",44,0.376068376068376,0.623931623931624
"441","P253228","P253228",44,1,0
"812","P271911","P459218",44,0.619718309859155,0.380281690140845
"1510","P459216","P247864",44,0.376068376068376,0.623931623931624
"1610","P459218","P271911",44,0.619718309859155,0.380281690140845
"200","P247864","P370399",43,0.40952380952381,0.59047619047619
"1166","P370399","P247864",43,0.40952380952381,0.59047619047619
"145","P235262","P271301",42,0.525,0.475
"165","P235262","P459216",42,0.525,0.475
"649","P271301","P235262",42,0.525,0.475
"1509","P459216","P235262",42,0.525,0.475
"191","P247864","P271911",41,0.155893536121673,0.844106463878327
"779","P271911","P247864",41,0.155893536121673,0.844106463878327
"171","P235262","Q000039",39,0.4875,0.5125
"1461","P437074","Q000039",39,0.6,0.4
"1498","P447996","P459216",39,0.333333333333333,0.666666666666667
"1540","P459216","P447996",39,0.333333333333333,0.666666666666667
"1767","Q000039","P235262",39,0.4875,0.5125
"1797","Q000039","P437074",39,0.6,0.4
"209","P247864","P459217",38,0.339285714285714,0.660714285714286
"1553","P459217","P247864",38,0.339285714285714,0.660714285714286
"515","P253233","Q000039",37,0.69811320754717,0.30188679245283
"673","P271301","P370399",37,0.352380952380952,0.647619047619048
"705","P271320","P271320",37,1,0
"929","P273880","P346714",37,0.318965517241379,0.681034482758621
"1057","P332939","P332939",37,1,0
"1097","P346714","P273880",37,0.318965517241379,0.681034482758621
"1104","P346714","P388265",37,0.318965517241379,0.681034482758621
"1177","P370399","P271301",37,0.352380952380952,0.647619047619048
"1230","P388265","P346714",37,0.318965517241379,0.681034482758621
"1775","Q000039","P253233",37,0.69811320754717,0.30188679245283
"940","P273880","P459217",36,0.321428571428571,0.678571428571429
"1570","P459217","P273880",36,0.321428571428571,0.678571428571429
"198","P247864","P346714",35,0.301724137931034,0.698275862068966
"939","P273880","P459216",35,0.299145299145299,0.700854700854701
"1080","P346714","P247864",35,0.301724137931034,0.698275862068966
"1190","P370399","P388265",35,0.333333333333333,0.666666666666667
"1232","P388265","P370399",35,0.333333333333333,0.666666666666667
"1527","P459216","P273880",35,0.299145299145299,0.700854700854701
"502","P253233","P388265",34,0.641509433962264,0.358490566037736
"1216","P388265","P253233",34,0.641509433962264,0.358490566037736
"1235","P388265","P429503",34,0.333333333333333,0.666666666666667
"1319","P429503","P388265",34,0.333333333333333,0.666666666666667
"624","P253866","P273880",33,0.478260869565217,0.521739130434783
"679","P271301","P437074",33,0.507692307692308,0.492307692307692
"918","P273880","P253866",33,0.478260869565217,0.521739130434783
"941","P273880","P459218",33,0.464788732394366,0.535211267605634
"1147","P347814","P388265",33,0.279661016949153,0.720338983050848
"1231","P388265","P347814",33,0.279661016949153,0.720338983050848
"1435","P437074","P271301",33,0.507692307692308,0.492307692307692
"1613","P459218","P273880",33,0.464788732394366,0.535211267605634
"151","P235262","P273880",32,0.4,0.6
"907","P273880","P235262",32,0.4,0.6
"760","P271771","P388265",31,0.303921568627451,0.696078431372549
"1222","P388265","P271771",31,0.303921568627451,0.696078431372549
"1326","P429503","P459216",31,0.303921568627451,0.696078431372549
"1536","P459216","P429503",31,0.303921568627451,0.696078431372549
"207","P247864","P447996",30,0.180722891566265,0.819277108433735
"320","P250364","P271911",30,0.352941176470588,0.647058823529412
"442","P253228","P253233",30,0.681818181818182,0.318181818181818
"472","P253228","Q000039",30,0.681818181818182,0.318181818181818
"484","P253233","P253228",30,0.681818181818182,0.318181818181818
"782","P271911","P250364",30,0.352941176470588,0.647058823529412
"1467","P447996","P247864",30,0.180722891566265,0.819277108433735
"1774","Q000039","P253228",30,0.681818181818182,0.318181818181818
"497","P253233","P332934",29,0.547169811320755,0.452830188679245
"768","P271771","P459217",29,0.284313725490196,0.715686274509804
"934","P273880","P429503",29,0.284313725490196,0.715686274509804
"1001","P332934","P253233",29,0.547169811320755,0.452830188679245
"1312","P429503","P273880",29,0.284313725490196,0.715686274509804
"1566","P459217","P271771",29,0.284313725490196,0.715686274509804
"489","P253233","P271301",28,0.528301886792453,0.471698113207547
"529","P253238","P253238",28,1,0
"657","P271301","P253233",28,0.528301886792453,0.471698113207547
"134","P235262","P247864",27,0.3375,0.6625
"176","P247864","P235262",27,0.3375,0.6625
"199","P247864","P347814",27,0.228813559322034,0.771186440677966
"631","P253866","P388265",27,0.391304347826087,0.608695652173913
"1123","P347814","P247864",27,0.228813559322034,0.771186440677966
"1219","P388265","P253866",27,0.391304347826087,0.608695652173913
"153","P235262","P332934",26,0.325,0.675
"203","P247864","P429503",26,0.254901960784314,0.745098039215686
"558","P253238","Q000039",26,0.928571428571429,0.0714285714285714
"993","P332934","P235262",26,0.325,0.675
"1074","P332939","Q000039",26,0.702702702702703,0.297297297297297
"1295","P429503","P247864",26,0.254901960784314,0.745098039215686
"1325","P429503","P447996",26,0.254901960784314,0.745098039215686
"1327","P429503","P459217",26,0.254901960784314,0.745098039215686
"1493","P447996","P429503",26,0.254901960784314,0.745098039215686
"1579","P459217","P429503",26,0.254901960784314,0.745098039215686
"1776","Q000039","P253238",26,0.928571428571429,0.0714285714285714
"1788","Q000039","P332939",26,0.702702702702703,0.297297297297297
"190","P247864","P271771",25,0.245098039215686,0.754901960784314
"446","P253228","P271301",25,0.568181818181818,0.431818181818182
"510","P253233","P459217",25,0.471698113207547,0.528301886792453
"618","P253866","P271301",25,0.36231884057971,0.63768115942029
"656","P271301","P253228",25,0.568181818181818,0.431818181818182
"660","P271301","P253866",25,0.36231884057971,0.63768115942029
"670","P271301","P332939",25,0.675675675675676,0.324324324324324
"736","P271771","P247864",25,0.245098039215686,0.754901960784314
"1014","P332934","P332939",25,0.675675675675676,0.324324324324324
"1032","P332934","X100003",25,1,0
"1048","P332939","P271301",25,0.675675675675676,0.324324324324324
"1056","P332939","P332934",25,0.675675675675676,0.324324324324324
"1560","P459217","P253233",25,0.471698113207547,0.528301886792453
"1830","X100003","P332934",25,1,0
"1849","X100003","X100003",25,1,0
"323","P250364","P273880",24,0.282352941176471,0.717647058823529
"459","P253228","P388265",24,0.545454545454545,0.454545454545455
"467","P253228","P459217",24,0.545454545454545,0.454545454545455
"911","P273880","P250364",24,0.282352941176471,0.717647058823529
"969","P332930","P332930",24,1,0
"1215","P388265","P253228",24,0.545454545454545,0.454545454545455
"1559","P459217","P253228",24,0.545454545454545,0.454545454545455
"454","P253228","P332934",23,0.522727272727273,0.477272727272727
"551","P253238","P447996",23,0.821428571428571,0.178571428571429
"1000","P332934","P253228",23,0.522727272727273,0.477272727272727
"1063","P332939","P429503",23,0.621621621621622,0.378378378378378
"1315","P429503","P332939",23,0.621621621621622,0.378378378378378
"1475","P447996","P253238",23,0.821428571428571,0.178571428571429
