"","doc1","doc2","num_shared_entries","similarity","distance"
"1805","Q000039","Q000039",705,1,0
"1761","Q000001","Q000001",511,1,0
"925","P273880","P273880",437,1,0
"661","P271301","P271301",390,1,0
"793","P271911","P271911",374,1,0
"1233","P388265","P388265",317,1,0
"1013","P332934","P332934",259,1,0
"177","P247864","P247864",253,1,0
"945","P273880","Q000039",250,0.5720823798627,0.4279176201373
"1785","Q000039","P273880",250,0.5720823798627,0.4279176201373
"687","P271301","Q000039",237,0.607692307692308,0.392307692307692
"1779","Q000039","P271301",237,0.607692307692308,0.392307692307692
"1246","P388265","Q000039",225,0.709779179810726,0.290220820189274
"1792","Q000039","P388265",225,0.709779179810726,0.290220820189274
"397","P250736","P250736",195,1,0
"1497","P447996","P447996",167,1,0
"816","P271911","Q000039",149,0.398395721925134,0.601604278074866
"1782","Q000039","P271911",149,0.398395721925134,0.601604278074866
"214","P247864","Q000039",146,0.577075098814229,0.422924901185771
"1768","Q000039","P247864",146,0.577075098814229,0.422924901185771
"669","P271301","P332934",139,0.536679536679537,0.463320463320463
"1005","P332934","P271301",139,0.536679536679537,0.463320463320463
"1541","P459216","P459216",134,1,0
"674","P271301","P388265",128,0.403785488958991,0.59621451104101
"1220","P388265","P271301",128,0.403785488958991,0.59621451104101
"1145","P347814","P347814",118,1,0
"749","P271771","P271771",116,1,0
"1031","P332934","Q000039",116,0.447876447876448,0.552123552123552
"1321","P429503","P429503",116,1,0
"1787","Q000039","P332934",116,0.447876447876448,0.552123552123552
"1101","P346714","P346714",115,1,0
"932","P273880","P388265",113,0.356466876971609,0.643533123028391
"1226","P388265","P273880",113,0.356466876971609,0.643533123028391
"796","P271911","P273880",106,0.283422459893048,0.716577540106952
"922","P273880","P271911",106,0.283422459893048,0.716577540106952
"1189","P370399","P370399",105,1,0
"667","P271301","P273880",103,0.264102564102564,0.735897435897436
"919","P273880","P271301",103,0.264102564102564,0.735897435897436
"1585","P459217","P459217",103,1,0
"1547","P459216","Q000039",100,0.746268656716418,0.253731343283582
"1799","Q000039","P459216",100,0.746268656716418,0.253731343283582
"663","P271301","P271771",96,0.827586206896552,0.172413793103448
"747","P271771","P271301",96,0.827586206896552,0.172413793103448
"680","P271301","P447996",92,0.550898203592814,0.449101796407186
"1478","P447996","P271301",92,0.550898203592814,0.449101796407186
"201","P247864","P388265",91,0.359683794466403,0.640316205533597
"1209","P388265","P247864",91,0.359683794466403,0.640316205533597
"1160","P347814","Q000039",88,0.745762711864407,0.254237288135593
"1790","Q000039","P347814",88,0.745762711864407,0.254237288135593
"681","P271301","P459216",87,0.649253731343284,0.350746268656716
"1521","P459216","P271301",87,0.649253731343284,0.350746268656716
"617","P253866","P253866",86,1,0
"1203","P370399","Q000039",85,0.80952380952381,0.19047619047619
"1791","Q000039","P370399",85,0.80952380952381,0.19047619047619
"1020","P332934","P429503",84,0.724137931034483,0.275862068965517
"1314","P429503","P332934",84,0.724137931034483,0.275862068965517
"188","P247864","P271301",79,0.312252964426877,0.687747035573123
"650","P271301","P247864",79,0.312252964426877,0.687747035573123
"1590","P459217","Q000039",78,0.757281553398058,0.242718446601942
"1629","P459218","P459218",78,1,0
"1800","Q000039","P459217",78,0.757281553398058,0.242718446601942
"1504","P447996","Q000039",77,0.461077844311377,0.538922155688623
"1798","Q000039","P447996",77,0.461077844311377,0.538922155688623
"1025","P332934","P459216",76,0.567164179104478,0.432835820895522
"1529","P459216","P332934",76,0.567164179104478,0.432835820895522
"801","P271911","P347814",75,0.635593220338983,0.364406779661017
"1018","P332934","P388265",75,0.28957528957529,0.71042471042471
"1137","P347814","P271911",75,0.635593220338983,0.364406779661017
"1228","P388265","P332934",75,0.28957528957529,0.71042471042471
"1117","P346714","Q000039",73,0.634782608695652,0.365217391304348
"1789","Q000039","P346714",73,0.634782608695652,0.365217391304348
"644","P253866","Q000039",71,0.825581395348837,0.174418604651163
"1778","Q000039","P253866",71,0.825581395348837,0.174418604651163
"773","P271771","Q000039",70,0.603448275862069,0.396551724137931
"1026","P332934","P459217",70,0.679611650485437,0.320388349514563
"1572","P459217","P332934",70,0.679611650485437,0.320388349514563
"1781","Q000039","P271771",70,0.603448275862069,0.396551724137931
"676","P271301","P429503",69,0.594827586206897,0.405172413793103
"1306","P429503","P271301",69,0.594827586206897,0.405172413793103
"1332","P429503","Q000039",69,0.594827586206897,0.405172413793103
"1794","Q000039","P429503",69,0.594827586206897,0.405172413793103
"309","P250364","P250364",68,1,0
"133","P235262","P235262",67,1,0
"194","P247864","P273880",67,0.264822134387352,0.735177865612648
"682","P271301","P459217",67,0.650485436893204,0.349514563106796
"908","P273880","P247864",67,0.264822134387352,0.735177865612648
"1453","P437074","P437074",67,1,0
"1564","P459217","P271301",67,0.650485436893204,0.349514563106796
"931","P273880","P370399",63,0.6,0.4
"1183","P370399","P273880",63,0.6,0.4
"755","P271771","P332934",62,0.53448275862069,0.46551724137931
"930","P273880","P347814",62,0.525423728813559,0.474576271186441
"1007","P332934","P271771",62,0.53448275862069,0.46551724137931
"1140","P347814","P273880",62,0.525423728813559,0.474576271186441
"1633","P459218","Q000039",62,0.794871794871795,0.205128205128205
"1801","Q000039","P459218",62,0.794871794871795,0.205128205128205
"1240","P388265","P459216",61,0.455223880597015,0.544776119402985
