"","doc1","doc2","num_shared_entries","similarity","distance"
"1805","Q000039","Q000039",676,1,0
"925","P273880","P273880",454,1,0
"1761","Q000001","Q000001",430,1,0
"793","P271911","P271911",367,1,0
"661","P271301","P271301",342,1,0
"1233","P388265","P388265",308,1,0
"397","P250736","P250736",255,1,0
"945","P273880","Q000039",247,0.544052863436123,0.455947136563877
"1785","Q000039","P273880",247,0.544052863436123,0.455947136563877
"1013","P332934","P332934",243,1,0
"177","P247864","P247864",235,1,0
"1246","P388265","Q000039",205,0.665584415584416,0.334415584415584
"1792","Q000039","P388265",205,0.665584415584416,0.334415584415584
"687","P271301","Q000039",196,0.573099415204678,0.426900584795322
"1779","Q000039","P271301",196,0.573099415204678,0.426900584795322
"1497","P447996","P447996",165,1,0
"816","P271911","Q000039",159,0.433242506811989,0.566757493188011
"1782","Q000039","P271911",159,0.433242506811989,0.566757493188011
"214","P247864","Q000039",127,0.540425531914894,0.459574468085106
"1768","Q000039","P247864",127,0.540425531914894,0.459574468085106
"1145","P347814","P347814",120,1,0
"1321","P429503","P429503",116,1,0
"669","P271301","P332934",111,0.45679012345679,0.54320987654321
"932","P273880","P388265",111,0.36038961038961,0.63961038961039
"1005","P332934","P271301",111,0.45679012345679,0.54320987654321
"1226","P388265","P273880",111,0.36038961038961,0.63961038961039
"1101","P346714","P346714",110,1,0
"1541","P459216","P459216",101,1,0
"674","P271301","P388265",100,0.324675324675325,0.675324675324675
"1220","P388265","P271301",100,0.324675324675325,0.675324675324675
"1031","P332934","Q000039",98,0.403292181069959,0.596707818930041
"1787","Q000039","P332934",98,0.403292181069959,0.596707818930041
"796","P271911","P273880",97,0.264305177111717,0.735694822888283
"922","P273880","P271911",97,0.264305177111717,0.735694822888283
"667","P271301","P273880",92,0.269005847953216,0.730994152046784
"749","P271771","P271771",92,1,0
"919","P273880","P271301",92,0.269005847953216,0.730994152046784
"1189","P370399","P370399",88,1,0
"1160","P347814","Q000039",85,0.708333333333333,0.291666666666667
"1790","Q000039","P347814",85,0.708333333333333,0.291666666666667
"1020","P332934","P429503",82,0.706896551724138,0.293103448275862
"1314","P429503","P332934",82,0.706896551724138,0.293103448275862
"680","P271301","P447996",80,0.484848484848485,0.515151515151515
"1478","P447996","P271301",80,0.484848484848485,0.515151515151515
"1585","P459217","P459217",80,1,0
"801","P271911","P347814",78,0.65,0.35
"1137","P347814","P271911",78,0.65,0.35
"1547","P459216","Q000039",78,0.772277227722772,0.227722772277228
"1799","Q000039","P459216",78,0.772277227722772,0.227722772277228
"201","P247864","P388265",74,0.314893617021277,0.685106382978723
"1209","P388265","P247864",74,0.314893617021277,0.685106382978723
"617","P253866","P253866",73,1,0
"663","P271301","P271771",73,0.793478260869565,0.206521739130435
"747","P271771","P271301",73,0.793478260869565,0.206521739130435
"1629","P459218","P459218",73,1,0
"1504","P447996","Q000039",68,0.412121212121212,0.587878787878788
"1798","Q000039","P447996",68,0.412121212121212,0.587878787878788
"188","P247864","P271301",67,0.285106382978723,0.714893617021277
"650","P271301","P247864",67,0.285106382978723,0.714893617021277
"1590","P459217","Q000039",64,0.8,0.2
"1800","Q000039","P459217",64,0.8,0.2
"1203","P370399","Q000039",63,0.715909090909091,0.284090909090909
"1791","Q000039","P370399",63,0.715909090909091,0.284090909090909
"133","P235262","P235262",61,1,0
"1453","P437074","P437074",61,1,0
"309","P250364","P250364",60,1,0
"681","P271301","P459216",60,0.594059405940594,0.405940594059406
"1521","P459216","P271301",60,0.594059405940594,0.405940594059406
"1117","P346714","Q000039",59,0.536363636363636,0.463636363636364
"1789","Q000039","P346714",59,0.536363636363636,0.463636363636364
"930","P273880","P347814",58,0.483333333333333,0.516666666666667
"1140","P347814","P273880",58,0.483333333333333,0.516666666666667
"1633","P459218","Q000039",58,0.794520547945205,0.205479452054795
"1801","Q000039","P459218",58,0.794520547945205,0.205479452054795
"676","P271301","P429503",56,0.482758620689655,0.517241379310345
"803","P271911","P388265",56,0.181818181818182,0.818181818181818
"1018","P332934","P388265",56,0.230452674897119,0.769547325102881
"1223","P388265","P271911",56,0.181818181818182,0.818181818181818
"1228","P388265","P332934",56,0.230452674897119,0.769547325102881
"1306","P429503","P271301",56,0.482758620689655,0.517241379310345
"682","P271301","P459217",55,0.6875,0.3125
"1332","P429503","Q000039",55,0.474137931034483,0.525862068965517
"1564","P459217","P271301",55,0.6875,0.3125
"1794","Q000039","P429503",55,0.474137931034483,0.525862068965517
"194","P247864","P273880",54,0.229787234042553,0.770212765957447
"644","P253866","Q000039",54,0.73972602739726,0.26027397260274
"908","P273880","P247864",54,0.229787234042553,0.770212765957447
"1778","Q000039","P253866",54,0.73972602739726,0.26027397260274
"1025","P332934","P459216",53,0.524752475247525,0.475247524752475
"1529","P459216","P332934",53,0.524752475247525,0.475247524752475
"1024","P332934","P447996",51,0.309090909090909,0.690909090909091
"1026","P332934","P459217",51,0.6375,0.3625
"1486","P447996","P332934",51,0.309090909090909,0.690909090909091
"1572","P459217","P332934",51,0.6375,0.3625
"800","P271911","P346714",49,0.445454545454545,0.554545454545455
"1094","P346714","P271911",49,0.445454545454545,0.554545454545455
"1240","P388265","P459216",48,0.475247524752475,0.524752475247525
"1534","P459216","P388265",48,0.475247524752475,0.524752475247525
"773","P271771","Q000039",47,0.510869565217391,0.489130434782609
"1781","Q000039","P271771",47,0.510869565217391,0.489130434782609
"812","P271911","P459218",45,0.616438356164384,0.383561643835616
"1610","P459218","P271911",45,0.616438356164384,0.383561643835616
"196","P247864","P332934",43,0.182978723404255,0.817021276595745
"994","P332934","P247864",43,0.182978723404255,0.817021276595745
"1147","P347814","P388265",43,0.358333333333333,0.641666666666667
"1231","P388265","P347814",43,0.358333333333333,0.641666666666667
"1241","P388265","P459217",42,0.525,0.475
"1577","P459217","P388265",42,0.525,0.475
"673","P271301","P370399",40,0.454545454545455,0.545454545454545
"1177","P370399","P271301",40,0.454545454545455,0.545454545454545
"1542","P459216","P459217",40,0.5,0.5
"1584","P459217","P459216",40,0.5,0.5
"343","P250364","Q000039",39,0.65,0.35
"1461","P437074","Q000039",39,0.639344262295082,0.360655737704918
"1771","Q000039","P250364",39,0.65,0.35
"1797","Q000039","P437074",39,0.639344262295082,0.360655737704918
"171","P235262","Q000039",38,0.622950819672131,0.377049180327869
"755","P271771","P332934",38,0.41304347826087,0.58695652173913
"927","P273880","P332934",38,0.156378600823045,0.843621399176955
"1007","P332934","P271771",38,0.41304347826087,0.58695652173913
"1011","P332934","P273880",38,0.156378600823045,0.843621399176955
"1190","P370399","P388265",38,0.431818181818182,0.568181818181818
"1232","P388265","P370399",38,0.431818181818182,0.568181818181818
"1767","Q000039","P235262",38,0.622950819672131,0.377049180327869
"208","P247864","P459216",37,0.366336633663366,0.633663366336634
"931","P273880","P370399",37,0.420454545454545,0.579545454545455
"1183","P370399","P273880",37,0.420454545454545,0.579545454545455
"1239","P388265","P447996",37,0.224242424242424,0.775757575757576
"1491","P447996","P388265",37,0.224242424242424,0.775757575757576
