"","doc1","doc2","num_shared_entries","similarity","distance"
"1805","Q000039","Q000039",663,1,0
"1761","Q000001","Q000001",464,1,0
"925","P273880","P273880",463,1,0
"793","P271911","P271911",357,1,0
"661","P271301","P271301",352,1,0
"1233","P388265","P388265",311,1,0
"1013","P332934","P332934",263,1,0
"945","P273880","Q000039",256,0.552915766738661,0.447084233261339
"1785","Q000039","P273880",256,0.552915766738661,0.447084233261339
"177","P247864","P247864",255,1,0
"397","P250736","P250736",234,1,0
"687","P271301","Q000039",205,0.582386363636364,0.417613636363636
"1779","Q000039","P271301",205,0.582386363636364,0.417613636363636
"1246","P388265","Q000039",193,0.620578778135048,0.379421221864952
"1792","Q000039","P388265",193,0.620578778135048,0.379421221864952
"1497","P447996","P447996",160,1,0
"214","P247864","Q000039",143,0.56078431372549,0.43921568627451
"1768","Q000039","P247864",143,0.56078431372549,0.43921568627451
"816","P271911","Q000039",142,0.397759103641457,0.602240896358543
"1782","Q000039","P271911",142,0.397759103641457,0.602240896358543
"669","P271301","P332934",136,0.517110266159696,0.482889733840304
"1005","P332934","P271301",136,0.517110266159696,0.482889733840304
"1321","P429503","P429503",127,1,0
"932","P273880","P388265",124,0.398713826366559,0.601286173633441
"1226","P388265","P273880",124,0.398713826366559,0.601286173633441
"1145","P347814","P347814",122,1,0
"1541","P459216","P459216",120,1,0
"1031","P332934","Q000039",106,0.403041825095057,0.596958174904943
"1787","Q000039","P332934",106,0.403041825095057,0.596958174904943
"667","P271301","P273880",105,0.298295454545455,0.701704545454545
"919","P273880","P271301",105,0.298295454545455,0.701704545454545
"1101","P346714","P346714",101,1,0
"1585","P459217","P459217",101,1,0
"674","P271301","P388265",96,0.308681672025723,0.691318327974277
"1020","P332934","P429503",96,0.755905511811024,0.244094488188976
"1189","P370399","P370399",96,1,0
"1220","P388265","P271301",96,0.308681672025723,0.691318327974277
"1314","P429503","P332934",96,0.755905511811024,0.244094488188976
"201","P247864","P388265",94,0.368627450980392,0.631372549019608
"1209","P388265","P247864",94,0.368627450980392,0.631372549019608
"680","P271301","P447996",86,0.5375,0.4625
"796","P271911","P273880",86,0.240896358543417,0.759103641456583
"922","P273880","P271911",86,0.240896358543417,0.759103641456583
