"","doc1","doc2","num_shared_entries","similarity","distance"
"1805","Q000039","Q000039",691,1,0
"925","P273880","P273880",465,1,0
"1761","Q000001","Q000001",428,1,0
"661","P271301","P271301",358,1,0
"793","P271911","P271911",351,1,0
"1233","P388265","P388265",311,1,0
"397","P250736","P250736",275,1,0
"177","P247864","P247864",271,1,0
"945","P273880","Q000039",270,0.580645161290323,0.419354838709677
"1785","Q000039","P273880",270,0.580645161290323,0.419354838709677
"1013","P332934","P332934",239,1,0
"687","P271301","Q000039",232,0.64804469273743,0.35195530726257
"1779","Q000039","P271301",232,0.64804469273743,0.35195530726257
"1246","P388265","Q000039",186,0.598070739549839,0.401929260450161
"1792","Q000039","P388265",186,0.598070739549839,0.401929260450161
"214","P247864","Q000039",153,0.564575645756458,0.435424354243542
"1768","Q000039","P247864",153,0.564575645756458,0.435424354243542
"816","P271911","Q000039",145,0.413105413105413,0.586894586894587
"1782","Q000039","P271911",145,0.413105413105413,0.586894586894587
"1497","P447996","P447996",142,1,0
"1101","P346714","P346714",123,1,0
"1145","P347814","P347814",123,1,0
"1321","P429503","P429503",120,1,0
"669","P271301","P332934",115,0.481171548117155,0.518828451882845
"1005","P332934","P271301",115,0.481171548117155,0.518828451882845
"667","P271301","P273880",113,0.315642458100559,0.684357541899441
"919","P273880","P271301",113,0.315642458100559,0.684357541899441
"1541","P459216","P459216",113,1,0
"932","P273880","P388265",109,0.35048231511254,0.64951768488746
"1226","P388265","P273880",109,0.35048231511254,0.64951768488746
"749","P271771","P271771",108,1,0
"1031","P332934","Q000039",108,0.451882845188285,0.548117154811715
"1585","P459217","P459217",108,1,0
"1787","Q000039","P332934",108,0.451882845188285,0.548117154811715
"674","P271301","P388265",104,0.334405144694534,0.665594855305466
"1220","P388265","P271301",104,0.334405144694534,0.665594855305466
"796","P271911","P273880",100,0.284900284900285,0.715099715099715
"922","P273880","P271911",100,0.284900284900285,0.715099715099715
"1590","P459217","Q000039",95,0.87962962962963,0.12037037037037
"1800","Q000039","P459217",95,0.87962962962963,0.12037037037037
"201","P247864","P388265",93,0.343173431734317,0.656826568265683
"1209","P388265","P247864",93,0.343173431734317,0.656826568265683
"1504","P447996","Q000039",91,0.640845070422535,0.359154929577465
"1798","Q000039","P447996",91,0.640845070422535,0.359154929577465
"1189","P370399","P370399",89,1,0
"1160","P347814","Q000039",88,0.715447154471545,0.284552845528455
"1790","Q000039","P347814",88,0.715447154471545,0.284552845528455
"1547","P459216","Q000039",87,0.769911504424779,0.230088495575221
"1799","Q000039","P459216",87,0.769911504424779,0.230088495575221
"680","P271301","P447996",83,0.584507042253521,0.415492957746479
"1478","P447996","P271301",83,0.584507042253521,0.415492957746479
"682","P271301","P459217",82,0.759259259259259,0.240740740740741
"1020","P332934","P429503",82,0.683333333333333,0.316666666666667
"1314","P429503","P332934",82,0.683333333333333,0.316666666666667
"1564","P459217","P271301",82,0.759259259259259,0.240740740740741
"1453","P437074","P437074",81,1,0
"1629","P459218","P459218",81,1,0
"617","P253866","P253866",79,1,0
"188","P247864","P271301",78,0.287822878228782,0.712177121771218
"650","P271301","P247864",78,0.287822878228782,0.712177121771218
"663","P271301","P271771",78,0.722222222222222,0.277777777777778
"747","P271771","P271301",78,0.722222222222222,0.277777777777778
"194","P247864","P273880",75,0.276752767527675,0.723247232472325
"908","P273880","P247864",75,0.276752767527675,0.723247232472325
"681","P271301","P459216",73,0.646017699115044,0.353982300884956
"1521","P459216","P271301",73,0.646017699115044,0.353982300884956
"309","P250364","P250364",72,1,0
"1117","P346714","Q000039",72,0.585365853658537,0.414634146341463
"1789","Q000039","P346714",72,0.585365853658537,0.414634146341463
"801","P271911","P347814",70,0.569105691056911,0.430894308943089
"1137","P347814","P271911",70,0.569105691056911,0.430894308943089
"1025","P332934","P459216",67,0.592920353982301,0.407079646017699
"1026","P332934","P459217",67,0.62037037037037,0.37962962962963
"1203","P370399","Q000039",67,0.752808988764045,0.247191011235955
"1529","P459216","P332934",67,0.592920353982301,0.407079646017699
"1572","P459217","P332934",67,0.62037037037037,0.37962962962963
"1791","Q000039","P370399",67,0.752808988764045,0.247191011235955
"1499","P447996","P459217",65,0.601851851851852,0.398148148148148
"1583","P459217","P447996",65,0.601851851851852,0.398148148148148
"1633","P459218","Q000039",65,0.802469135802469,0.197530864197531
"1801","Q000039","P459218",65,0.802469135802469,0.197530864197531
"930","P273880","P347814",64,0.520325203252033,0.479674796747967
"1140","P347814","P273880",64,0.520325203252033,0.479674796747967
"676","P271301","P429503",62,0.516666666666667,0.483333333333333
"1306","P429503","P271301",62,0.516666666666667,0.483333333333333
"1542","P459216","P459217",61,0.564814814814815,0.435185185185185
"1584","P459217","P459216",61,0.564814814814815,0.435185185185185
"1332","P429503","Q000039",60,0.5,0.5
"1794","Q000039","P429503",60,0.5,0.5
"133","P235262","P235262",59,1,0
"773","P271771","Q000039",59,0.546296296296296,0.453703703703704
"1781","Q000039","P271771",59,0.546296296296296,0.453703703703704
"196","P247864","P332934",58,0.242677824267782,0.757322175732218
"800","P271911","P346714",58,0.471544715447154,0.528455284552846
"938","P273880","P447996",58,0.408450704225352,0.591549295774648
"994","P332934","P247864",58,0.242677824267782,0.757322175732218
"1094","P346714","P271911",58,0.471544715447154,0.528455284552846
"1484","P447996","P273880",58,0.408450704225352,0.591549295774648
"1018","P332934","P388265",57,0.238493723849372,0.761506276150628
"1228","P388265","P332934",57,0.238493723849372,0.761506276150628
"1241","P388265","P459217",57,0.527777777777778,0.472222222222222
"1577","P459217","P388265",57,0.527777777777778,0.472222222222222
"803","P271911","P388265",56,0.180064308681672,0.819935691318328
"1223","P388265","P271911",56,0.180064308681672,0.819935691318328
"644","P253866","Q000039",54,0.683544303797468,0.316455696202532
"1778","Q000039","P253866",54,0.683544303797468,0.316455696202532
"812","P271911","P459218",52,0.641975308641975,0.358024691358025
"1240","P388265","P459216",52,0.460176991150442,0.539823008849557
"1534","P459216","P388265",52,0.460176991150442,0.539823008849557
"1610","P459218","P271911",52,0.641975308641975,0.358024691358025
"931","P273880","P370399",51,0.573033707865168,0.426966292134832
"1024","P332934","P447996",51,0.359154929577465,0.640845070422535
"1183","P370399","P273880",51,0.573033707865168,0.426966292134832
"1239","P388265","P447996",51,0.359154929577465,0.640845070422535
"1486","P447996","P332934",51,0.359154929577465,0.640845070422535
"1491","P447996","P388265",51,0.359154929577465,0.640845070422535
"343","P250364","Q000039",49,0.680555555555556,0.319444444444444
"1771","Q000039","P250364",49,0.680555555555556,0.319444444444444
"755","P271771","P332934",47,0.435185185185185,0.564814814814815
"1007","P332934","P271771",47,0.435185185185185,0.564814814814815
"191","P247864","P271911",46,0.169741697416974,0.830258302583026
"779","P271911","P247864",46,0.169741697416974,0.830258302583026
"1461","P437074","Q000039",46,0.567901234567901,0.432098765432099
