id_text,text_name,l_no,text
dcclt/P459216,EEN 264-265 IB 1535+ [OB Ura],i 1,sux:taškarin[boxwood]N
dcclt/P459216,EEN 264-265 IB 1535+ [OB Ura],i 2,sux:esi[tree]N
dcclt/P459216,EEN 264-265 IB 1535+ [OB Ura],i 3,sux:ŋešnu[tree]N
dcclt/P459216,EEN 264-265 IB 1535+ [OB Ura],i 4,sux:ŋešgana[tree]N
dcclt/P459216,EEN 264-265 IB 1535+ [OB Ura],i 5,sux:ŋešgana[tree]N sux:babbar[white]V/i
dcclt/P459216,EEN 264-265 IB 1535+ [OB Ura],i 6,sux:ŋešgana[tree]N sux:giggi[black]V/i
dcclt/P459216,EEN 264-265 IB 1535+ [OB Ura],i 7,sux:halub[tree]N
dcclt/P459216,EEN 264-265 IB 1535+ [OB Ura],i 8,sux:šagkal[tree]N
dcclt/P459216,EEN 264-265 IB 1535+ [OB Ura],i 9,sux:ŋeš[tree]N sux:giggi[black]V/i
dcclt/P459216,EEN 264-265 IB 1535+ [OB Ura],i 10,sux:ŋeštin[vine]N
dcclt/P459216,EEN 264-265 IB 1535+ [OB Ura],i 11,sux:ŋeštinkira[berry]N
dcclt/P459216,EEN 264-265 IB 1535+ [OB Ura],i 12,sux:ŋeštinkaʾa[grape]N
dcclt/P459216,EEN 264-265 IB 1535+ [OB Ura],i 13,sux:ŋeštinguruma[~vine]N
dcclt/P459216,EEN 264-265 IB 1535+ [OB Ura],i 14,sux:peš[fig]N
dcclt/P459216,EEN 264-265 IB 1535+ [OB Ura],i 15,sux:peš[fig]N sux:Mari[1]SN
dcclt/P459216,EEN 264-265 IB 1535+ [OB Ura],i 16,sux:hašhur[apple]N
dcclt/P459216,EEN 264-265 IB 1535+ [OB Ura],i 17,sux:hašhur[apple]N sux:kur[mountain]N
dcclt/P459216,EEN 264-265 IB 1535+ [OB Ura],i 18,sux:hašhur[apple]N sux:armanu[tree]N
dcclt/P459216,EEN 264-265 IB 1535+ [OB Ura],i 19,sux:hašhur[apple]N sux:damšelum[plant]N
dcclt/P459216,EEN 264-265 IB 1535+ [OB Ura],i 20,sux:hašhur[apple]N sux:baza[dwarf]N
dcclt/P459216,EEN 264-265 IB 1535+ [OB Ura],i 21,sux:hašhur[apple]N sux:šeʾeštub[barley]N
dcclt/P459216,EEN 264-265 IB 1535+ [OB Ura],i 22,sux:šenu[tree]N
dcclt/P459216,EEN 264-265 IB 1535+ [OB Ura],i 23,sux:šedug[tree]N
dcclt/P459216,EEN 264-265 IB 1535+ [OB Ura],i 24,sux:šeše[tree]N
dcclt/P459216,EEN 264-265 IB 1535+ [OB Ura],i 25,sux:šinig[tamarisk]N
dcclt/P459216,EEN 264-265 IB 1535+ [OB Ura],i 26,sux:šinig[tamarisk]N
dcclt/P459216,EEN 264-265 IB 1535+ [OB Ura],i 27,sux:šinig[tamarisk]N
dcclt/P459216,EEN 264-265 IB 1535+ [OB Ura],i 28,sux:šaršabid[tree]N
dcclt/P459216,EEN 264-265 IB 1535+ [OB Ura],ii 1,sux:ŋešaʾabak[tree]N
dcclt/P459216,EEN 264-265 IB 1535+ [OB Ura],ii 2,sux:ŋešaʾabak[tree]N sux:Meluhha[1]GN
dcclt/P459216,EEN 264-265 IB 1535+ [OB Ura],ii 3,sux:ŋipar[tree]N
dcclt/P459216,EEN 264-265 IB 1535+ [OB Ura],ii 4,sux:manu[wood]N
dcclt/P459216,EEN 264-265 IB 1535+ [OB Ura],ii 5,sux:manu[wood]N sux:duru[wet]V/i
dcclt/P459216,EEN 264-265 IB 1535+ [OB Ura],ii 6,sux:manu[wood]N sux:šu[hand]N sux:ak[do]V/t
