id_text,text_name,l_no,text
dcclt/P447996,Anonymous 447996 [OB Ura],o iii 3',sux:lamgal[nut]N
dcclt/P447996,Anonymous 447996 [OB Ura],o iii 4',sux:lamtur[nut]N
dcclt/P447996,Anonymous 447996 [OB Ura],o iii 6',sux:allanum[oak]N
dcclt/P447996,Anonymous 447996 [OB Ura],o iii 7',sux:šenu[tree]N
dcclt/P447996,Anonymous 447996 [OB Ura],o iii 8',sux:šedug[tree]N
dcclt/P447996,Anonymous 447996 [OB Ura],o iii 9',sux:šeše[tree]N
dcclt/P447996,Anonymous 447996 [OB Ura],o iii 10',sux:samana[tree]N
dcclt/P447996,Anonymous 447996 [OB Ura],o iii 11',sux:samazum[tree]N
dcclt/P447996,Anonymous 447996 [OB Ura],o iii 12',sux:tulubum[tree]N
dcclt/P447996,Anonymous 447996 [OB Ura],o iii 13',sux:guruʾuš[tree-trunk]N
dcclt/P447996,Anonymous 447996 [OB Ura],o iii 14',sux:buzunuma[plant]N
dcclt/P447996,Anonymous 447996 [OB Ura],o iii 15,sux:dih[weed]N
dcclt/P447996,Anonymous 447996 [OB Ura],o iii 16,sux:dih[weed]N
dcclt/P447996,Anonymous 447996 [OB Ura],o iii 17,sux:dih[weed]N
dcclt/P447996,Anonymous 447996 [OB Ura],o iii 18,sux:kur[wood]N
dcclt/P447996,Anonymous 447996 [OB Ura],o iii 19,sux:ildag[poplar]N
dcclt/P447996,Anonymous 447996 [OB Ura],o iii 20,sux:ildag[poplar]N sux:kur[mountain]N
dcclt/P447996,Anonymous 447996 [OB Ura],o iii 21,sux:ildag[poplar]N sux:šitan[water-channel]N
dcclt/P447996,Anonymous 447996 [OB Ura],o iii 22,sux:ildag[poplar]N sux:bur[to-spread-out;-cover]V/t
dcclt/P447996,Anonymous 447996 [OB Ura],o iii 23,sux:ildag[poplar]N
dcclt/P447996,Anonymous 447996 [OB Ura],o iii 24,sux:ildag[poplar]N
dcclt/P447996,Anonymous 447996 [OB Ura],o iii 25,sux:ildag[poplar]N sux:tur[small]V/i
dcclt/P447996,Anonymous 447996 [OB Ura],o iv 3,sux:urzinum[tree]N
dcclt/P447996,Anonymous 447996 [OB Ura],o iv 4,sux:šinig[tamarisk]N
dcclt/P447996,Anonymous 447996 [OB Ura],o iv 5,sux:šinig[tamarisk]N sux:kur[mountain]N
dcclt/P447996,Anonymous 447996 [OB Ura],o iv 6,sux:šinig[tamarisk]N sux:dili[single]V/i
dcclt/P447996,Anonymous 447996 [OB Ura],o iv 7,sux:šinig[tamarisk]N sux:tur[small]V/i
dcclt/P447996,Anonymous 447996 [OB Ura],o iv 8,sux:šinig[tamarisk]N sux:ki[place]N
dcclt/P447996,Anonymous 447996 [OB Ura],o iv 9,sux:šinig[tamarisk]N sux:ud[sun]N
dcclt/P447996,Anonymous 447996 [OB Ura],o iv 10,sux:KID.da[twig]N
dcclt/P447996,Anonymous 447996 [OB Ura],o iv 11,sux:KID.da[twig]N
dcclt/P447996,Anonymous 447996 [OB Ura],o iv 12,sux:KID.da[twig]N
dcclt/P447996,Anonymous 447996 [OB Ura],o iv 13,sux:KID.da[twig]N sux:sil[split]V/i
dcclt/P447996,Anonymous 447996 [OB Ura],o iv 14,sux:manu[wood]N
dcclt/P447996,Anonymous 447996 [OB Ura],o iv 15,sux:manu[wood]N sux:duru[wet]V/i
dcclt/P447996,Anonymous 447996 [OB Ura],o iv 16,sux:manu[wood]N sux:šu[hand]N
dcclt/P447996,Anonymous 447996 [OB Ura],o iv 17,sux:manu[wood]N sux:šu[hand]N sux:ak[do]V/t
dcclt/P447996,Anonymous 447996 [OB Ura],o iv 18,sux:manu[wood]N sux:gibil[firewood]N sux:ak[do]V/t
dcclt/P447996,Anonymous 447996 [OB Ura],o iv 19,sux:manu[wood]N sux:du[build]V/t
dcclt/P447996,Anonymous 447996 [OB Ura],o iv 20,sux:manu[wood]N sux:kalag[strong]V/i
dcclt/P447996,Anonymous 447996 [OB Ura],o iv 21,sux:manu[wood]N sux:muran[tree]N
dcclt/P447996,Anonymous 447996 [OB Ura],o iv 22,sux:muran[tree]N
dcclt/P447996,Anonymous 447996 [OB Ura],o iv 23,sux:ŋeštin[vine]N
dcclt/P447996,Anonymous 447996 [OB Ura],o iv 24,sux:ŋeštinguruma[~vine]N
dcclt/P447996,Anonymous 447996 [OB Ura],o iv 25,sux:ŋeštin[vine]N
dcclt/P447996,Anonymous 447996 [OB Ura],o iv 26,sux:ŋeštin[vine]N sux:nim[high]V/i
dcclt/P447996,Anonymous 447996 [OB Ura],o iv 27,sux:ŋeštin[vine]N
dcclt/P447996,Anonymous 447996 [OB Ura],o iv 28,sux:ŋeštin[vine]N
dcclt/P447996,Anonymous 447996 [OB Ura],o iv 29,sux:ŋeštin[vine]N
dcclt/P447996,Anonymous 447996 [OB Ura],o iv 30,sux:ŋeštin[vine]N
dcclt/P447996,Anonymous 447996 [OB Ura],o iv 31,sux:ŋeštin[vine]N
dcclt/P447996,Anonymous 447996 [OB Ura],o iv 32,sux:ŋeštin[vine]N sux:sur[press]V/t
dcclt/P447996,Anonymous 447996 [OB Ura],o iv 33,sux:ŋeštin[vine]N sux:babbar[white]V/i
dcclt/P447996,Anonymous 447996 [OB Ura],o iv 34,sux:ŋeštin[vine]N sux:giggi[black]V/i
