id_text,text_name,l_no,text
dcclt/P273880,CUSAS 12 3.1.01 [OB Ura],a i 5',sux:allanum[oak]N
dcclt/P273880,CUSAS 12 3.1.01 [OB Ura],a i 6',sux:halub[tree]N
dcclt/P273880,CUSAS 12 3.1.01 [OB Ura],a i 9',sux:šimgig[tree]N
dcclt/P273880,CUSAS 12 3.1.01 [OB Ura],a i 12',sux:ŋeštin[vine]N
dcclt/P273880,CUSAS 12 3.1.01 [OB Ura],a i 13',sux:ŋeštinkira[berry]N
dcclt/P273880,CUSAS 12 3.1.01 [OB Ura],a i 15',sux:ŋeštinkaʾa[grape]N
dcclt/P273880,CUSAS 12 3.1.01 [OB Ura],a i 16',sux:ŋeštin[vine]N sux:nim[high]V/i
dcclt/P273880,CUSAS 12 3.1.01 [OB Ura],a i 17',sux:ŋeštinguruma[~vine]N
dcclt/P273880,CUSAS 12 3.1.01 [OB Ura],a i 18',sux:ŋeštin[vine]N
dcclt/P273880,CUSAS 12 3.1.01 [OB Ura],a i 42',sux:šinig[tamarisk]N
dcclt/P273880,CUSAS 12 3.1.01 [OB Ura],a i 43',sux:šinig[tamarisk]N sux:dili[single]V/i
dcclt/P273880,CUSAS 12 3.1.01 [OB Ura],a i 44',sux:asal[poplar]N
dcclt/P273880,CUSAS 12 3.1.01 [OB Ura],a i 45',sux:asal[poplar]N sux:kur[mountain]N
dcclt/P273880,CUSAS 12 3.1.01 [OB Ura],a i 46',sux:asal[poplar]N sux:dug[good]V/i
dcclt/P273880,CUSAS 12 3.1.01 [OB Ura],a ii 1',sux:apin[plow]N
dcclt/P273880,CUSAS 12 3.1.01 [OB Ura],a ii 2',sux:gag[nail]N sux:apin[plow]N
dcclt/P273880,CUSAS 12 3.1.01 [OB Ura],a ii 3',sux:gag[nail]N sux:apin[plow]N
dcclt/P273880,CUSAS 12 3.1.01 [OB Ura],a ii 4',sux:ninda[seed-funnel]N sux:apin[plow]N
dcclt/P273880,CUSAS 12 3.1.01 [OB Ura],a ii 5',sux:dubla[tower]N sux:apin[plow]N
dcclt/P273880,CUSAS 12 3.1.01 [OB Ura],a ii 6',sux:leʾum[board]N sux:apin[plow]N
dcclt/P273880,CUSAS 12 3.1.01 [OB Ura],a ii 7',sux:gag[nail]N sux:leʾum[board]N sux:apin[plow]N
dcclt/P273880,CUSAS 12 3.1.01 [OB Ura],a ii 8',sux:da[side-board]N sux:apin[plow]N
dcclt/P273880,CUSAS 12 3.1.01 [OB Ura],a ii 9',sux:a[arm]N sux:apin[plow]N
dcclt/P273880,CUSAS 12 3.1.01 [OB Ura],a ii 10',sux:dam[~plow]N sux:apin[plow]N
dcclt/P273880,CUSAS 12 3.1.01 [OB Ura],a ii 11',sux:damga[~plow]N sux:apin[plow]N
dcclt/P273880,CUSAS 12 3.1.01 [OB Ura],a ii 12',sux:niŋkud[~plowshare]N sux:apin[plow]N
dcclt/P273880,CUSAS 12 3.1.01 [OB Ura],a ii 13',sux:gag[nail]N sux:apin[plow]N
dcclt/P273880,CUSAS 12 3.1.01 [OB Ura],a ii 23',sux:apin[plow]N
dcclt/P273880,CUSAS 12 3.1.01 [OB Ura],a ii 24',sux:apin[plow]N
dcclt/P273880,CUSAS 12 3.1.01 [OB Ura],a ii 25',sux:bandudu[basket]N sux:apin[plow]N
dcclt/P273880,CUSAS 12 3.1.01 [OB Ura],a ii 26',sux:anzam[vessel]N sux:apin[plow]N
dcclt/P273880,CUSAS 12 3.1.01 [OB Ura],a ii 27',sux:nig[~plow]N sux:apin[plow]N
dcclt/P273880,CUSAS 12 3.1.01 [OB Ura],a ii 28',sux:šeršer[chain]N sux:apin[plow]N
dcclt/P273880,CUSAS 12 3.1.01 [OB Ura],a ii 29',sux:utag[maul?]N sux:apin[plow]N
dcclt/P273880,CUSAS 12 3.1.01 [OB Ura],a ii 30',sux:apin[plow]N sux:tugsaga[plow]N
dcclt/P273880,CUSAS 12 3.1.01 [OB Ura],a ii 32',sux:apin[plow]N sux:ki[place]N sux:bala[turn]V/t
dcclt/P273880,CUSAS 12 3.1.01 [OB Ura],a ii 33',sux:apin[plow]N sux:zir[break]V/t
dcclt/P273880,CUSAS 12 3.1.01 [OB Ura],a ii 34',sux:apin[plow]N sux:kešed[bind]V/t
dcclt/P273880,CUSAS 12 3.1.01 [OB Ura],a ii 35',sux:apin[plow]N sux:šudu[equipped]AJ
dcclt/P273880,CUSAS 12 3.1.01 [OB Ura],a ii 45',sux:zara[pivot]N sux:gagsila[harness]N
dcclt/P273880,CUSAS 12 3.1.01 [OB Ura],a ii 46',sux:umbin[wheel]N sux:gagsila[harness]N
dcclt/P273880,CUSAS 12 3.1.01 [OB Ura],a ii 47',sux:margida[cart]N
dcclt/P273880,CUSAS 12 3.1.01 [OB Ura],a ii 48',sux:margida[cart]N sux:šudu[equipped]AJ
dcclt/P273880,CUSAS 12 3.1.01 [OB Ura],a ii 49',sux:margida[cart]N
dcclt/P273880,CUSAS 12 3.1.01 [OB Ura],a iii 1',sux:margida[cart]N
dcclt/P273880,CUSAS 12 3.1.01 [OB Ura],a iii 2',sux:kigub[station]N sux:margida[cart]N
dcclt/P273880,CUSAS 12 3.1.01 [OB Ura],a iii 3',sux:manhara[vessel]N sux:margida[cart]N
dcclt/P273880,CUSAS 12 3.1.01 [OB Ura],a iii 4',sux:kadu[cover]N sux:margida[cart]N
dcclt/P273880,CUSAS 12 3.1.01 [OB Ura],a iii 5',sux:ŋirigub[footstool]N sux:margida[cart]N
dcclt/P273880,CUSAS 12 3.1.01 [OB Ura],a iii 6',sux:ti[rib]N sux:margida[cart]N
dcclt/P273880,CUSAS 12 3.1.01 [OB Ura],a iii 7',sux:endur[navel?]N sux:margida[cart]N
dcclt/P273880,CUSAS 12 3.1.01 [OB Ura],a iii 8',sux:margida[cart]N
dcclt/P273880,CUSAS 12 3.1.01 [OB Ura],a iii 9',sux:gigir[chariot]N
dcclt/P273880,CUSAS 12 3.1.01 [OB Ura],a iii 10',sux:e[house]N sux:gigir[chariot]N
