id_text,text_name,l_no,text
dcclt/P253866,CUSAS 12 3.1.13 [OB Ura],o iii 17',sux:ba[tool]N sux:zu[stone]N
dcclt/P253866,CUSAS 12 3.1.13 [OB Ura],o iii 18',sux:ba[tool]N sux:gur[unit]N
dcclt/P253866,CUSAS 12 3.1.13 [OB Ura],o iii 19',sux:ba[tool]N sux:šab[cut]V/t
dcclt/P253866,CUSAS 12 3.1.13 [OB Ura],o iii 20',sux:ba[tool]N sux:še[barley]N
dcclt/P253866,CUSAS 12 3.1.13 [OB Ura],o iii 22',sux:ŋešnaruak[~stele]N
dcclt/P253866,CUSAS 12 3.1.13 [OB Ura],o iii 23',sux:niŋna[incense]N sux:mud[blood]N
dcclt/P253866,CUSAS 12 3.1.13 [OB Ura],o iii 24',sux:ešgiri[staff]N sux:šudu[equipped]AJ
dcclt/P253866,CUSAS 12 3.1.13 [OB Ura],o iii 25',sux:raba[clamp]N
dcclt/P253866,CUSAS 12 3.1.13 [OB Ura],o iii 26',sux:raba[clamp]N sux:šu[hand]N
dcclt/P253866,CUSAS 12 3.1.13 [OB Ura],o iii 30',sux:raba[clamp]N
dcclt/P253866,CUSAS 12 3.1.13 [OB Ura],r i 2,sux:illar[weapon]N
dcclt/P253866,CUSAS 12 3.1.13 [OB Ura],r i 3,sux:illar[weapon]N sux:šu[hand]N sux:lugal[king]N
dcclt/P253866,CUSAS 12 3.1.13 [OB Ura],r i 4,sux:illar[weapon]N sux:šub[fall]V/t
dcclt/P253866,CUSAS 12 3.1.13 [OB Ura],r i 5,sux:illar[weapon]N sux:tag[touch]V/t
dcclt/P253866,CUSAS 12 3.1.13 [OB Ura],r i 6,sux:illar[weapon]N sux:eban[pair]N
dcclt/P253866,CUSAS 12 3.1.13 [OB Ura],r i 7,sux:pana[bow]N
dcclt/P253866,CUSAS 12 3.1.13 [OB Ura],r i 8,sux:epana[quiver]N
dcclt/P253866,CUSAS 12 3.1.13 [OB Ura],r i 9,sux:ma[ship]N
dcclt/P253866,CUSAS 12 3.1.13 [OB Ura],r i 10,sux:ma[ship]N
dcclt/P253866,CUSAS 12 3.1.13 [OB Ura],r i 11,sux:ma[ship]N
dcclt/P253866,CUSAS 12 3.1.13 [OB Ura],r i 12,sux:maʾu[barge]N
dcclt/P253866,CUSAS 12 3.1.13 [OB Ura],r i 13,sux:ma[ship]N sux:tur[small]V/i
