id_text,text_name,l_no,text
dcclt/P250364,BRM 4 29 + 30 [OB Ura],o i 1,sux:gigir[chariot]N
dcclt/P250364,BRM 4 29 + 30 [OB Ura],o i 2,sux:e[house]N sux:gigir[chariot]N
dcclt/P250364,BRM 4 29 + 30 [OB Ura],o i 3,sux:e[house]N sux:usan[whip]N sux:gigir[chariot]N
dcclt/P250364,BRM 4 29 + 30 [OB Ura],o i 4,sux:gaba[chest]N sux:gigir[chariot]N
dcclt/P250364,BRM 4 29 + 30 [OB Ura],o i 5,sux:gabaŋal[guard]N sux:gigir[chariot]N
dcclt/P250364,BRM 4 29 + 30 [OB Ura],o i 6,sux:sahargi[dust-guard]N sux:gigir[chariot]N
dcclt/P250364,BRM 4 29 + 30 [OB Ura],o i 7,sux:si[horn]N sux:gigir[chariot]N
dcclt/P250364,BRM 4 29 + 30 [OB Ura],o i 8,sux:saŋ[head]N sux:gigir[chariot]N
dcclt/P250364,BRM 4 29 + 30 [OB Ura],o i 9,sux:bad[leg]N sux:gigir[chariot]N
dcclt/P250364,BRM 4 29 + 30 [OB Ura],o i 10,sux:guza[chair]N sux:gigir[chariot]N
dcclt/P250364,BRM 4 29 + 30 [OB Ura],o i 11,sux:mud[tube]N sux:gigir[chariot]N
dcclt/P250364,BRM 4 29 + 30 [OB Ura],o i 12,sux:gag[nail]N sux:mud[tube]N sux:gigir[chariot]N
dcclt/P250364,BRM 4 29 + 30 [OB Ura],o i 13,sux:izzi[wall]N sux:gigir[chariot]N
dcclt/P250364,BRM 4 29 + 30 [OB Ura],o i 14,sux:umbin[wheel]N sux:gigir[chariot]N
dcclt/P250364,BRM 4 29 + 30 [OB Ura],o i 15,sux:gag[nail]N sux:gigir[chariot]N
dcclt/P250364,BRM 4 29 + 30 [OB Ura],o i 16,sux:zara[pivot]N sux:gigir[chariot]N
dcclt/P250364,BRM 4 29 + 30 [OB Ura],o i 17,sux:gag[nail]N sux:zara[pivot]N sux:gigir[chariot]N
dcclt/P250364,BRM 4 29 + 30 [OB Ura],o i 18,sux:gabil[beam]N sux:gigir[chariot]N
dcclt/P250364,BRM 4 29 + 30 [OB Ura],o i 19,sux:saŋkul[bolt]N sux:gigir[chariot]N
dcclt/P250364,BRM 4 29 + 30 [OB Ura],o i 20,sux:gigir[chariot]N
dcclt/P250364,BRM 4 29 + 30 [OB Ura],o ii 2,sux:gag[nail]N sux:umbin[wheel]N sux:margida[cart]N
dcclt/P250364,BRM 4 29 + 30 [OB Ura],o ii 3,sux:gu[neck]N sux:umbin[wheel]N sux:margida[cart]N
dcclt/P250364,BRM 4 29 + 30 [OB Ura],o ii 4,sux:a[arm]N sux:umbin[wheel]N sux:margida[cart]N
dcclt/P250364,BRM 4 29 + 30 [OB Ura],o ii 5,sux:ŋirigub[footstool]N sux:margida[cart]N
dcclt/P250364,BRM 4 29 + 30 [OB Ura],o ii 6,sux:margida[cart]N
dcclt/P250364,BRM 4 29 + 30 [OB Ura],o ii 7,sux:endur[navel?]N sux:margida[cart]N
dcclt/P250364,BRM 4 29 + 30 [OB Ura],o ii 8,sux:DUB.du₃[~vehicle]N
dcclt/P250364,BRM 4 29 + 30 [OB Ura],o ii 9,sux:DUB.du₃[~vehicle]N
dcclt/P250364,BRM 4 29 + 30 [OB Ura],o ii 10,sux:DUB.du₃[~vehicle]N sux:ašag[field]N
dcclt/P250364,BRM 4 29 + 30 [OB Ura],o ii 11,sux:apin[plow]N
dcclt/P250364,BRM 4 29 + 30 [OB Ura],o ii 12,sux:apin[plow]N sux:šu[hand]N
dcclt/P250364,BRM 4 29 + 30 [OB Ura],o ii 13,sux:apin[plow]N sux:gud[ox]N sux:limmu[four]NU sux:la[hang]V/t
dcclt/P250364,BRM 4 29 + 30 [OB Ura],o ii 14,sux:apin[plow]N sux:šudu[equipped]AJ
