id_text,text_name,l_no,text
dcclt/P459217,EEN 263-64 IB 1547 [OB Ura],iv 7,sux:suhur[tuft]N sux:ŋešnimbar[palm]N
dcclt/P459217,EEN 263-64 IB 1547 [OB Ura],iv 8,sux:pa[branch]N sux:ŋešnimbar[palm]N
dcclt/P459217,EEN 263-64 IB 1547 [OB Ura],iv 9,sux:pakud[~tree]N sux:ŋešnimbar[palm]N
dcclt/P459217,EEN 263-64 IB 1547 [OB Ura],iv 10,sux:dala[thorn]N sux:ŋešnimbar[palm]N
dcclt/P459217,EEN 263-64 IB 1547 [OB Ura],iv 11,sux:ligima[shoot]N sux:ŋešnimbar[palm]N
dcclt/P459217,EEN 263-64 IB 1547 [OB Ura],iv 12,sux:ŋešnimbar[palm]N
dcclt/P459217,EEN 263-64 IB 1547 [OB Ura],iv 13,sux:su[fibers]N sux:ŋešnimbar[palm]N
dcclt/P459217,EEN 263-64 IB 1547 [OB Ura],iv 14,sux:zena[midrib]N sux:ŋešnimbar[palm]N
dcclt/P459217,EEN 263-64 IB 1547 [OB Ura],iv 15,sux:mud[stump]N sux:ŋešnimbar[palm]N
dcclt/P459217,EEN 263-64 IB 1547 [OB Ura],iv 16,sux:ŋešnimbar[palm]N
dcclt/P459217,EEN 263-64 IB 1547 [OB Ura],iv 17,sux:ŋešnimbar[palm]N
dcclt/P459217,EEN 263-64 IB 1547 [OB Ura],iv 18,sux:he₂.BAD[trimmings]N sux:ŋešnimbar[palm]N
dcclt/P459217,EEN 263-64 IB 1547 [OB Ura],iv 19,sux:tubala[harness]N sux:ŋešnimbar[palm]N
dcclt/P459217,EEN 263-64 IB 1547 [OB Ura],iv 20,sux:su[fibers]N sux:ŋešnimbar[palm]N
dcclt/P459217,EEN 263-64 IB 1547 [OB Ura],iv 21,sux:peš[frond]N sux:ŋešnimbar[palm]N
dcclt/P459217,EEN 263-64 IB 1547 [OB Ura],iv 22,sux:pešmur[~palm]N sux:ŋešnimbar[palm]N
dcclt/P459217,EEN 263-64 IB 1547 [OB Ura],iv 23,sux:pešbandazi[offshoot]N sux:ŋešnimbar[palm]N
dcclt/P459217,EEN 263-64 IB 1547 [OB Ura],iv 24,sux:hara[shoot]N sux:ŋešnimbar[palm]N
dcclt/P459217,EEN 263-64 IB 1547 [OB Ura],iv 28,sux:ŋešnimbar[palm]N
dcclt/P459217,EEN 263-64 IB 1547 [OB Ura],iv 29,sux:ŋešnimbar[palm]N
dcclt/P459217,EEN 263-64 IB 1547 [OB Ura],iv 30,sux:ŋešnimbar[palm]N
dcclt/P459217,EEN 263-64 IB 1547 [OB Ura],iv 31,sux:ŋešnimbar[palm]N
dcclt/P459217,EEN 263-64 IB 1547 [OB Ura],r i 2',sux:šušum[licorice]N
dcclt/P459217,EEN 263-64 IB 1547 [OB Ura],r i 6',sux:antibal[sign]N
dcclt/P459217,EEN 263-64 IB 1547 [OB Ura],r i 10',sux:gizulumma[nettle?]N
dcclt/P459217,EEN 263-64 IB 1547 [OB Ura],r i 11',sux:buzunuma[plant]N
dcclt/P459217,EEN 263-64 IB 1547 [OB Ura],r i 12',sux:tulubum[tree]N
dcclt/P459217,EEN 263-64 IB 1547 [OB Ura],r i 13',sux:anta[tree]N
dcclt/P459217,EEN 263-64 IB 1547 [OB Ura],r i 14',sux:huš[plant]N
dcclt/P459217,EEN 263-64 IB 1547 [OB Ura],r i 15',sux:maš[plant]N
dcclt/P459217,EEN 263-64 IB 1547 [OB Ura],r i 16',sux:mašgurum[plant]N
dcclt/P459217,EEN 263-64 IB 1547 [OB Ura],r i 17',sux:guruʾuš[tree-trunk]N
dcclt/P459217,EEN 263-64 IB 1547 [OB Ura],r i 20',sux:arina[madder]N
dcclt/P459217,EEN 263-64 IB 1547 [OB Ura],r ii 11',sux:šunir[emblem]N
dcclt/P459217,EEN 263-64 IB 1547 [OB Ura],r ii 13',sux:ŋešdubdim[tool]N
dcclt/P459217,EEN 263-64 IB 1547 [OB Ura],r ii 14',sux:sumungi[tool]N
dcclt/P459217,EEN 263-64 IB 1547 [OB Ura],r ii 15',sux:tibala[sign]N
dcclt/P459217,EEN 263-64 IB 1547 [OB Ura],r ii 16',sux:tun[container]N
dcclt/P459217,EEN 263-64 IB 1547 [OB Ura],r ii 17',sux:tun[container]N
dcclt/P459217,EEN 263-64 IB 1547 [OB Ura],r ii 18',sux:tun[container]N
dcclt/P459217,EEN 263-64 IB 1547 [OB Ura],r ii 19',sux:tun[container]N sux:muhaldim[cook]N
dcclt/P459217,EEN 263-64 IB 1547 [OB Ura],r ii 20',sux:tun[container]N sux:šuʾi[barber]N
dcclt/P459217,EEN 263-64 IB 1547 [OB Ura],r ii 21',sux:tun[container]N
dcclt/P459217,EEN 263-64 IB 1547 [OB Ura],r iii 12,sux:guza[chair]N sux:gid[long]V/i
dcclt/P459217,EEN 263-64 IB 1547 [OB Ura],r iii 13,sux:guza[chair]N sux:sirda[cnne]N
dcclt/P459217,EEN 263-64 IB 1547 [OB Ura],r iii 14,sux:guza[chair]N
dcclt/P459217,EEN 263-64 IB 1547 [OB Ura],r iii 15,sux:guza[chair]N
dcclt/P459217,EEN 263-64 IB 1547 [OB Ura],r iii 16,sux:guza[chair]N
dcclt/P459217,EEN 263-64 IB 1547 [OB Ura],r iii 17,sux:guza[chair]N
dcclt/P459217,EEN 263-64 IB 1547 [OB Ura],r iii 18,sux:guza[chair]N
dcclt/P459217,EEN 263-64 IB 1547 [OB Ura],r iii 19,sux:guza[chair]N sux:niŋniŋina[assembly]N
dcclt/P459217,EEN 263-64 IB 1547 [OB Ura],r iii 20,sux:guza[chair]N sux:Magan[1]GN
dcclt/P459217,EEN 263-64 IB 1547 [OB Ura],r iii 21,sux:guza[chair]N
dcclt/P459217,EEN 263-64 IB 1547 [OB Ura],r iii 22,sux:guza[chair]N sux:gidim[ghost]N
dcclt/P459217,EEN 263-64 IB 1547 [OB Ura],r iii 23,sux:guza[chair]N
dcclt/P459217,EEN 263-64 IB 1547 [OB Ura],r iii 24,sux:guza[chair]N
dcclt/P459217,EEN 263-64 IB 1547 [OB Ura],r iv 5,sux:du[build]V/t
dcclt/P459217,EEN 263-64 IB 1547 [OB Ura],r iv 7,sux:guza[chair]N
dcclt/P459217,EEN 263-64 IB 1547 [OB Ura],r iv 8,sux:guza[chair]N
dcclt/P459217,EEN 263-64 IB 1547 [OB Ura],r iv 9,sux:guza[chair]N sux:taškarin[boxwood]N
dcclt/P459217,EEN 263-64 IB 1547 [OB Ura],r iv 10,sux:guza[chair]N sux:mes[tree]N
dcclt/P459217,EEN 263-64 IB 1547 [OB Ura],r iv 11,sux:guza[chair]N sux:halub[tree]N
dcclt/P459217,EEN 263-64 IB 1547 [OB Ura],r iv 12,sux:guza[chair]N sux:gar[knob]N
dcclt/P459217,EEN 263-64 IB 1547 [OB Ura],r iv 13,sux:Gangana[1]MN sux:ud[sun]N
dcclt/P459217,EEN 263-64 IB 1547 [OB Ura],r iv 14,sux:mu[year]N sux:Samsuʾiluna[01]RN sux:lugal[king]N
