id_text,text_name,l_no,text
dcclt/P370399,LTBA 1 79 [OB Ura],o i 2',sux:ŋešnimbar[palm]N
dcclt/P370399,LTBA 1 79 [OB Ura],o i 3',sux:ŋešnimbar[palm]N
dcclt/P370399,LTBA 1 79 [OB Ura],o i 4',sux:ŋešnimbar[palm]N
dcclt/P370399,LTBA 1 79 [OB Ura],o i 5',sux:ŋešnimbar[palm]N
dcclt/P370399,LTBA 1 79 [OB Ura],o i 6',sux:ŋešnimbar[palm]N
dcclt/P370399,LTBA 1 79 [OB Ura],o i 7',sux:ŋešnimbar[palm]N
dcclt/P370399,LTBA 1 79 [OB Ura],o i 9',sux:ŋešnimbar[palm]N
dcclt/P370399,LTBA 1 79 [OB Ura],o i 10',sux:da[side-board]N sux:ŋešnimbar[palm]N
dcclt/P370399,LTBA 1 79 [OB Ura],o i 11',sux:tubala[harness]N sux:ŋešnimbar[palm]N
dcclt/P370399,LTBA 1 79 [OB Ura],o i 12',sux:ŋešnimbar[palm]N
dcclt/P370399,LTBA 1 79 [OB Ura],o i 13',sux:ŋešnimbar[palm]N
dcclt/P370399,LTBA 1 79 [OB Ura],o i 14',sux:hara[shoot]N sux:ŋešnimbar[palm]N
dcclt/P370399,LTBA 1 79 [OB Ura],o i 15',sux:aʾan[spadix]N sux:ŋešnimbar[palm]N
dcclt/P370399,LTBA 1 79 [OB Ura],o i 16',sux:ŋešnimbar[palm]N
dcclt/P370399,LTBA 1 79 [OB Ura],o i 17',sux:ŋešnimbar[palm]N
dcclt/P370399,LTBA 1 79 [OB Ura],o i 18',sux:ŋešnimbar[palm]N
dcclt/P370399,LTBA 1 79 [OB Ura],o i 19',sux:ŋešnimbar[palm]N
dcclt/P370399,LTBA 1 79 [OB Ura],o i 20',sux:ŋešnimbar[palm]N
dcclt/P370399,LTBA 1 79 [OB Ura],o i 21',sux:ŋešnimbar[palm]N
dcclt/P370399,LTBA 1 79 [OB Ura],o i 22',sux:ŋešnimbar[palm]N
dcclt/P370399,LTBA 1 79 [OB Ura],o i 23',sux:ŋešnimbar[palm]N
