,id_line,label,lemma,base,extent,scope,id_text,line
293,Q000001.10,10,udu[sheep]N aslum[sheep]N niga[fattened]V/i sag[rare]V/i,udu aslumₓ(|A.LUM|) niga sag₁₀,,,Q000001,10
294,Q000001.11,11,udu[sheep]N aslum[sheep]N gukkal[sheep]N,udu aslumₓ(|A.LUM|) gukkal,,,Q000001,11
295,Q000001.12,12,udu[sheep]N gukkal[sheep]N,udu gukkal,,,Q000001,12
296,Q000001.13,13,udu[sheep]N gukkal[sheep]N niga[fattened]V/i,udu gukkal niga,,,Q000001,13
297,Q000001.14,14,udu[sheep]N gukkal[sheep]N niga[fattened]V/i sag[rare]V/i,udu gukkal niga sag₁₀,,,Q000001,14
298,Q000001.15,15,udu[sheep]N gukkal[sheep]N ib[hips]N la[hang]V/t,udu gukkal ib₂ la₂,,,Q000001,15
299,Q000001.16,16,udu[sheep]N TU[sheep]N,udu TU,,,Q000001,16
300,Q000001.17,17,udu[sheep]N ad[crippled]V/i,udu ad₄,,,Q000001,17
301,Q000001.18,18,udu[sheep]N kudkudra[disabled]N,udu kud-kud-ra₂,,,Q000001,18
302,Q000001.19,19,udu[sheep]N deg[collect]V/t,udu degₓ(RI)-degₓ(RI),,,Q000001,19
303,Q000001.20,20,udu[sheep]N na[cvne]N deg[collect]V/t,udu na degₓ(RI),,,Q000001,20
304,Q000001.21,21,udu[sheep]N kur[mountain]N,udu kur,,,Q000001,21
305,Q000001.22,22,udu[sheep]N HI.gina[unmng]N,udu HI-gi-na,,,Q000001,22
306,Q000001.23,23,udu[sheep]N diŋir[deity]N gu[eat]V/t,udu diŋir gu₇,,,Q000001,23
307,Q000001.24,24,udu[sheep]N urmah[lion]N gu[eat]V/t,udu ur-mah gu₇,,,Q000001,24
308,Q000001.25,25,udu[sheep]N urbara[wolf]N gu[eat]V/t,udu ur-bar-ra gu₇,,,Q000001,25
309,Q000001.26,26,udu[sheep]N šurum[litter]N,udu šurum₆-ma,,,Q000001,26
310,Q000001.27,27,udu[sheep]N gag[pock]N šub[fall]V/t,udu gag šub,,,Q000001,27
311,Q000001.28,28,udu[sheep]N mur[lung]N šub[fall]V/t,udu mur šub,,,Q000001,28
312,Q000001.29,29,udu[sheep]N gum[mange]N šub[fall]V/t,udu gan šub,,,Q000001,29
313,Q000001.30,30,udu[sheep]N ib[hips]N gig[sick]V/i,udu ib₂ gig,,,Q000001,30
314,Q000001.31,31,udu[sheep]N šag[heart]N sur[press]V/t,udu šag₄ sur,,,Q000001,31
315,Q000001.32,32,udu[sheep]N du[push]V/t,udu du₇-du₇,,,Q000001,32
316,Q000001.33,33,udu[sheep]N gurgur[~animal]N,udu gur₄-gur₄,,,Q000001,33
317,Q000001.34,34,udu[sheep]N ur[roof]N,udu ur₃,,,Q000001,34
318,Q000001.35,35,udu[sheep]N NE[NA]NA ur[roof]N,udu NE ur₃,,,Q000001,35
319,Q000001.36,36,udu[sheep]N nim[high]V/i,udu nim,,,Q000001,36
320,Q000001.37,37,udu[sheep]N nim[high]V/i,udu nim-nim,,,Q000001,37
321,Q000001.38,38,udu[sheep]N saŋ[head]N nim[high]V/i,udu saŋ nim-nim,,,Q000001,38
322,Q000001.39,39,udu[sheep]N saʾadgal[disease]N,udu sa-ad-gal,,,Q000001,39
323,Q000001.40,40,udu[sheep]N saʾadnim[disease]N,udu sa-ad-nim,,,Q000001,40
324,Q000001.41,41,udu[sheep]N siʾilla[inspection]N,udu si-il-la₂,,,Q000001,41
325,Q000001.42,42,udu[sheep]N si[horn]N min[two]NU la[hang]V/t,udu si min la₂,,,Q000001,42
326,Q000001.43,43,udu[sheep]N zusiga[~sheep]N,udu zu₂-si-ga,,,Q000001,43
327,Q000001.44,44,udu[sheep]N zusiga[~sheep]N kur[mountain]N,udu zu₂-si-ga kur,,,Q000001,44
328,Q000001.45,45,udu[sheep]N zusiga[~sheep]N MAR.TU[westerner]N,udu zu₂-si-ga MAR-TU,,,Q000001,45
329,Q000001.46,46,udu[sheep]N maššugidgid[diviner]N,udu maš₂-šu-gid₂-gid₂,,,Q000001,46
330,Q000001.47,47,udu[sheep]N mašdarea[payment]N,udu maš₂-da-ri,,,Q000001,47
331,Q000001.48,48,udu[sheep]N namuruna[~herd]N,udu nam-urunₓ(EN)-na,,,Q000001,48
332,Q000001.49,49,udu[sheep]N namraʾak[booty]N,udu nam-ra-ak,,,Q000001,49
333,Q000001.50,50,udu[sheep]N namerim[oath]N,udu nam-erim₂,,,Q000001,50
334,Q000001.51,51,udu[sheep]N Eana[1]TN,udu e₂-an-na,,,Q000001,51
335,Q000001.52,52,udu[sheep]N dagaltuma[pouch]N,udu da-gal-tum-ma,,,Q000001,52
336,Q000001.53,53,udu[sheep]N barŋal[~sheep]N,udu bar-ŋal₂,,,Q000001,53
337,Q000001.54,54,udu[sheep]N barsuga[~sheep]AJ,udu bar-sug₄,,,Q000001,54
338,Q000001.55,55,udu[sheep]N barsal[sheep]N,udu bar-sal,,,Q000001,55
339,Q000001.56,56,udu[sheep]N ŋirtab[scorpion]N,udu ŋir₂-tab,,,Q000001,56
340,Q000001.57,57,udu[sheep]N zulumhi[sheep]N,udu zulumhi,,,Q000001,57
341,Q000001.58,58,udu[sheep]N gaba[chest]N,udu gaba,,,Q000001,58
342,Q000001.59,59,udu[sheep]N gabaria[offering]N,udu gaba-ri-a,,,Q000001,59
343,Q000001.60,60,udu[sheep]N igidu[gift]N,udu igi-duh-a,,,Q000001,60
344,Q000001.61,61,udu[sheep]N urri[~sheep]N,udu ur₂-ri-a,,,Q000001,61
345,Q000001.62,62,udu[sheep]N zag[side]N urri[~sheep]N,udu zag ur₂-ri-a,,,Q000001,62
346,Q000001.63,63,udu[sheep]N bala[turn]V/t zag[side]N urri[~sheep]N,udu bala zag ur₂-ri-a,,,Q000001,63
347,Q000001.64,64,udu[sheep]N ri[unmng]N,udu ri-ri,,,Q000001,64
348,Q000001.65,65,udu[sheep]N sig[pluck]V/t,udu si-si-ga,,,Q000001,65
349,Q000001.66,66,udu[sheep]N a[water]N ak[do]V/t,udu a ak,,,Q000001,66
350,Q000001.67,67,udu[sheep]N lipiš[innards]N,udu lipiš,,,Q000001,67
351,Q000001.68,68,udu[sheep]N zuh[steal]V/t,udu zuh,,,Q000001,68
352,Q000001.69,69,udu[sheep]N TUG₂.da[~sheep]N,udu TUG₂-da,,,Q000001,69
353,Q000001.70,70,udu[sheep]N adda[corpse]N,udu adda₂,,,Q000001,70
354,Q000001.71,71,udu[sheep]N kurušda[fattener]N,udu kurušda,,,Q000001,71
355,Q000001.72,72,udu[sheep]N kurušda[fattener]N,udu kurušda,,,Q000001,72
356,Q000001.73,73,udu[sheep]N ŋissu[shade]N,udu ŋissu,,,Q000001,73
357,Q000001.74,74,udu[sheep]N sug[empty]V/i,udu sug₄,,,Q000001,74
358,Q000001.75,75,udu[sheep]N ŋešbun[meal]N,udu ŋešbun,,,Q000001,75
359,Q000001.76,76,udu[sheep]N KI.KAŠ.NI[meal]N,udu KI-KAŠ-NI,,,Q000001,76
360,Q000001.77,77,udu[sheep]N ki[place]N ŋar[place]V/t,udu ki ŋar,,,Q000001,77
361,Q000001.78,78,udu[sheep]N gu[neck]N ŋar[place]V/t,udu gu₂ ŋar,,,Q000001,78
362,Q000001.79,79,udu[sheep]N šum[slaughter]V/t,udu šum,,,Q000001,79
363,Q000001.80,80,udu[sheep]N šušuma[consignment]N,udu šu-šum₂-ma,,,Q000001,80
364,Q000001.81,81,udu[sheep]N šuduʾa[guarantee]N,udu šu-du₈-a,,,Q000001,81
365,Q000001.82,82,udu[sheep]N šu[hand]N saŋ[head]N dug[speak]V/t,udu šu saŋ dug₄,,,Q000001,82
366,Q000001.83,83,udu[sheep]N zilkum[~animal]N,udu zi-il-kum,,,Q000001,83
367,Q000001.84,84,udu[sheep]N terzum[presentation]N,udu te-er-zum,,,Q000001,84
368,Q000001.85,85,udu[sheep]N dimma[~sheep]N,udu dimₓ(BALAŊ)-ma,,,Q000001,85
369,Q000001.86,86,udu[sheep]N sam[price]N,udu sam₂,,,Q000001,86
370,Q000001.87,87,udu[sheep]N šakanka[market]N,udu šakanka(|KI.LAM|),,,Q000001,87
371,Q000001.88,88,udu[sheep]N siškur[prayer]N,udu siškur₂,,,Q000001,88
372,Q000001.89,89,udu[sheep]N šud[prayer]N,udu šud₃,,,Q000001,89
373,Q000001.90,90,udu[sheep]N ešeš[festival]N,udu eš₃-eš₃,,,Q000001,90
374,Q000001.91,91,udu[sheep]N sikil[pure]V/i,udu sikil,,,Q000001,91
375,Q000001.92,92,udu[sheep]N saŋ[head]N sikil[pure]V/i,udu saŋ sikil,,,Q000001,92
376,Q000001.93,93,udu[sheep]N mu[name]N pad[find]V/t,udu mu pad₃,,,Q000001,93
377,Q000001.94,94,udu[sheep]N kadra[gift]N,udu kadra(|GAR.ŠA₃.A|),,,Q000001,94
378,Q000001.95,95,udu[sheep]N niŋdea[gift]N,udu niŋ₂-de₂-a,,,Q000001,95
379,Q000001.96,96,udu[sheep]N niŋdea[gift]N munus[woman]N,udu niŋ₂-de₂-a munus,,,Q000001,96
380,Q000001.97,97,udu[sheep]N sila[bait]N urbara[wolf]N,udu sila ur-bar-ra,,,Q000001,97
381,Q000001.98,98,udu[sheep]N gug[grass]N nud[lie]V/t,udu gug-ga nud,,,Q000001,98
382,Q000001.99,99,udu[sheep]N hi[mix]V/t,udu hi,,,Q000001,99
383,Q000001.100,100,udu[sheep]N mašanše[animals]N,udu maš₂-anše,,,Q000001,100
384,Q000001.101,101,udu[sheep]N babbar[white]V/i,udu babbar,,,Q000001,101
385,Q000001.102,102,udu[sheep]N giggi[black]V/i,udu giggi,,,Q000001,102
386,Q000001.103,103,udu[sheep]N su[red]V/i,udu su₄,,,Q000001,103
387,Q000001.104,104,udu[sheep]N sissig[green]V/i,udu sig₇-sig₇,,,Q000001,104
388,Q000001.105,105,udu[sheep]N gunu[speckled]V/i,udu gun₃,,,Q000001,105
389,Q000001.106,106,udu[sheep]N mu[sound]V/i ša[cvve]V/t,udu mu₇ ša₄,,,Q000001,106
390,Q000001.107,107,u[ewe]N,u₈,,,Q000001,107
391,Q000001.108,108,u[ewe]N šag[heart]N,u₈ šag₄,,,Q000001,108
392,Q000001.109,109,u[ewe]N šagpeš[pregnant]AJ,u₈ šag₄-peš₄,,,Q000001,109
393,Q000001.110,110,u[ewe]N utud[bear]V/t,u₈ u₃-tud,,,Q000001,110
394,Q000001.111,111,u[ewe]N utud[bear]V/t,u₈ tud,,,Q000001,111
395,Q000001.112,112,u[ewe]N ŋeš[penis]N zu[know]V/t,u₈ ŋeš₃ zu-zu,,,Q000001,112
396,Q000001.113,113,u[ewe]N ŋeš[penis]N zu[know]V/t,u₈ ŋeš₃ zu,,,Q000001,113
397,Q000001.114,114,u[ewe]N ib[hips]N gig[sick]V/i,u₈ ib₂ gig,,,Q000001,114
398,Q000001.115,115,u[ewe]N šag[heart]N sur[press]V/t,u₈ šag₄ sur,,,Q000001,115
399,Q000001.116,116,u[ewe]N sila[lamb]N utud[bear]V/t,u₈ sila₄ tud,,,Q000001,116
400,Q000001.117,117,u[ewe]N sila[lamb]N du[go]V/t,u₈ sila₄ du,,,Q000001,117
401,Q000001.118,118,u[ewe]N sila[lamb]N šub[fall]V/t,u₈ sila₄ šub,,,Q000001,118
402,Q000001.119,119,u[ewe]N si[horn]N mu[grow]V/t,u₈ si mu₂,,,Q000001,119
403,Q000001.120,120,u[ewe]N deg[collect]V/t,u₈ degₓ(RI)-degₓ(RI),,,Q000001,120
404,Q000001.121,121,u[ewe]N na[cvne]N deg[collect]V/t,u₈ na degₓ(RI),,,Q000001,121
405,Q000001.122,122,u[ewe]N gangig[miscarriage]N dug[speak]V/t,u₈ gan₂-gig dug₄-dug₄,,,Q000001,122
406,Q000001.123,123,uzud[goat]N,uzud,,,Q000001,123
407,Q000001.124,124,uzud[goat]N gi[turn]V/i,uzud gi₄,,,Q000001,124
408,Q000001.125,125,uzud[goat]N šag[heart]N,uzud šag₄,,,Q000001,125
409,Q000001.126,126,uzud[goat]N šagpeš[pregnant]AJ,uzud šag₄-peš₁₃(|ŠA₃×TUR|),,,Q000001,126
410,Q000001.127,127,uzud[goat]N utud[bear]V/t,uzud u₃-tud,,,Q000001,127
411,Q000001.128,128,uzud[goat]N utud[bear]V/t,uzud tud,,,Q000001,128
412,Q000001.129,129,uzud[goat]N ŋeš[penis]N zu[know]V/t,uzud ŋeš₃ zu-zu,,,Q000001,129
413,Q000001.130,130,uzud[goat]N ŋeš[penis]N zu[know]V/t,uzud ŋeš₃ zu,,,Q000001,130
414,Q000001.131,131,uzud[goat]N ib[hips]N gig[sick]V/i,uzud ib₂ gig,,,Q000001,131
415,Q000001.132,132,uzud[goat]N šag[heart]N sur[press]V/t,uzud šag₄ sur,,,Q000001,132
416,Q000001.133,133,maš[goat]N,maš₂,,,Q000001,133
417,Q000001.134,134,mašgal[goat]N,maš₂-gal,,,Q000001,134
418,Q000001.135,135,maš[goat]N saŋ[head]N,maš₂ saŋ,,,Q000001,135
419,Q000001.136,136,maš[goat]N zu[tooth]N,maš₂ zu₂,,,Q000001,136
420,Q000001.137,137,maš[goat]N zu[tooth]N rah[beat]V/t,maš₂ zu₂ ra-ah,,,Q000001,137
421,Q000001.138,138,maš[goat]N gaba[chest]N,maš₂ gaba,,,Q000001,138
422,Q000001.139,139,maš[goat]N gabaria[offering]N,maš₂ gaba-ri-a,,,Q000001,139
423,Q000001.140,140,maš[goat]N igidu[gift]N,maš₂ igi-duh-a,,,Q000001,140
424,Q000001.141,141,maš[goat]N gub[~sheep]V/t,maš₂ gub,,,Q000001,141
425,Q000001.142,142,maš[goat]N lipiš[innards]N,maš₂ lipiš,,,Q000001,142
426,Q000001.143,143,maš[goat]N sala[bug-ridden]AJ,maš₂ za-la₂,,,Q000001,143
427,Q000001.144,144,maš[goat]N kur[mountain]N,maš₂ kur,,,Q000001,144
428,Q000001.145,145,maš[goat]N sakeškešsa[bug-ridden]N,maš₂ sa-keš₂-keš₂-sa,,,Q000001,145
429,Q000001.146,146,maš[goat]N guʾeguʾe[fatty?]AJ,maš₂ gu₂-e₃-gu₂-e₃,,,Q000001,146
430,Q000001.147,147,maš[goat]N min[two]NU,maš₂ min,,,Q000001,147
431,Q000001.148,148,maš[goat]N eš[three]NU,maš₂ eš₅,,,Q000001,148
432,Q000001.149,149,maš[goat]N babbar[white]V/i,maš₂ babbar,,,Q000001,149
433,Q000001.150,150,maš[goat]N giggi[black]V/i,maš₂ giggi,,,Q000001,150
434,Q000001.151,151,maš[goat]N su[red]V/i,maš₂ su₄,,,Q000001,151
435,Q000001.152,152,maš[goat]N kiŋgia[~animal]N,maš₂ kiŋ₂-gi₄-a,,,Q000001,152
436,Q000001.153,153,sila[lamb]N,sila₄,,,Q000001,153
437,Q000001.154,154,sila[lamb]N kiŋgia[~animal]N,sila₄ kiŋ₂-gi₄-a,,,Q000001,154
438,Q000001.155,155,sila[lamb]N gaba[chest]N,sila₄ gaba,,,Q000001,155
439,Q000001.156,156,sila[lamb]N gabaria[offering]N,sila₄ gaba-ri-a,,,Q000001,156
440,Q000001.157,157,sila[lamb]N igidu[gift]N,sila₄ igi-duh-a,,,Q000001,157
441,Q000001.158,158,sila[lamb]N nim[high]V/i,sila₄ nim,,,Q000001,158
442,Q000001.159,159,sila[lamb]N ud[sun]N buru[harvest]N,sila₄ ud buru₁₄,,,Q000001,159
443,Q000001.160,160,sila[lamb]N enten[winter]N,sila₄ en-te-na,,,Q000001,160
444,Q000001.161,161,sila[lamb]N maš[goat]N,sila₄ maš₂,,,Q000001,161
445,Q000001.162,162,sila[lamb]N aslum[sheep]N,sila₄ aslumₓ(|A.LUM|),,,Q000001,162
446,Q000001.163,163,sila[lamb]N ga[milk]N,sila₄ ga,,,Q000001,163
447,Q000001.164,164,sila[lamb]N ga[milk]N gu[eat]V/t,sila₄ ga gu₇,,,Q000001,164
448,Q000001.165,165,sila[lamb]N ga[milk]N naŋ[drink]V/t,sila₄ ga naŋ,,,Q000001,165
449,Q000001.166,166,sila[lamb]N ga[milk]N sub[rub]V/t,sila₄ ga sub,,,Q000001,166
450,Q000001.167,167,kir[lamb]N gub[~sheep]V/t,kir₁₁ gub,,,Q000001,167
451,Q000001.168,168,sila[lamb]N gub[~sheep]V/t,sila₄ gub,,,Q000001,168
452,Q000001.169,169,kir[lamb]N dili[single]V/i ur[pluck]V/t,kir₁₁ dili ur₄,,,Q000001,169
453,Q000001.170,170,sila[lamb]N dili[single]V/i ur[pluck]V/t,sila₄ dili ur₄,,,Q000001,170
454,Q000001.171,171,ašgar[kid]N,{munus}aš₂-gar₃,,,Q000001,171
455,Q000001.172,172,ašgar[kid]N ŋeš[penis]N zu[know]V/t,{munus}aš₂-gar₃ ŋeš₃ zu-zu,,,Q000001,172
456,Q000001.173,173,ašgar[kid]N ŋeš[penis]N zu[know]V/t,{munus}aš₂-gar₃ ŋeš₃ zu,,,Q000001,173
457,Q000001.174,174,gud[ox]N,gud,,,Q000001,174
458,Q000001.175,175,gud[ox]N a[arm]N ur[harness]N,gud a₂ ur₃,,,Q000001,175
459,Q000001.176,176,gud[ox]N ŋešdu[breeder]N,gud ŋeš-du₃-a,,,Q000001,176
460,Q000001.177,177,gud[ox]N ŋeštaga[sacrifice]N,gud ŋeš-tag-ga,,,Q000001,177
461,Q000001.178,178,gud[ox]N mah[mature]V/i,gud mah₂,,,Q000001,178
462,Q000001.179,179,gud[ox]N šugi[senior]N,gud šu-gi₄,,,Q000001,179
463,Q000001.180,180,gud[ox]N šuagina[offerings]N,gud šu-gi-na,,,Q000001,180
464,Q000001.181,181,gud[ox]N x-ra[NA]NA,gud x-ra,,,Q000001,181
465,Q000001.182,182,gud[ox]N deg[collect]V/t,gud degₓ(RI)-degₓ(RI),,,Q000001,182
466,Q000001.183,183,gud[ox]N na[cvne]N deg[collect]V/t,gud na degₓ(RI),,,Q000001,183
467,Q000001.184,184,gud[ox]N babbar[white]V/i,gud babbar,,,Q000001,184
468,Q000001.185,185,gud[ox]N giggi[black]V/i,gud giggi,,,Q000001,185
469,Q000001.186,186,gud[ox]N su[red]V/i,gud su₄,,,Q000001,186
470,Q000001.187,187,gud[ox]N sissig[green]V/i,gud sig₇-sig₇,,,Q000001,187
471,Q000001.188,188,gud[ox]N gunu[speckled]V/i,gud gun₃,,,Q000001,188
472,Q000001.189,189,gud[ox]N dalla[bright]V/i,gud dalla,,,Q000001,189
473,Q000001.190,190,gud[ox]N kur[mountain]N,gud kur,,,Q000001,190
474,Q000001.191,191,gud[ox]N hunu[weak]V/i,gud hu-nu,,,Q000001,191
475,Q000001.192,192,gud[ox]N a₂.gur.X[~oxen]N,gud a₂-gur-X,,,Q000001,192
476,Q000001.193,193,gud[ox]N a₂.gur.X.X[~oxen]N,gud a₂-gur-x-x,,,Q000001,193
477,Q000001.194,194,gud[ox]N a₂-x-x[NA]NA,gud a₂-x-x,,,Q000001,194
478,Q000001.195,195,gud[ox]N x[NA]NA,gud x,,,Q000001,195
479,Q000001.196,196,gudalim[bovid]N,gud-alim-bu,,,Q000001,196
480,Q000001.197,197,gud[ox]N an[sky]N,gud an,,,Q000001,197
481,Q000001.198,198,gud[ox]N dumu[child]N {d}utu[NA]NA,gud dumu {d}utu,,,Q000001,198
482,Q000001.199,199,gud[ox]N kun[tail]N,gud kun,,,Q000001,199
483,Q000001.200,200,gud[ox]N Lullubi[1]GN,gud lu-lu-bu-um,,,Q000001,200
484,Q000001.201,201,gud[ox]N ki[place]N ŋar[place]V/t,gud ki ŋar,,,Q000001,201
485,Q000001.202,202,gud[ox]N gu[neck]N ŋar[place]V/t,gud gu₂ ŋar,,,Q000001,202
486,Q000001.203,203,gud[ox]N ab[cow]N,gud ab₂,,,Q000001,203
487,Q000001.204,204,gud[ox]N ab[cow]N hi[mix]V/t,gud ab₂ hi,,,Q000001,204
488,Q000001.205,205,ab[cow]N,ab₂,,,Q000001,205
489,Q000001.206,206,ab[cow]N šilam[cow]N,ab₂ šilamₓ(|NUN.LAGAR|),,,Q000001,206
490,Q000001.207,207,ab[cow]N peš[thick]V/i,ab₂ peš₇,,,Q000001,207
491,Q000001.208,208,ab[cow]N šar[~cow]N,ab₂ šarₓ(NE),,,Q000001,208
492,Q000001.209,209,ab[cow]N suhub[~oxen]N,ab₂ suhub(|BAR.(3×AN)|),,,Q000001,209
493,Q000001.210,210,ab[cow]N ubur[breast]N,ab₂ ubur(|DAG.KISIM₅×GA|),,,Q000001,210
494,Q000001.211,211,ab[cow]N utud[bear]V/t,ab₂ u₃-tud,,,Q000001,211
495,Q000001.212,212,ab[cow]N utud[bear]V/t,ab₂ tud,,,Q000001,212
496,Q000001.213,213,ab[cow]N ŋeš[penis]N zu[know]V/t,ab₂ ŋeš₃ zu-zu,,,Q000001,213
497,Q000001.214,214,ab[cow]N ŋeš[penis]N zu[know]V/t,ab₂ ŋeš₃ zu,,,Q000001,214
498,Q000001.215,215,ab[cow]N ib[hips]N gig[sick]V/i,ab₂ ib₂ gig,,,Q000001,215
499,Q000001.216,216,ab[cow]N šag[heart]N sur[press]V/t,ab₂ šag₄ sur,,,Q000001,216
500,Q000001.217,217,ab[cow]N mah[mature]V/i,ab₂ mah₂,,,Q000001,217
501,Q000001.218,218,ab[cow]N šugi[senior]N,ab₂ šu-gi₄,,,Q000001,218
502,Q000001.219,219,ab[cow]N si[horn]N ŋal[be]V/i,ab₂ si ŋal₂,,,Q000001,219
503,Q000001.220,220,ab[cow]N si[horn]N ŋal[be]V/i,ab₂ si ŋal₂,,,Q000001,220
504,Q000001.221,221,abzaza[zebu]N,ab₂-za-za,,,Q000001,221
505,Q000001.222,222,amar[young]N,amar,,,Q000001,222
506,Q000001.223,223,amar[young]N ga[milk]N,amar ga,,,Q000001,223
507,Q000001.224,224,amar[young]N ga[milk]N naŋ[drink]V/t,amar ga naŋ,,,Q000001,224
508,Q000001.225,225,amar[young]N ga[milk]N gu[eat]V/t,amar ga gu₇,,,Q000001,225
509,Q000001.226,226,amar[young]N ga[milk]N sub[rub]V/t,amar ga sub,,,Q000001,226
510,Q000001.227,227,amar[young]N sah[playful]AJ,amar sah₄,,,Q000001,227
511,Q000001.228,228,amar[young]N lirum[strength]N,amar lirum,,,Q000001,228
512,Q000001.229,229,amar[young]N banda[junior]V/i,amar banda₃{da},,,Q000001,229
513,Q000001.230,230,amar[young]N mu[year]N 3(aš)[NA]NA,amar mu 3(aš),,,Q000001,230
514,Q000001.231,231,amar[young]N mu[year]N 2(aš)[NA]NA,amar mu 2(aš),,,Q000001,231
515,Q000001.232,232,amar[young]N mu[year]N 1(aš)[NA]NA,amar mu 1(aš),,,Q000001,232
516,Q000001.233,233,amar[young]N babbar[white]V/i,amar babbar,,,Q000001,233
517,Q000001.234,234,amar[young]N giggi[black]V/i,amar giggi,,,Q000001,234
518,Q000001.235,235,amar[young]N su[red]V/i,amar su₄,,,Q000001,235
519,Q000001.236,236,amar[young]N sissig[green]V/i,amar sig₇-sig₇,,,Q000001,236
520,Q000001.237,237,amar[young]N gunu[speckled]V/i,amar gun₃,,,Q000001,237
521,Q000001.238,238,anše[equid]N,anše,,,Q000001,238
522,Q000001.239,239,dusu[equid]N,dusu₂,,,Q000001,239
523,Q000001.240,240,kunga[equid]N,{anše}kungaₓ(KI),,,Q000001,240
524,Q000001.241,241,anše[equid]N kaš[runner]N,anše kaš₄,,,Q000001,241
525,Q000001.242,242,dur[donkey]N gu[voice]N di[speak]V/t,dur₃ gu₃ di,,,Q000001,242
526,Q000001.243,243,anše[equid]N KA-x[NA]NA,anše KA-x,,,Q000001,243
527,Q000001.244,244,dur[donkey]N,dur₃{ur₃},,,Q000001,244
528,Q000001.245,245,dur[donkey]N AŠ[NA]NA,dur₃{ur₃} AŠ,,,Q000001,245
529,Q000001.246,246,anšeʾedenak[equid]N,anše-eden-na,,,Q000001,246
530,Q000001.247,247,anše[equid]N nun[prince]N,anše nun,,,Q000001,247
531,Q000001.248,248,anšeŋirnun[equid]N,anše-ŋir₂-nun,,,Q000001,248
532,Q000001.249,249,anše[equid]N guza[chair]N,anše {ŋeš}gu-za,,,Q000001,249
533,Q000001.250,250,anše[equid]N gigir[chariot]N,anše {ŋeš}gigir,,,Q000001,250
534,Q000001.251,251,anše[equid]N barag[sack]N la[hang]V/t,anše barag la₂,,,Q000001,251
535,Q000001.252,252,sisi[horse]N,sisi,,,Q000001,252
536,Q000001.253,253,eme[donkey]N,eme₃(|SAL.ANŠE|),,,Q000001,253
537,Q000001.254,254,eme[donkey]N,eme₅,,,Q000001,254
538,Q000001.255,255,eme[donkey]N šag[heart]N,eme₅ šag₄,,,Q000001,255
539,Q000001.256,256,eme[donkey]N šagpeš[pregnant]AJ,eme₅ šag₄-peš₄,,,Q000001,256
540,Q000001.257,257,eme[donkey]N utud[bear]V/t,eme₅ u₃-tud,,,Q000001,257
541,Q000001.258,258,eme[donkey]N utud[bear]V/t,eme₅ tud,,,Q000001,258
542,Q000001.259,259,eme[donkey]N ŋeš[penis]N zu[know]V/t,eme₅ ŋeš₃ zu-zu,,,Q000001,259
543,Q000001.260,260,eme[donkey]N ŋeš[penis]N zu[know]V/t,eme₅ ŋeš₃ zu,,,Q000001,260
544,Q000001.261,261,eme[donkey]N ib[hips]N gig[sick]V/i,eme₅ ib₂ gig,,,Q000001,261
545,Q000001.262,262,eme[donkey]N šag[heart]N sur[press]V/t,eme₅ šag₄ sur,,,Q000001,262
546,Q000001.263,263,muš[snake]N,muš,,,Q000001,263
547,Q000001.264,264,muš[snake]N huš[reddish]V/i,muš huš,,,Q000001,264
548,Q000001.265,265,muš[snake]N Nirah[1]DN,muš {d}nirah,,,Q000001,265
549,Q000001.266,266,muš[snake]N ušumgal[dragon]N,muš ušumgal,,,Q000001,266
550,Q000001.267,267,muš[snake]N na[stone]N,muš na₄,,,Q000001,267
551,Q000001.268,268,muš[snake]N a[water]N,muš a,,,Q000001,268
552,Q000001.269,269,muš[snake]N sahar[dust]N,muš sahar,,,Q000001,269
553,Q000001.270,270,muš[snake]N gud[nest]N,muš gud₃,,,Q000001,270
554,Q000001.271,271,muš[snake]N sas[grass]N,muš {u₂}|KI.KAL|,,,Q000001,271
555,Q000001.272,272,muš[snake]N ribba[plant]N,muš {u₂}rib-ba,,,Q000001,272
556,Q000001.273,273,muš[snake]N kindar[hole]N,muš ki-in-dar,,,Q000001,273
557,Q000001.274,274,muš[snake]N kiʾuš[waste]N,muš ki-uš₂,,,Q000001,274
558,Q000001.275,275,muš[snake]N ŋušur[beam]N,muš {ŋeš}ŋušur,,,Q000001,275
559,Q000001.276,276,muš[snake]N šagtur[womb]N,muš šag₄-tur₃,,,Q000001,276
560,Q000001.277,277,muš[snake]N saŋ[head]N imin[seven]NU,muš saŋ imin,,,Q000001,277
561,Q000001.278,278,muš[snake]N eme[tongue]N min[two]NU,muš eme min,,,Q000001,278
562,Q000001.279,279,muš[snake]N saŋkal[foremost]AJ,muš saŋ-kal,,,Q000001,279
563,Q000001.280,280,muš[snake]N si[horn]N gur[lift]V/t,muš si gur₃-ru,,,Q000001,280
564,Q000001.281,281,muš[snake]N kun[tail]N kud[cut]V/t,muš kun kud,,,Q000001,281
565,Q000001.282,282,muš[snake]N šagsig[weft]N,muš šag₄-sig,,,Q000001,282
566,Q000001.283,283,muš[snake]N uŋiri[unmng]N mu[grow]V/t,muš u₂-ŋiri₃ mu₂,,,Q000001,283
567,Q000001.284,284,muš[snake]N gar[knob]N ŋeštin[vine]N,muš gar₃ ŋeštin,,,Q000001,284
568,Q000001.285,285,muš[snake]N igi[eye]N ŋal[be]V/i,muš igi ŋal₂,,,Q000001,285
