id_text,text_name,l_no,text
dcclt/P235262,EEN 268-269 KM 89542 [OB Ura],a i 1',sux:ŋeštinkira[berry]N
dcclt/P235262,EEN 268-269 KM 89542 [OB Ura],a i 2',sux:ŋeštin[vine]N sux:kaʾa[fox]N
dcclt/P235262,EEN 268-269 KM 89542 [OB Ura],a i 3',sux:ŋeštinguruma[~vine]N
dcclt/P235262,EEN 268-269 KM 89542 [OB Ura],a i 4',sux:ŋeštin[vine]N sux:ah[dry]V/i
dcclt/P235262,EEN 268-269 KM 89542 [OB Ura],a i 5',sux:peš[fig]N
dcclt/P235262,EEN 268-269 KM 89542 [OB Ura],a i 6',sux:peš[fig]N sux:Mari[1]SN
dcclt/P235262,EEN 268-269 KM 89542 [OB Ura],a i 7',sux:hašhur[apple]N
dcclt/P235262,EEN 268-269 KM 89542 [OB Ura],a i 8',sux:hašhur[apple]N sux:kur[mountain]N
dcclt/P235262,EEN 268-269 KM 89542 [OB Ura],a i 9',sux:hašhur[apple]N sux:armanu[tree]N
dcclt/P235262,EEN 268-269 KM 89542 [OB Ura],a i 10',sux:hašhur[apple]N sux:damšelum[plant]N
dcclt/P235262,EEN 268-269 KM 89542 [OB Ura],a i 11',sux:hašhur[apple]N sux:baza[dwarf]N
dcclt/P235262,EEN 268-269 KM 89542 [OB Ura],a i 12',sux:hašhur[apple]N sux:še[barley]N sux:eštub[carp]N
dcclt/P235262,EEN 268-269 KM 89542 [OB Ura],a i 13',sux:hašhur[apple]N sux:še[barley]N sux:šeŋuš[barley]N
dcclt/P235262,EEN 268-269 KM 89542 [OB Ura],a i 15',sux:šedug[tree]N
dcclt/P235262,EEN 268-269 KM 89542 [OB Ura],a i 16',sux:šinig[tamarisk]N
dcclt/P235262,EEN 268-269 KM 89542 [OB Ura],c ii 5',sux:dilim[spoon]N
dcclt/P235262,EEN 268-269 KM 89542 [OB Ura],c ii 6',sux:dilim[spoon]N sux:gal[big]V/i
dcclt/P235262,EEN 268-269 KM 89542 [OB Ura],c ii 7',sux:dilim[spoon]N sux:tur[small]V/i
dcclt/P235262,EEN 268-269 KM 89542 [OB Ura],c ii 8',sux:maltum[bowl]N
dcclt/P235262,EEN 268-269 KM 89542 [OB Ura],c ii 9',sux:banšur[table]N
dcclt/P235262,EEN 268-269 KM 89542 [OB Ura],c ii 10',sux:banšur[table]N
dcclt/P235262,EEN 268-269 KM 89542 [OB Ura],c ii 11',sux:banšur[table]N
dcclt/P235262,EEN 268-269 KM 89542 [OB Ura],c ii 12',sux:banšur[table]N sux:saŋdu[head]N
dcclt/P235262,EEN 268-269 KM 89542 [OB Ura],c ii 17',sux:kuŋ[stair]N
dcclt/P235262,EEN 268-269 KM 89542 [OB Ura],c ii 18',sux:kuŋ[stair]N sux:bad[wall]N
dcclt/P235262,EEN 268-269 KM 89542 [OB Ura],c ii 19',sux:sag[good]V/i
dcclt/P235262,EEN 268-269 KM 89542 [OB Ura],c ii 21',sux:kuŋ[stair]N
dcclt/P235262,EEN 268-269 KM 89542 [OB Ura],c ii 22',sux:kuŋ[stair]N
dcclt/P235262,EEN 268-269 KM 89542 [OB Ura],c ii 23',sux:buniŋ[trough]N
dcclt/P235262,EEN 268-269 KM 89542 [OB Ura],c ii 24',sux:buniŋ[trough]N sux:tur[small]V/i
dcclt/P235262,EEN 268-269 KM 89542 [OB Ura],c ii 25',sux:buniŋ[trough]N sux:gal[big]V/i
dcclt/P235262,EEN 268-269 KM 89542 [OB Ura],c ii 26',sux:buniŋ[trough]N
dcclt/P235262,EEN 268-269 KM 89542 [OB Ura],c ii 27',sux:naŋa[mortar]N
dcclt/P235262,EEN 268-269 KM 89542 [OB Ura],c ii 31',sux:tukul[weapon]N sux:naŋasikaz[pestle]N
dcclt/P235262,EEN 268-269 KM 89542 [OB Ura],d i 1',sux:ma[ship]N
dcclt/P235262,EEN 268-269 KM 89542 [OB Ura],d i 2',sux:ad[log]N sux:ma[ship]N
dcclt/P235262,EEN 268-269 KM 89542 [OB Ura],d i 3',sux:adus[plank]N sux:ma[ship]N
dcclt/P235262,EEN 268-269 KM 89542 [OB Ura],d i 4',sux:anše[equid]N sux:ma[ship]N
dcclt/P235262,EEN 268-269 KM 89542 [OB Ura],d i 5',sux:si[horn]N sux:ma[ship]N
dcclt/P235262,EEN 268-269 KM 89542 [OB Ura],d i 6',sux:ma[ship]N
dcclt/P235262,EEN 268-269 KM 89542 [OB Ura],d i 7',sux:ma[ship]N
dcclt/P235262,EEN 268-269 KM 89542 [OB Ura],d i 8',sux:ma[ship]N
dcclt/P235262,EEN 268-269 KM 89542 [OB Ura],d i 9',sux:madu[~boat]N
dcclt/P235262,EEN 268-269 KM 89542 [OB Ura],d i 10',sux:madu[~boat]N
dcclt/P235262,EEN 268-269 KM 89542 [OB Ura],d i 11',sux:madu[~boat]N
dcclt/P235262,EEN 268-269 KM 89542 [OB Ura],d i 12',sux:ma[ship]N sux:gur[unit]N
