id_text,text_name,l_no,text
dcclt/P247864,CM 22 pl. 36-37 [OB Ura],o i 1,sux:eren[cedar]N
dcclt/P247864,CM 22 pl. 36-37 [OB Ura],o i 2,sux:šurmen[cypress]N
dcclt/P247864,CM 22 pl. 36-37 [OB Ura],o i 3,sux:zabalum[juniper]N
dcclt/P247864,CM 22 pl. 36-37 [OB Ura],o i 5,sux:taškarin[boxwood]N
dcclt/P247864,CM 22 pl. 36-37 [OB Ura],o i 6,sux:ŋešaʾabak[tree]N
dcclt/P247864,CM 22 pl. 36-37 [OB Ura],o i 7,sux:ŋešaʾabak[tree]N
dcclt/P247864,CM 22 pl. 36-37 [OB Ura],o i 8,sux:esi[tree]N
dcclt/P247864,CM 22 pl. 36-37 [OB Ura],o i 9,sux:šagkal[tree]N
dcclt/P247864,CM 22 pl. 36-37 [OB Ura],o i 10,sux:lam[tree]N
dcclt/P247864,CM 22 pl. 36-37 [OB Ura],o i 11,sux:lam[tree]N sux:tur[small]V/i
dcclt/P247864,CM 22 pl. 36-37 [OB Ura],o i 12,sux:lam[tree]N sux:gal[big]V/i
dcclt/P247864,CM 22 pl. 36-37 [OB Ura],o i 13,sux:ŋešgana[tree]N
dcclt/P247864,CM 22 pl. 36-37 [OB Ura],o i 14,sux:ŋešgana[tree]N sux:babbar[white]V/i
dcclt/P247864,CM 22 pl. 36-37 [OB Ura],o i 15,sux:ŋešgana[tree]N sux:giggi[black]V/i
dcclt/P247864,CM 22 pl. 36-37 [OB Ura],o i 16,sux:ŋešgana[tree]N sux:sissig[green]V/i
dcclt/P247864,CM 22 pl. 36-37 [OB Ura],o i 17,sux:ŋešgana[tree]N sux:su[red]V/i
dcclt/P247864,CM 22 pl. 36-37 [OB Ura],o i 18,sux:mes[tree]N
dcclt/P247864,CM 22 pl. 36-37 [OB Ura],o i 19,sux:mes[tree]N
dcclt/P247864,CM 22 pl. 36-37 [OB Ura],o i 23,sux:allanum[oak]N
dcclt/P247864,CM 22 pl. 36-37 [OB Ura],o i 24,sux:urnum[cedar]N
dcclt/P247864,CM 22 pl. 36-37 [OB Ura],o i 25,sux:tiʾarum[tree]N
dcclt/P247864,CM 22 pl. 36-37 [OB Ura],o i 27,sux:murdinum[bramble]N
dcclt/P247864,CM 22 pl. 36-37 [OB Ura],o i 28,sux:mes[tree]N sux:halub[tree]N sux:harran[route]N
dcclt/P247864,CM 22 pl. 36-37 [OB Ura],o i 33,sux:ŋipar[tree]N
dcclt/P247864,CM 22 pl. 36-37 [OB Ura],o i 34,sux:dih[weed]N
dcclt/P247864,CM 22 pl. 36-37 [OB Ura],o i 35,sux:dih[weed]N sux:hursaŋ[mountain]N
