,id_line,label,lemma,base,extent,scope,id_text,line
295,P253236.236,c ii 18,dar-x-x{mušen}[NA]NA,dar-x-x{mušen},,,P253236,236
296,P253236.237,c ii 19,darzizi[bird]N,dar-zi-zi{mušen},,,P253236,237
297,P253236.238,c ii 20,dar[bird]N Meluhha[1]GN,dar me-luh-ha{mušen},,,P253236,238
298,P253236.239,c ii 21,gamgam[bird]N,gam₄-gam{mušen},,,P253236,239
299,P253236.240,,,,4,line,P253236,240
300,P253236.241,c ii 26,buru[bird]N,buru₄{mušen},,,P253236,241
301,P253236.242,c ii 27,buruhur[bird]N,buru₄-hur{mušen},,,P253236,242
302,P253236.243,c ii 28,buru[bird]N nita[male]N,buru₄ nita{mušen},,,P253236,243
303,P253236.244,c ii 29,buru[bird]N x{mušen}[NA]NA,buru₄ x{mušen},,,P253236,244
304,P253236.245,c ii 30,uga[raven]N,uga{mušen},,,P253236,245
305,P253236.246,c ii 31,zupiš[bird]N,zu₂-peš₂{mušen},,,P253236,246
306,P253236.247,c ii 32,ka-x{mušen}[NA]NA,ka-x{mušen},,,P253236,247
307,P253236.248,,,,rest,column,P253236,248
308,P253248.4,o 1,urnikum[stone]N,{na₄}ur-ni-kum,,,P253248,4
309,P253248.5,o 2,zu[stone]N,{na₄}zu₂,,,P253248,5
310,P253248.6,o 3,zu[stone]N babbar[white]V/i,{na₄}zu₂ babbar,,,P253248,6
311,P253248.7,o 4,zu[stone]N giggi[black]V/i,{na₄}zu₂ giggi,,,P253248,7
312,P253248.8,o 5,zu[stone]N huš[reddish]V/i,{na₄}zu₂ huš,,,P253248,8
313,P253248.9,o 6,zu[stone]N saŋ[head]N,{na₄}zu₂ saŋ,,,P253248,9
314,P253248.10,o 7,zu[stone]N gunu[speckled]V/i,{na₄}zu₂ gun₃,,,P253248,10
315,P253248.11,o 8,durmina[breccia]N,{na₄}dur₂-mi-a,,,P253248,11
316,P253248.12,o 9,durminabanda[stone]N,{na₄}dur₂-mi-banda₃,,,P253248,12
317,P253248.13,o 10,kug[metal-silver]N pad[break]V/t,{na₄}kug pad,,,P253248,13
318,P253248.14,,,,2,line,P253248,14
319,P253251.4,o 1,zagin[lapis]N zala[smashed]N,{na₄}za-gin₃ za-la₂-la₂,,,P253251,4
320,P253251.5,o 2,ad[bead]N zagin[lapis]N,{na₄}ad za-gin₃,,,P253251,5
321,P253251.6,o 3,ad[bead]N x[NA]NA zagin[lapis]N,{na₄}ad x za-gin₃,,,P253251,6
322,P253251.7,o 4,gubar[nape]N zagin[lapis]N,{na₄}gu₂-bar za-gin₃,,,P253251,7
323,P253251.8,o 5,zag[side]N gubar[nape]N zagin[lapis]N,{na₄}zag gu₂-bar za-gin₃,,,P253251,8
324,P253251.9,o 6,{na₄}x[NA]NA zagin[lapis]N,{na₄}x za-gin₃,,,P253251,9
325,P253251.10,o 7,bibra[vessel]N zagin[lapis]N,{na₄}bibra za-gin₃,,,P253251,10
326,P253251.11,o 8,bulug[needle]N zagin[lapis]N,{na₄}bulug za-gin₃,,,P253251,11
327,P253251.12,o 9,lammar[deity]N zagin[lapis]N,{na₄}{d}lamma za-gin₃,,,P253251,12
328,P253251.13,o 10,{na₄}x-x-x[NA]NA zagin[lapis]N,{na₄}x-x-x za-gin₃,,,P253251,13
329,P253251.14,o 11,gug[carnelian]N,{na₄}gug,,,P253251,14
330,P253251.15,o 12,gug[carnelian]N gazi[condiment]N,{na₄}gug gazi,,,P253251,15
331,P253251.16,o 13,gug[carnelian]N Meluhha[1]GN,{na₄}gug me-luh-ha,,,P253251,16
332,P253251.17,,,,2,line,P253251,17
333,P253251.20,r 1,umbisaŋ[scribe]N,umbisaŋ,,,P253251,20
334,P253258.2,o 1,kišib[seal]N zagin[lapis]N,{na₄}kišib za-gin₃,,,P253258,2
335,P253258.3,o 2,lagab[block]N zagin[lapis]N,{na₄}lagab za-gin₃,,,P253258,3
336,P253258.4,o 3,ellaŋ[bead]N zagin[lapis]N,{na₄}ellaŋ₂ za-gin₃,,,P253258,4
337,P253258.5,o 4,gug[carnelian]N,{na₄}gug,,,P253258,5
338,P253258.6,o 5,gug[carnelian]N gazi[condiment]N,{na₄}gug gazi,,,P253258,6
339,P273857.2,o 1,x[NA]NA x[NA]NA,x x,,,P273857,2
340,P273857.3,o 2,kul[plant]N,{u₂}kul,,,P273857,3
341,P273857.4,o 3,{u₂}|ZI:ZI.LAGAB|[NA]NA,{u₂}|ZI:ZI.LAGAB|,,,P273857,4
342,P273857.5,o 4,{u₂}|ZI:ZI.LAGAB|[NA]NA x[NA]NA,{u₂}|ZI:ZI.LAGAB| x,,,P273857,5
343,P273857.6,o 5,{u₂}x[NA]NA,{u₂}x,,,P273857,6
344,P273857.7,o 6,{u₂}|ZI:ZI.LAGAB|[NA]NA KUD[NA]NA,{u₂}|ZI:ZI.LAGAB| KUD,,,P273857,7
345,P273857.8,o 7,{u₂}x-TUR[NA]NA,{u₂}x-TUR,,,P273857,8
346,P273857.9,o 8,aštaltal[plant]N,{u₂}aš-tal₂-tal₂,,,P273857,9
347,P273857.10,o 9,penzer[cobweb]N,{u₂}pe-ze₂-er,,,P273857,10
348,P273857.11,o 10,{u₂}x-ra[NA]NA,{u₂}x-ra,,,P273857,11
349,P273857.12,o 11,dih[weed]N,{u₂}deh₃,,,P273857,12
350,P273857.13,o 12,amani[plant]N,{u₂}ama-ni,,,P273857,13
351,P273857.14,o 13,dumuni[plant]N,{u₂}dumu-ni,,,P273857,14
352,P273857.15,o 14,niŋamani[plant]N,{u₂}niŋ₂-nam-ma-ni,,,P273857,15
353,P273857.16,o 15,niŋurum[plant]N,{u₂}niŋ₂-u₂-rum,,,P273857,16
354,P273857.17,o 16,munzer[licorice]N,{u₂}munzer,,,P273857,17
355,P273857.18,o 17,KI.KAL[grasses]N,{u₂}|KI.KAL|,,,P273857,18
356,P273857.19,o 18,KI.KAL[grasses]N,{u₂}|KI.KAL|,,,P273857,19
357,P273857.20,o 19,amsiharranak[plant]N,{u₂}am-si-har-ra-an,,,P273857,20
358,P310444.1,1,šum[garlic]N,šum₂{sar},,,P310444,1
359,P310444.2,2,šumsikil[vegetable]N,šum₂-sikil{sar},,,P310444,2
360,P310444.3,3,šumsikil[vegetable]N lum{sar}[NA]NA,šum₂-sikil lum{sar},,,P310444,3
361,P332824.2,i 01,kagina[stone]N,{na₄}ka-gi-na,,,P332824,2
362,P332824.3,i 02,kagina[stone]N til[live]V/i,{na₄}ka-gi-na til₃,,,P332824,3
363,P332824.4,i 03,kagina[stone]N kalag[strong]V/i,{na₄}ka-gi-na kalag,,,P332824,4
364,P332824.5,i 04,kagina[stone]N zalag[shine]V/i,{na₄}ka-gi-na zalag₂,,,P332824,5
365,P332824.6,i 05,kagina[stone]N sag[good]V/i,{na₄}ka-gi-na sag₁₀,,,P332824,6
366,P332824.7,i 06,kagina[stone]N dab[seize]V/t,{na₄}ka-gi-na dab,,,P332824,7
367,P332824.8,i 07,kišib[seal]N kagina[stone]N,{na₄}kišib ka-gi-na,,,P332824,8
368,P332824.9,i 08,lagab[block]N kagina[stone]N,{na₄}lagab ka-gi-na,,,P332824,9
369,P332824.10,i 09,esi[diorite]N,{na₄}esi,,,P332824,10
370,P332824.11,i 10,ŋešnugal[alabaster]N,{na₄}ŋeš-nu₁₁-gal,,,P332824,11
371,P332824.12,i 11,kišib[seal]N ŋešnugal[alabaster]N,{na₄}kišib ŋeš-nu₁₁-gal,,,P332824,12
372,P332824.13,i 12,lagab[block]N ŋešnugal[alabaster]N,{na₄}lagab ŋeš-nu₁₁-gal,,,P332824,13
373,P332824.14,i 13,ašuba[stone]N,{na₄}a₂-šuba,,,P332824,14
374,P332824.15,i 14,kišib[seal]N ašuba[stone]N,{na₄}kišib a₂-šuba,,,P332824,15
375,P332824.16,i 15,lagab[block]N ašuba[stone]N,{na₄}lagab a₂-šuba,,,P332824,16
376,P332824.17,i 16,algameš[stone]N,{na₄}algameš(|SAL.HUB₂|),,,P332824,17
377,P332824.18,i 17,kišib[seal]N algameš[stone]N,{na₄}kišib algameš(|SAL.HUB₂|),,,P332824,18
378,P332824.19,i 18,lagab[block]N algameš[stone]N,{na₄}lagab algameš(|SAL.HUB₂|),,,P332824,19
379,P332824.20,i 19,dušia[stone]N,{na₄}du₈-ši-a,,,P332824,20
380,P332824.21,i 20,kišib[seal]N dušia[stone]N,{na₄}kišib du₈-ši-a,,,P332824,21
381,P332824.22,i 21,lagab[block]N dušia[stone]N,{na₄}lagab du₈-ši-a,,,P332824,22
382,P332824.23,i 22,ellaŋ[bead]N dušia[stone]N,{na₄}ellaŋ₂ du₈-ši-a,,,P332824,23
383,P332824.24,i 23,daggaz[block]N dušia[stone]N,{na₄}da-gaz du₈-ši-a,,,P332824,24
384,P332824.26,,,,10,line,P332824,26
385,P332824.27,ii 11,{na₄}x[NA]NA,{na₄}x,,,P332824,27
386,P332824.28,ii 12,nir[stone]N alal[wood?]N,{na₄}nir₂ a-la-lum,,,P332824,28
387,P332824.29,ii 13,nir[stone]N alal[wood?]N,{na₄}nir₂ u₂-la-lum,,,P332824,29
388,P332824.30,ii 14,nir[stone]N madanum[stone]N,{na₄}nir₂ ma-da-lum,,,P332824,30
389,P332824.31,ii 15,nir[stone]N mušŋiri[stone]N,{na₄}nir₂ muš-ŋiri₂,,,P332824,31
390,P332824.32,ii 16,nir[stone]N x[NA]NA,{na₄}nir₂ x,,,P332824,32
391,P332824.33,ii 17,kišib[seal]N nir[stone]N,{na₄}kišib nir₂,,,P332824,33
392,P332824.34,ii 18,lagab[block]N nir[stone]N,{na₄}lagab nir₂,,,P332824,34
393,P332824.35,ii 19,na[stone]N x[NA]NA,na₄ x,,,P332824,35
394,P332825.2,,,,6,line,P332825,2
395,P332825.4,ii 1',{na₄}ŠU-x[NA]NA,{na₄}ŠU-x,,,P332825,4
396,P332825.5,ii 2',{na₄}DAR-x[NA]NA,{na₄}DAR-x,,,P332825,5
397,P332825.6,ii 3',{na₄}ma₂-x[NA]NA,{na₄}ma₂-x,,,P332825,6
398,P332825.7,ii 4',{na₄}saŋ-x-x[NA]NA,{na₄}saŋ-x-x,,,P332825,7
399,P332825.8,ii 5',{na₄}saŋ-x[NA]NA,{na₄}saŋ-x,,,P332825,8
400,P332825.9,ii 6',kinkin[millstone]N,{na₄}kinkin,,,P332825,9
401,P332825.10,ii 7',kinkin[millstone]N zibi[stone]N,{na₄}kinkin zi-bi,,,P332825,10
402,P332825.11,ii 8',kinkin[millstone]N zibi[stone]N šu[pestle]N sig[put]V/t,{na₄}kinkin zi-bi šu sig₁₀,,,P332825,11
403,P332825.12,ii 9',kinkin[millstone]N adbar[basalt]N,{na₄}kinkin ad-bar,,,P332825,12
404,P332825.13,ii 10',kinkin[millstone]N adbar[basalt]N šu[pestle]N sig[put]V/t,{na₄}kinkin ad-bar šu sig₁₀,,,P332825,13
405,P332825.14,ii 11',kinkin[millstone]N zid[flour]N x[NA]NA,{na₄}kinkin zid₂ x,,,P332825,14
406,P332825.15,ii 12',kinkin[millstone]N zid[flour]N x[NA]NA,{na₄}kinkin zid₂ x,,,P332825,15
407,P332825.16,ii 13',kinkin[millstone]N niŋ₂-mur-ra[NA]NA,{na₄}kinkin niŋ₂-mur-ra,,,P332825,16
408,P332825.17,ii 14',kinkin[millstone]N bahar[potter]N,{na₄}kinkin bahar₂,,,P332825,17
409,P332825.18,ii 15',kinkin[millstone]N ŋeši[sesame]N,{na₄}kinkin {še}ŋeš-i₃,,,P332825,18
410,P332825.19,ii 16',kinkin[millstone]N šu[pestle]N sig[put]V/t,{na₄}kinkin šu sig₁₀,,,P332825,19
411,P332825.20,ii 17',kinkin[millstone]N šu[pestle]N,{na₄}kinkin šu-šu,,,P332825,20
412,P332825.21,ii 18',našugulgul[millstone]N,na₄-šu-gul-gul,,,P332825,21
413,P332825.23,,,,1,line,P332825,23
414,P332825.24,iii 2',lagab[block]N x[NA]NA x[NA]NA,{na₄}lagab x x,,,P332825,24
415,P332825.25,iii 3',durul[stone]N,{na₄}dur-ul₃,,,P332825,25
416,P332825.26,iii 4',kišib[seal]N durul[stone]N,{na₄}kišib dur-ul₃,,,P332825,26
417,P332825.27,iii 5',lagab[block]N durul[stone]N,{na₄}lagab dur-ul₃,,,P332825,27
418,P332825.28,iii 6',anzugulme[stone]N,{na₄}an-zu-gul-me,,,P332825,28
419,P332825.29,iii 7',kišib[seal]N an-zu-gul-me[NA]NA,{na₄}kišib an-zu-gul-me,,,P332825,29
420,P332825.30,iii 8',{na₄}x-x[NA]NA,{na₄}x-x,,,P332825,30
421,P332825.31,iii 9',{na₄}x[NA]NA,{na₄}x,,,P332825,31
422,P332825.32,iii 10',{na₄}x[NA]NA,{na₄}x,,,P332825,32
423,P332825.33,iii 11',{na₄}x[NA]NA,{na₄}x,,,P332825,33
424,P332825.34,iii 12',{na₄}x[NA]NA,{na₄}x,,,P332825,34
425,P332829.2,r 1',lagab[block]N kagina[stone]N,{na₄}lagab ka-gi-na,,,P332829,2
426,P332829.3,r 2',esi[diorite]N,{na₄}esi,,,P332829,3
427,P332829.4,r 3',ŋešnugal[alabaster]N,{na₄}ŋeš-nu₁₁-gal,,,P332829,4
428,P332829.5,r 4',kišib[seal]N ŋešnugal[alabaster]N,{na₄}kišib ŋeš-nu₁₁-gal,,,P332829,5
429,P332829.6,r 5',lagab[block]N ŋešnugal[alabaster]N,{na₄}lagab ŋeš-nu₁₁-gal,,,P332829,6
430,P332829.7,r 6',dušia[stone]N,{na₄}du₈-ši-a,,,P332829,7
431,P332829.8,r 7',kišib[seal]N dušia[stone]N,{na₄}kišib du₈-ši-a,,,P332829,8
432,P332829.9,r 8',lagab[block]N dušia[stone]N,{na₄}lagab du₈-ši-a,,,P332829,9
433,P332829.10,r 9',algameš[stone]N,{na₄}algameš(|SAL.HUB₂|),,,P332829,10
434,P332829.11,r 10',kišib[seal]N algameš[stone]N,{na₄}kišib algameš,,,P332829,11
435,P332829.12,r 11',lagab[block]N algameš[stone]N,{na₄}lagab algameš,,,P332829,12
436,P332829.13,r 12',ašuba[stone]N,{na₄}a₂-šuba,,,P332829,13
437,P332829.15,r ii 1',marhuša[stone]N,{na₄}mar-hu-šum,,,P332829,15
438,P332829.16,r ii 2',marhali[stone]N,{na₄}mar-ha-lum,,,P332829,16
439,P332829.17,r ii 3',gug[carnelian]N,{na₄}gug,,,P332829,17
440,P332829.18,r ii 4',gug[carnelian]N gazi[condiment]N,{na₄}gug gazi,,,P332829,18
441,P332829.19,r ii 5',gug[carnelian]N gid[drag]V/t,{na₄}gug gid₂,,,P332829,19
442,P332829.20,r ii 6',gug[carnelian]N lugud[short]V/i,{na₄}gug lugud₂,,,P332829,20
443,P332829.21,r ii 7',gug[carnelian]N burud[perforate]V/t,{na₄}gug burudₓ(U),,,P332829,21
444,P332829.22,r ii 8',gug[carnelian]N Meluhha[1]GN,{na₄}gug me-luh-ha,,,P332829,22
445,P332829.23,r ii 9',gug[carnelian]N amar-hi-li[NA]NA,{na₄}gug amar-hi-li,,,P332829,23
446,P332829.24,r ii 10',kišib[seal]N gug[carnelian]N,{na₄}kišib gug,,,P332829,24
447,P332829.25,r ii 11',lagab[block]N gug[carnelian]N,{na₄}lagab gug,,,P332829,25
448,P332830.3,o 1,kagina[stone]N,{na₄}ka-gi-na,,,P332830,3
449,P332830.4,o 2,kagina[stone]N til[live]V/i,{na₄}ka-gi-na til₃,,,P332830,4
450,P332830.5,o 3,kišib[seal]N kagina[stone]N,{na₄}kišib ka-gi-na,,,P332830,5
451,P332830.6,o 4,lagab[block]N kagina[stone]N,{na₄}lagab ka-gi-na,,,P332830,6
452,P332830.7,o 5,ellaŋ[bead]N kagina[stone]N,{na₄}ellaŋ₂ ka-gi-na,,,P332830,7
453,P332830.8,o 6,esi[diorite]N,{na₄}esi,,,P332830,8
454,P332830.9,o 7,ŋešnugal[alabaster]N,{na₄}nu₁₁-gal,,,P332830,9
455,P332830.10,o 8,kišib[seal]N ŋešnugal[alabaster]N,{na₄}kišib nu₁₁-gal,,,P332830,10
456,P332830.11,o 9,lagab[block]N ŋešnugal[alabaster]N,{na₄}lagab nu₁₁-gal,,,P332830,11
457,P332830.12,o 10,ellaŋ[bead]N ŋešnugal[alabaster]N,{na₄}ellaŋ₂ nu₁₁-gal,,,P332830,12
458,P332830.13,o 11,dušia[stone]N,{na₄}du₈-ši-a,,,P332830,13
459,P332830.14,o 12,kišib[seal]N dušia[stone]N x[NA]NA,{na₄}kišib du₈-ši-a x,,,P332830,14
460,P332830.15,o 13,lagab[block]N dušia[stone]N,{na₄}lagab du₈-ši-a,,,P332830,15
461,P332830.16,o 14,ellaŋ[bead]N dušia[stone]N,{na₄}ellaŋ₂ du₈-ši-a,,,P332830,16
462,P332830.17,o 15,daggaz[block]N dušia[stone]N,{na₄}da-gaz du₈-ši-a,,,P332830,17
463,P332830.18,o 16,kišib[seal]N dušia[stone]N saŋšu[turban]N kugsig[gold]N ŋar[place]V/t za-gal-la[NA]NA,{na₄}kišib du₈-ši-a zag-šu₂ kug-sig₁₇ ŋar za-gal-la,,,P332830,18
464,P332830.19,o 17,algameš[stone]N,{na₄}algameš,,,P332830,19
465,P332830.20,o 18,kišib[seal]N algameš[stone]N,{na₄}kišib algameš,,,P332830,20
466,P332830.21,o 19,lagab[block]N algameš[stone]N,{na₄}lagab algameš,,,P332830,21
467,P332830.22,o 20,ellaŋ[bead]N algameš[stone]N,{na₄}ellaŋ₂ algameš,,,P332830,22
468,P332830.23,o 21,ašuba[stone]N,{na₄}a₂-šuba(|ZA.MUŠ₃|),,,P332830,23
469,P332830.24,o 22,kišib[seal]N ašuba[stone]N,{na₄}kišib a₂-šuba,,,P332830,24
470,P332830.25,o 23,lagab[block]N ašuba[stone]N,{na₄}lagab a₂-šuba,,,P332830,25
471,P332830.26,o 24,ellaŋ[bead]N ašuba[stone]N,{na₄}ellaŋ₂ a₂-šuba,,,P332830,26
472,P332830.27,o 25,nir[stone]N,{na₄}nir₂,,,P332830,27
473,P332830.28,o 26,nir[stone]N alal[wood?]N,{na₄}nir₂ e-la-lum,,,P332830,28
474,P332830.29,o 27,nir[stone]N alal[wood?]N,{na₄}nir₂ hu-la-lum,,,P332830,29
475,P332830.30,o 28,nir[stone]N mušŋiri[stone]N,{na₄}nir₂ muš-ŋiri₂,,,P332830,30
476,P332830.31,o 29,nir[stone]N a₂-x[NA]NA,{na₄}nir₂ a₂-x,,,P332830,31
477,P332830.32,o 30,zagin[lapis]N,{na₄}za-gin₃,,,P332830,32
478,P332830.33,o 31,zaginduru[lapis]N,{na₄}za-gin₃-duru₅,,,P332830,33
479,P332830.34,o 32,zaginŋešdili[beads]N,{na₄}za-gin₃-ŋeš-dili,,,P332830,34
480,P332830.35,o 33,zagin[lapis]N gu[neck]N tum[dove]N,{na₄}za-gin₃ gu₂ tum₁₂{mušen},,,P332830,35
481,P332830.36,o 34,zagin[lapis]N gu[neck]N bir[locust]N,{na₄}za-gin₃ gu₂ bir₅{mušen},,,P332830,36
482,P332830.37,o 35,zagin[lapis]N anšeʾedenak[equid]N,{na₄}za-gin₃ anše-eden-na,,,P332830,37
483,P332830.38,o 36,zagin[lapis]N lub[turnip]N,{na₄}za-gin₃ lu-pu₂(|LAGAB×U|)-da-x,,,P332830,38
484,P332830.39,o 37,zagin[lapis]N ŋeštin[vine]N,{na₄}za-gin₃ ŋeštin,,,P332830,39
485,P332830.40,o 38,zagin[lapis]N zala[smashed]N,{na₄}za-gin₃ za₃-la₂-la₂,,,P332830,40
486,P332830.41,o 39,zagin[lapis]N su[red]V/i,{na₄}za-gin₃ su,,,P332830,41
487,P332830.42,o 40,ad[bead]N zagin[lapis]N,{na₄}ad za-gin₃,,,P332830,42
488,P332830.43,o 41,adtab[~harness]N ziŋal[living-things]N zagin[lapis]N,{na₄}ad-tab zi-ŋal₂ za-gin₃,,,P332830,43
489,P332830.44,o 42,ad[bead]N gu[neck]N zagin[lapis]N,{na₄}ad gu₂ za-gin₃,,,P332830,44
490,P332830.45,o 43,lammar[deity]N zagin[lapis]N,{na₄}{d}lama za-gin₃,,,P332830,45
491,P332830.46,o 44,alan[statue]N zagin[lapis]N,{na₄}alan za-gin₃,,,P332830,46
492,P332830.47,o 45,gubar[nape]N zagin[lapis]N,{na₄}gu₂-bar za-gin₃,,,P332830,47
493,P332830.49,r 1,{na₄}gag[NA]NA gubar[nape]N zagin[lapis]N,{na₄}gag gu₂-bar za-gin₃,,,P332830,49
494,P332830.50,r 2,mad[pupil?]N igi[eye]N zagin[lapis]N,{na₄}ma-ad igi za-gin₃,,,P332830,50
495,P332830.51,r 3,sigigi[eyebrow]N zagin[lapis]N,{na₄}sig₇-igi za-gin₃,,,P332830,51
496,P332830.52,r 4,niŋtag[cut]N zagin[lapis]N,{na₄}niŋ₂-tag-ga za-gin₃,,,P332830,52
497,P332830.53,r 5,bizaza[frog]N,{na₄}bi₂-za-za,,,P332830,53
498,P332830.54,r 6,{na₄}x-x-x-hub₂[NA]NA zagin[lapis]N,{na₄}x-x-x-hub₂ za-gin₃,,,P332830,54
499,P332830.55,r 7,{na₄}X-zi-te-ig[NA]NA zagin[lapis]N,{na₄}X-zi-te-ig za-gin₃,,,P332830,55
500,P332830.56,r 8,kišib[seal]N zagin[lapis]N,{na₄}kišib za-gin₃,,,P332830,56
501,P332830.57,r 9,lagab[block]N zagin[lapis]N,{na₄}lagab za-gin₃,,,P332830,57
502,P332830.58,r 10,ellaŋ[bead]N zagin[lapis]N,{na₄}ellaŋ₂ za-gin₃,,,P332830,58
503,P332830.59,r 11,kišib[seal]N zagin[lapis]N saŋšu[turban]N kugsig[gold]N ŋar[place]V/t,{na₄}kišib za-gin₃ zag-šu₂ kug-sig₁₇ ŋar,,,P332830,59
504,P332830.60,r 12,nir[stone]N,{na₄}nir₇(|ZA.DUN₃@g@g|),,,P332830,60
505,P332830.61,r 13,nir[stone]N x-x[NA]NA,{na₄}nir₇ x-x,,,P332830,61
506,P332830.62,r 14,nir[stone]N x[NA]NA,{na₄}nir₇ x,,,P332830,62
507,P332830.63,r 15,nir[stone]N babbardili[stone]N,{na₄}nir₇ babbar-dili,,,P332830,63
508,P332830.64,r 16,nir[stone]N babbarmin[stone]N,{na₄}nir₇ babbar-min₅,,,P332830,64
509,P332830.65,r 17,nir[stone]N ŋir₂-x[NA]NA,{na₄}nir₇ ŋir₂-x,,,P332830,65
510,P332830.66,r 18,nir[stone]N mušŋiri[stone]N,{na₄}nir₇ muš-ŋiri₂,,,P332830,66
511,P332830.67,r 19,nir[stone]N alal[wood?]N,{na₄}nir₇ a-la-lum,,,P332830,67
512,P332830.68,r 20,nir[stone]N madanum[stone]N,{na₄}nir₇ ma-da-lum,,,P332830,68
513,P332830.69,r 21,nir[stone]N pa[branch]N mušen[bird]N,{na₄}nir₇ pa mušen,,,P332830,69
514,P332830.70,r 22,kišib[seal]N nir[stone]N,{na₄}kišib nir₇,,,P332830,70
515,P332830.71,r 23,lagab[block]N nir[stone]N,{na₄}lagab nir₇,,,P332830,71
516,P332830.72,r 24,ellaŋ[bead]N nir[stone]N,{na₄}ellaŋ₂ nir₇,,,P332830,72
517,P332830.73,r 25,marhuša[stone]N,{na₄}mar-hu-šum,,,P332830,73
518,P332830.74,r 26,marhali[stone]N,{na₄}mar-ha-lum,,,P332830,74
519,P332830.75,r 27,gug[carnelian]N,{na₄}gug,,,P332830,75
520,P332830.76,r 28,gug[carnelian]N zu[stone]N,{na₄}gug zu₂,,,P332830,76
521,P332830.77,r 29,gug[carnelian]N gazi[condiment]N,{na₄}gug gazi,,,P332830,77
522,P332830.78,r 30,gug[carnelian]N gid[long]V/i,{na₄}gug gid₂,,,P332830,78
523,P332830.79,r 31,gug[carnelian]N lugud[short]V/i,{na₄}gug lugud₂,,,P332830,79
524,P332830.80,r 32,gug[carnelian]N burud[perforate]V/t,{na₄}gug burudₓ(U),,,P332830,80
525,P332830.81,r 33,gug[carnelian]N gaba-zi[NA]NA,{na₄}gug gaba-zi,,,P332830,81
526,P332830.82,r 34,gug[carnelian]N Meluhha[1]GN,{na₄}gug me-luh-ha,,,P332830,82
527,P332830.83,r 35,kišib[seal]N gug[carnelian]N,{na₄}kišib gug,,,P332830,83
528,P332830.84,r 36,lagab[block]N gug[carnelian]N,{na₄}lagab gug,,,P332830,84
529,P332830.85,r 37,ellaŋ[bead]N gug[carnelian]N,{na₄}ellaŋ₂ gug,,,P332830,85
530,P332830.86,r 38,daggaz[block]N,{na₄}da-gaz,,,P332830,86
531,P332830.87,r 39,anzugulme[stone]N,{na₄}an-zu₂-gul-me,,,P332830,87
532,P332830.88,r 40,kišib[seal]N anzugulme[stone]N,{na₄}kišib an-zu₂-gul-me,,,P332830,88
533,P332830.89,r 41,lagab[block]N anzugulme[stone]N,{na₄}lagab an-zu₂-gul-me,,,P332830,89
534,P332830.90,r 42,ellaŋ[bead]N anzugulme[stone]N,{na₄}ellaŋ₂ an-zu₂-gul-me,,,P332830,90
535,P332830.91,r 43,egizaga[stone]N,{na₄}en-gin₇-sag₉,,,P332830,91
536,P332830.92,r 44,{na₄}a-BI[NA]NA,{na₄}a-BI,,,P332830,92
537,P332830.93,r 45,{na₄}X-sig₇[NA]NA,{na₄}X-sig₇,,,P332830,93
538,P332830.94,r 46,amašpaʾed[stone]N,{na₄}amaš-pa₃-e₃-a,,,P332830,94
539,P332830.95,r 47,šuniŋin[total]N 1.31[NA]NA mu[name]N,šu-niŋin 1.31 mu,,,P332830,95
540,P332837.3,o 1,na[stone]N ušu[thirty]NU mana[unit]N,na₄ ušu₃ ma-na,,,P332837,3
541,P332837.4,o 2,na[stone]N niš[twenty]NU mana[unit]N,na₄ niš ma-na,,,P332837,4
542,P332837.5,o 3,na[stone]N u[ten]NU mana[unit]N,na₄ u ma-na,,,P332837,5
543,P332838.2,o 1,iškila[shell]N,{na₄}iškila,,,P332838,2
544,P332838.3,o 2,iškila[shell]N ab[sea]N,{na₄}iškila ab,,,P332838,3
545,P332838.4,o 3,iškila[shell]N,{na₄}iškila,,,P332838,4
546,P332838.5,o 4,iškila[shell]N ab[sea]N,{na₄}iškila ab,,,P332838,5
547,P332838.7,r 1,ze₂-x[NA]NA,ze₂-x,,,P332838,7
548,P332838.8,r 2,ze₂-x[NA]NA,ze₂-x,,,P332838,8
549,P332841.3,o 1,uz[duck]N,{na₄}uz,,,P332841,3
550,P332841.4,o 2,uz[duck]N babbar[white]V/i,{na₄}uz babbar,,,P332841,4
551,P332841.5,o 3,uz[duck]N giggi[black]V/i,{na₄}uz giggi,,,P332841,5
552,P332922.3,,,,6,line,P332922,3
553,P332922.5,a ii 1,nir[stone]N babbardili[stone]N,{na₄}nir₂ babbar₂-dili,,,P332922,5
554,P332922.6,a ii 2,nir[stone]N babbarmin[stone]N,{na₄}nir₂ babbar₂-min₅,,,P332922,6
555,P332922.7,a ii 3,nir[stone]N mušŋiri[stone]N,{na₄}nir₂ muš-ŋiri₂,,,P332922,7
556,P332922.8,a ii 4,nir[stone]N aškud[~door]N,{na₄}nir₂ aškud₂,,,P332922,8
557,P332922.9,a ii 5,šuba[stone]N,{na₄}šuba,,,P332922,9
558,P332922.10,a ii 6,šuba[stone]N a[arm]N zid[right]V/i,{na₄}šuba a₂ zid,,,P332922,10
559,P332922.11,a ii 7,šuba[stone]N a[arm]N gab[left]N,{na₄}šuba a₂ gab₂,,,P332922,11
560,P332922.12,a ii 8,šuba[stone]N x-RI-RI[NA]NA,{na₄}šuba x-RI-RI,,,P332922,12
561,P332922.13,a ii 9,šuba[stone]N gin[firm]V/i,{na₄}šuba gin₆,,,P332922,13
562,P332922.15,a iii 1,haštum[stone]N,hi-iš-tum,,,P332922,15
