,id_line,label,lemma,base,extent,scope,id_text,line
284,P247859.7,o 5,kuš[skin]N pešniŋgilima[rodent]N,kuš peš₂-niŋ₂-gilim-ma,,,P247859,7
285,P247859.8,o 6,kuš[skin]N pešura[rodent]N,kuš peš₂-{ŋeš}ur₃-ra,,,P247859,8
286,P247859.10,r 1,kuš[skin]N pešsilagaz[rodent]N,kuš peš₂-{dug}sila₃-gaz-gaz,,,P247859,10
287,P247859.11,r 2,kuš[skin]N peštur[rodent]N,kuš peš₂-tur,,,P247859,11
288,P247859.12,,,,n,line,P247859,12
289,P247861.3,o i 1',niŋna[bag]N,{kuš}niŋ₂-na₄,,,P247861,3
290,P247861.4,o i 2',x[NA]NA anše[equid]N,x anše,,,P247861,4
291,P247861.5,,,,6,line,P247861,5
292,P247861.6,o i 9',guru[shield]N huduš[status]N,{kuš}gur₂₁(|E.TUM|) huduš(TU),,,P247861,6
293,P247861.7,o i 10,usan[whip]N,{kuš}usan₃,,,P247861,7
294,P247861.9,,,,1,line,P247861,9
295,P247861.10,o ii 2',im[clay]N su[red]V/i,im su₄,,,P247861,10
296,P247861.11,o ii 3',im[clay]N sissig[green]V/i,im sig₇-sig₇,,,P247861,11
297,P247861.12,o ii 4',im[clay]N gu[neck]N,im gu₂,,,P247861,12
298,P247861.13,o ii 5',im[clay]N guʾena[silt]N,im gu₂-en-na,,,P247861,13
299,P247861.14,o ii 6',im[clay]N babbar[white]V/i,im babbar,,,P247861,14
300,P247861.15,o ii 7',im[clay]N giggi[black]V/i,im giggi,,,P247861,15
301,P247861.16,o ii 8',im[clay]N sissig[green]V/i,im sig₇,,,P247861,16
302,P247861.17,o ii 9',x[NA]NA x[NA]NA,x x,,,P247861,17
303,P247861.18,o ii 10',x[NA]NA,x,,,P247861,18
304,P247861.19,o ii 11',x[NA]NA,x,,,P247861,19
305,P247861.20,o ii 12',x[NA]NA,x,,,P247861,20
306,P247861.21,o ii 13',x[NA]NA,x,,,P247861,21
307,P247861.22,o ii 14',x[NA]NA,x,,,P247861,22
308,P247861.23,o ii 15',{uruda}KA-x[NA]NA,{uruda}KA-x,,,P247861,23
309,P247861.24,o ii 16',{uruda}x[NA]NA,{uruda}x,,,P247861,24
310,P247861.25,o ii 17',{uruda}x[NA]NA,{uruda}x,,,P247861,25
311,P247861.27,o iii 1',zabar-x[NA]NA,zabar-x,,,P247861,27
312,P247861.28,o iii 2',zabar[bronze]N x[NA]NA,zabar x,,,P247861,28
313,P247861.29,o iii 3',zabar-x[NA]NA,zabar-x,,,P247861,29
314,P247861.30,o iii 4',x{zabar}[NA]NA,x{zabar},,,P247861,30
315,P247861.31,o iii 5',ub[drum]N,ubₓ(|AB₂.ŠA₃|){zabar},,,P247861,31
316,P247861.32,o iii 6',ub[drum]N x{zabar}[NA]NA,ubₓ(|AB₂.ŠA₃|) x{zabar},,,P247861,32
317,P247861.33,o iii 7',hazin[ax]N,ha-zi-in{zabar},,,P247861,33
318,P247861.34,o iii 8',hazin[ax]N,ha-zi-in{zabar},,,P247861,34
319,P247861.35,o iii 9',hazin[ax]N,ha-zi-in{zabar},,,P247861,35
320,P247861.36,o iii 10',šu-X-GIŠ-x{zabar}[NA]NA,šu-X-GIŠ-x{zabar},,,P247861,36
321,P247861.37,,,,8,line,P247861,37
322,P247861.40,r i 1,x-šu-uš{zabar}[NA]NA,x-šu-uš{zabar},,,P247861,40
323,P247861.41,r i 2,har[ring]N,har{zabar},,,P247861,41
324,P247861.42,r i 3,har[ring]N šu[hand]N,har šu{zabar},,,P247861,42
325,P247861.43,r i 4,har[ring]N gal[big]V/i,har gal{zabar},,,P247861,43
326,P247861.44,r i 5,har[ring]N tur-tur{zabar}[NA]NA,har tur-tur{zabar},,,P247861,44
327,P247861.45,r i 6,har[ring]N ib[hips]N,har ib₂{zabar},,,P247861,45
328,P247861.46,r i 7,šem[drum]N,šem₅{zabar},,,P247861,46
329,P247861.47,r i 8,meze[drum]N,mezeₓ(|AB₂×GAN₂@t|){zabar},,,P247861,47
330,P247861.48,r i 9,ellaŋ[bead]N,ellaŋ{zabar},,,P247861,48
331,P247861.49,r i 10,lilis[instrument]N,li-li-is₃{zabar},,,P247861,49
332,P247861.50,r i 11,tunla[vessel]N,tun₃-la₂{zabar},,,P247861,50
333,P247861.51,r i 12,aʾašŋar[ax]N,aš-ŋar{zabar},,,P247861,51
334,P247861.52,r i 13,ašme[radiance]N,aš-me{zabar},,,P247861,52
335,P247861.53,r i 14,tilimda[vessel]N,ti-lim-da{zabar},,,P247861,53
336,P247861.54,r i 15,kunrim[vessel]N,kun-du₃{zabar},,,P247861,54
337,P247861.55,r i 16,amam[jar]N,am-ma-am{zabar},,,P247861,55
338,P247861.56,r i 17,amamsab[jar]N,am-ma-am-sa₂-ab{zabar},,,P247861,56
339,P247861.57,r i 18,tuditum[toggle-pin]N,tu-di-da{zabar},,,P247861,57
340,P247861.58,r i 19,lammar[deity]N,{d}lamma{zabar},,,P247861,58
341,P247861.59,r i 20,alan[statue]N,alan{zabar},,,P247861,59
342,P247861.60,r i 21,UD-x[NA]NA,UD-x,,,P247861,60
343,P247861.62,r ii 1,x{zabar}[NA]NA,x{zabar},,,P247861,62
344,P247861.63,r ii 2,x-x{zabar}[NA]NA,x-x{zabar},,,P247861,63
345,P247861.64,r ii 3,x-gar{zabar}[NA]NA,x-gar{zabar},,,P247861,64
346,P247861.65,r ii 4,x-la₂{zabar}[NA]NA,x-la₂{zabar},,,P247861,65
347,P247861.66,r ii 5,x-ra{zabar}[NA]NA,x-ra{zabar},,,P247861,66
348,P247861.67,r ii 6,x[NA]NA x-ga{zabar}[NA]NA,x x-ga{zabar},,,P247861,67
349,P247861.68,r ii 7,bandudu[basket]N,ba-an-du₈-du₈{zabar},,,P247861,68
350,P247861.69,r ii 8,x-x-ab-x{zabar}[NA]NA,x-x-ab-x{zabar},,,P247861,69
351,P247861.70,r ii 9,kugbabbar[silver]N,kug-babbar,,,P247861,70
352,P247861.71,r ii 10,kugbabbar[silver]N lu[mix]V/t,kug-babbar lu₃,,,P247861,71
353,P247861.72,r ii 11,kugbabbar[silver]N me[refine]V/t,kug-babbar me,,,P247861,72
354,P247861.73,r ii 12,kugbabbar[silver]N utud[bear]V/t,kug-babbar u₃-tud,,,P247861,73
355,P247861.74,r ii 13,kugbabbar[silver]N hulu[bad]V/i,kug-babbar hul,,,P247861,74
356,P247861.75,r ii 14,kugbabbar[silver]N gurum[inspection]N ak[do]V/t,kug-babbar gurum₂ ak,,,P247861,75
357,P247861.76,r ii 15,kugbabbar[silver]N ŋen[go]V/i,kug-babbar ŋen,,,P247861,76
358,P247861.77,r ii 16,tuditum[toggle-pin]N,tu-di-da{kug-babbar},,,P247861,77
359,P247861.78,r ii 17,lammar[deity]N,{d}lamma{kug-babbar},,,P247861,78
360,P247861.79,r ii 18,x[NA]NA alan[statue]N,x alan{kug-babbar},,,P247861,79
361,P247861.80,r ii 19,kugsig[gold]N,kug-sig₁₇,,,P247861,80
362,P247862.2,o 1,kugsig[gold]N,kug-sig₁₇,,,P247862,2
363,P247862.3,o 2,kugsig[gold]N huš[reddish]V/i,kug-sig₁₇ huš,,,P247862,3
364,P247862.4,o 3,kugsig[gold]N sisa[fair]AJ,kug-sig₁₇ si-sa₂,,,P247862,4
365,P247862.6,r 1,kug-sig₁₇[NA]NA,kug-sig₁₇,,,P247862,6
366,P247862.7,r 2,kug-sig₁₇[NA]NA huš-a[NA]NA,kug-sig₁₇ huš-a,,,P247862,7
367,P247862.8,r 3,kug-sig₁₇[NA]NA SI-A[NA]NA,kug-sig₁₇ SI-A,,,P247862,8
368,P249379.3,o 1,bulug[needle]N,bulug{zabar},,,P249379,3
369,P249379.4,o 2,bulug[needle]N harran[tool]N,bulug har-ra-an-na{zabar},,,P249379,4
370,P249379.5,o 3,bulug[needle]N kaskal[way]N,bulug kaskal{zabar},,,P249379,5
371,P249388.3,o 1,giʾizila[torch]N,gi-izi-la₂,,,P249388,3
372,P249388.4,o 2,ig[door]N giʾizila[torch]N,{gi}ig gi-izi-la₂,,,P249388,4
373,P249388.5,o 3,gisal[screen]N,gi-sal,,,P249388,5
374,P250736.5,o i 1,gi[thicket]N,{ŋeš}gi,,,P250736,5
375,P250736.6,o i 2,gi[thicket]N gub[stand]V/i,{ŋeš}gi gub,,,P250736,6
376,P250736.7,o i 3,gi[reed]N,gi,,,P250736,7
377,P250736.8,o i 4,gi[reed]N gur[reap]V/t,gi gur₁₀,,,P250736,8
378,P250736.9,o i 5,gi[reed]N gi[thicket]N,gi {ŋeš}gi,,,P250736,9
379,P250736.10,o i 6,zi.DU[~levee]AJ,{gi}zid-DU,,,P250736,10
380,P250736.11,o i 7,šuʾa[stool]N,{gi}šu₂-a,,,P250736,11
381,P250736.12,o i 8,agirgir[reed]N,{gi}a-gir₅-gir₅,,,P250736,12
382,P250736.13,o i 9,saŋ[head]N ga-RI-a[NA]NA,{gi}saŋ ga-RI-a,,,P250736,13
383,P250736.14,o i 10,gi[reed]N gal[big]V/i,gi gal,,,P250736,14
384,P250736.15,o i 11,gi[reed]N gal[big]V/i,gi gal-gal,,,P250736,15
385,P250736.16,o i 12,gi[reed]N niŋ[thing]N gal[big]V/i,gi niŋ₂ gal-gal,,,P250736,16
386,P250736.17,o i 13,gi[reed]N tur[small]V/i,gi tur,,,P250736,17
387,P250736.18,o i 14,gi[reed]N tur[small]V/i,gi tur-tur,,,P250736,18
388,P250736.19,o i 15,gi[reed]N niŋ[thing]N tur[small]V/i,gi niŋ₂ tur-tur,,,P250736,19
389,P250736.20,o i 16,gisig[fence]N,gi-sig,,,P250736,20
390,P250736.21,o i 17,gi[reed]N sig[weak]V/i,gi sig,,,P250736,21
391,P250736.22,o i 18,giniŋsig[fence]N,gi-niŋ₂-sig-ga,,,P250736,22
392,P250736.23,o i 19,gisig[fence]N kiri[orchard]N,gi-sig {ŋeš}kiri₆,,,P250736,23
393,P250736.24,o i 20,gisig[fence]N ašag[field]N,gi-sig a-šag₄,,,P250736,24
394,P250736.25,o i 21,gi[reed]N x[NA]NA,gi x,,,P250736,25
395,P250736.26,o i 22,gi[reed]N x[NA]NA,gi x,,,P250736,26
396,P250736.29,o ii 1,enbar[reed]N dug[good]V/i,{gi}en₃-bar dug₃,,,P250736,29
397,P250736.30,o ii 2,enbar[reed]N x-x[NA]NA,{gi}en₃-bar x-x,,,P250736,30
398,P250736.31,o ii 3,enbar[reed]N e[chaff]N,{gi}en₃-bar e₃,,,P250736,31
399,P250736.32,o ii 4,enbar[reed]N aški[rushes]N,{gi}en₃-bar {+a}aški,,,P250736,32
400,P250736.33,o ii 5,enbar[reed]N adagur[pot]N,{gi}en₃-bar a-da-gur,,,P250736,33
401,P250736.34,o ii 6,enbar[reed]N id[river]N,{gi}en₃-bar id₂,,,P250736,34
402,P250736.35,o ii 7,ub[reed]N,{gi}ub,,,P250736,35
403,P250736.36,o ii 8,ubzal[reeds]N,{gi}ub-zal,,,P250736,36
404,P250736.37,o ii 9,ub[reed]N tur[small]V/i,{gi}ub tur,,,P250736,37
405,P250736.38,o ii 10,{gi}NI[NA]NA šu[hand]N gag[nail]N x[NA]NA,{gi}NI šu {ŋeš}gag x,,,P250736,38
406,P250736.39,o ii 11,gi[reed]N diš[one]NU nindan[pole]N,gi diš nindan,,,P250736,39
407,P250736.40,o ii 12,gidubak[stylus]N,gi-dub-ba,,,P250736,40
408,P250736.41,o ii 13,haz[cover]N,{gi}ha-az,,,P250736,41
409,P250736.42,o ii 14,gi[reed]N kešed[bind]V/t,gi keš₂,,,P250736,42
410,P250736.43,o ii 15,sa[bundle]N,{gi}sa,,,P250736,43
411,P250736.44,o ii 16,sa[bundle]N garadin[bundle]N,{gi}sa garadin,,,P250736,44
412,P250736.45,o ii 17,garadin[bundle]N,{gi}garadin,,,P250736,45
413,P250736.46,o ii 18,gi[reed]N gun[load]N,gi gun₂,,,P250736,46
414,P250736.47,o ii 19,gi[reed]N sa[half]N gun[load]N,gi sa₉ gun₂,,,P250736,47
415,P250736.48,o ii 20,{gi}PU₂[NA]NA,{gi}PU₂,,,P250736,48
416,P250736.49,o ii 21,šu[handle]N PU₂[NA]NA,{gi}šu PU₂,,,P250736,49
417,P250736.50,o ii 22,{gi}LAGAB[NA]NA,{gi}LAGAB,,,P250736,50
418,P250736.51,o ii 23,{gi}ub-da[NA]NA,{gi}ub-da,,,P250736,51
419,P250736.52,,,,3,line,P250736,52
420,P250736.53,o ii 27,x-x[NA]NA,x-x,,,P250736,53
421,P250736.54,o ii 28,{gi}x[NA]NA šu[hand]N,{gi}x šu,,,P250736,54
422,P250736.55,o ii 29,ana[upper-part]N X-me-eš[NA]NA,an-na X-me-eš,,,P250736,55
423,P250736.56,o ii 30,dur[bond]N,{gi}dur,,,P250736,56
424,P250736.57,o ii 31,dur[bond]N sig[weak]V/i,{gi}dur sig,,,P250736,57
425,P250736.58,o ii 32,dur[bond]N ana[upper-part]N X-me-eš[NA]NA,{gi}dur an-na X-me-eš,,,P250736,58
426,P250736.59,o ii 33,dur[bond]N min[two]NU kešed[bind]V/t,{gi}dur min keš₂-d·a,,,P250736,59
427,P250736.60,o ii 34,dur[bond]N mušendu[bird-catcher]N,{gi}dur mušen-du₃,,,P250736,60
428,P250736.61,o ii 35,dur[bond]N aŋi[wave]N,{gi}dur a-ŋi₆,,,P250736,61
429,P250736.62,o ii 36,kid[mat]N,{gi}kid,,,P250736,62
430,P250736.63,o ii 37,kid[mat]N sah[mat]N,{gi}kid sah,,,P250736,63
431,P250736.64,o ii 38,muru[mat]N,{gi}muruₓ(|KID.MAH|),,,P250736,64
432,P250736.65,o ii 39,muru[mat]N gid[long]V/i,{gi}muruₓ(|KID.MAH|) gid₂,,,P250736,65
433,P250736.67,o iii 1,kid[mat]N ma[ship]N,{gi}kid ma₂,,,P250736,67
434,P250736.68,o iii 2,kid[mat]N ma[ship]N šag[heart]N,{gi}kid ma₂ šag₄,,,P250736,68
435,P250736.69,o iii 3,kid[mat]N ma[ship]N niŋin[encircle]V/t,{gi}kid ma₂ niŋin,,,P250736,69
436,P250736.70,o iii 4,kid[mat]N titab[~beer]N,{gi}kid titab₂,,,P250736,70
437,P250736.71,o iii 5,kid[mat]N KA.izi[burning]N,{gi}kid KA-izi,,,P250736,71
438,P250736.72,o iii 6,kid[mat]N KA.izi[burning]N ana[upper]AJ,{gi}kid KA-izi an-na,,,P250736,72
439,P250736.73,o iii 7,kid[mat]N zulum[date]N,{gi}kid zu₂-lum,,,P250736,73
440,P250736.74,o iii 8,kid[mat]N esir[bitumen]N šub[fall]V/t,{gi}kid esir šub,,,P250736,74
441,P250736.75,o iii 9,gigur[container]N,gi-gur,,,P250736,75
442,P250736.76,o iii 10,gigur[container]N bisaŋ[basket]N,gi-gur {ŋeš}bisaŋ,,,P250736,76
443,P250736.77,o iii 11,gigur[container]N šagha[cloth]N,gi-gur šag₄-ha,,,P250736,77
444,P250736.78,o iii 12,gigur[container]N amuš[unmng]N,gi-gur a-muš,,,P250736,78
445,P250736.79,o iii 13,gigur[container]N še[barley]N amuš[unmng]N,gi-gur še a-muš,,,P250736,79
446,P250736.80,o iii 14,gigur[container]N šunir[emblem]N,gi-gur šu-nir,,,P250736,80
447,P250736.81,o iii 15,gigur[container]N ara[grind]V/t,gi-gur ar₃-ra,,,P250736,81
448,P250736.82,o iii 16,gigur[container]N šu[hand]N šub[fall]V/t,gi-gur šu šub,,,P250736,82
449,P250736.83,o iii 17,gigur[container]N ki[place]N gub[stand]V/i,gi-gur ki gub,,,P250736,83
450,P250736.84,o iii 18,gigur[container]N šu[hand]N,gi-gur šu,,,P250736,84
451,P250736.85,o iii 19,gigur[container]N nisig[greenery]N,gi-gur nisig,,,P250736,85
452,P250736.86,o iii 20,gigur[container]N libir[old]V/i,gi-gur libir,,,P250736,86
453,P250736.87,o iii 21,gigur[container]N esir[bitumen]N šub[fall]V/t,gi-gur esir šub,,,P250736,87
454,P250736.88,o iii 22,gigur[container]N šuniŋin[total]N,gi-gur šu-niŋin₂,,,P250736,88
455,P250736.89,o iii 23,gigur[container]N innu[straw]N,gi-gur in-nu-da,,,P250736,89
456,P250736.90,o iii 24,gigurda[basket]N,gi-gur-da,,,P250736,90
457,P250736.91,o iii 25,gigurda[basket]N luʾurak[profession]N,gi-gur-da lu₂-ur₃-ra,,,P250736,91
458,P250736.92,o iii 26,gurdub[basket]N,{gi}gur-dub,,,P250736,92
459,P250736.93,o iii 27,gurdub[basket]N x-x[NA]NA,{gi}gur-dub x-x,,,P250736,93
460,P250736.94,o iii 28,gigur[container]N sal[thin]V/i,gi-gur sal,,,P250736,94
461,P250736.95,o iii 29,{gi}PAP-GIR₃[NA]NA,{gi}PAP-GIR₃,,,P250736,95
462,P250736.96,o iii 30,{gi}PAP-GIR₃[NA]NA tur[small]V/i,{gi}PAP-GIR₃ tur,,,P250736,96
463,P250736.97,o iii 31,mansim[sieve]N,{gi}ma-an-sim,,,P250736,97
464,P250736.98,o iii 32,mansim[sieve]N niŋara[groats]N,{gi}ma-an-sim niŋ₂-ar₃-ra,,,P250736,98
465,P250736.99,o iii 33,mansim[sieve]N innu[straw]N,{gi}ma-an-sim in-nu-da,,,P250736,99
466,P250736.100,o iii 34,mansim[sieve]N dabin[semolina]N,{gi}ma-an-sim dabin,,,P250736,100
467,P250736.101,o iii 35,mansim[sieve]N zidgu[flour]N,{gi}ma-an-sim zid₂-gu,,,P250736,101
468,P250736.102,o iii 36,mansim[sieve]N hal[divide]V/t,{gi}ma-an-sim hal,,,P250736,102
469,P250736.103,o iii 37,bisaŋ[basket]N,{gi}bisaŋ,,,P250736,103
470,P250736.104,o iii 38,bisaŋ[basket]N šu[hand]N,{gi}bisaŋ šu,,,P250736,104
471,P250736.105,o iii 39,bisaŋ[basket]N ninda[bread]N,{gi}bisaŋ ninda,,,P250736,105
472,P250736.106,o iii 40,bisaŋ[basket]N ninda[bread]N x[NA]NA,{gi}bisaŋ ninda x,,,P250736,106
473,P250736.108,o iv 1,bisaŋ[basket]N x[NA]NA,{gi}bisaŋ x,,,P250736,108
474,P250736.109,o iv 2,bisaŋ[basket]N x[NA]NA,{gi}bisaŋ x,,,P250736,109
475,P250736.110,o iv 3,bisaŋ[basket]N x-x-x[NA]NA,{gi}bisaŋ x-x-x,,,P250736,110
476,P250736.111,o iv 4,bisaŋ[basket]N gid[long]V/i,{gi}bisaŋ gid₂,,,P250736,111
477,P250736.112,o iv 5,bisaŋ[basket]N x[NA]NA,{gi}bisaŋ x,,,P250736,112
478,P250736.113,o iv 6,bisaŋ[basket]N nushu[container]N,{gi}bisaŋ nu-us-hu-um,,,P250736,113
479,P250736.114,o iv 7,bisaŋ[basket]N nushu[container]N x[NA]NA,{gi}bisaŋ nu-us-hu-um x,,,P250736,114
480,P250736.115,o iv 8,bisaŋ[basket]N imbabbar[gypsum]N šub[fall]V/t,{gi}bisaŋ im-babbar šub,,,P250736,115
481,P250736.116,o iv 9,bisaŋ[basket]N zu[tooth]N kešed[bind]V/t,{gi}bisaŋ zu₂ keš₂,,,P250736,116
482,P250736.117,o iv 10,bisaŋ[basket]N |LAGAB×U|[NA]NA aš-ba[NA]NA,{gi}bisaŋ |LAGAB×U| aš-ba,,,P250736,117
483,P250736.118,o iv 11,bisaŋ[basket]N X[NA]NA,{gi}bisaŋ X,,,P250736,118
484,P250736.119,o iv 12,bisaŋ[basket]N eša[flour]N,{gi}bisaŋ eša,,,P250736,119
485,P250736.120,o iv 13,bisaŋ[basket]N zatum[flour]N,{gi}bisaŋ za-tum,,,P250736,120
486,P250736.121,o iv 14,bisaŋ[basket]N kuš[skin]N sig[put]V/t,{gi}bisaŋ kuš sig₉,,,P250736,121
487,P250736.122,o iv 15,masab[basket]N,{gi}ma-sa₂-ab,,,P250736,122
488,P250736.123,o iv 16,masab[basket]N šu[hand]N,{gi}ma-sa₂-ab šu,,,P250736,123
489,P250736.124,o iv 17,masab[basket]N ninda[bread]N,{gi}ma-sa₂-ab ninda,,,P250736,124
490,P250736.125,o iv 18,masab[basket]N ninda[bread]N gur[thick]V/i,{gi}ma-sa₂-ab ninda gur₄,,,P250736,125
491,P250736.126,o iv 19,masab[basket]N guru[store]N,{gi}ma-sa₂-ab guru₇,,,P250736,126
492,P250736.127,o iv 20,masab[basket]N dima[object]N,{gi}ma-sa₂-ab dim₃-ma,,,P250736,127
493,P250736.128,o iv 21,dur[ax]N dili[single]V/i,{gi}dur₁₀ dili,,,P250736,128
494,P250736.129,o iv 22,dur[ax]N tab[double]V/t,{gi}dur₁₀ tab,,,P250736,129
495,P250736.130,o iv 23,gi[reed]N gal[big]V/i,gi gal-gal,,,P250736,130
496,P250736.131,o iv 24,gi[reed]N tur[small]V/i,gi tur-tur,,,P250736,131
497,P250736.132,o iv 25,endur[navel?]N kud[cut]V/t,{gi}en₃-dur kud,,,P250736,132
498,P250736.133,o iv 26,gi[reed]N dar[split]V/t,gi dar,,,P250736,133
499,P250736.134,o iv 27,gi[reed]N kud[cut]V/t,gi kud,,,P250736,134
500,P250736.135,o iv 28,gi[reed]N gum[crush]V/t,gi gum,,,P250736,135
501,P250736.136,o iv 29,gi[reed]N šu[hand]N ak[do]V/t,gi šu ak,,,P250736,136
502,P250736.137,o iv 30,{gi}x-x-KID[NA]NA,{gi}x-x-KID,,,P250736,137
503,P250736.138,o iv 31,{gi}x-x-a[NA]NA,{gi}x-x-a,,,P250736,138
504,P250736.139,o iv 32,zu[tooth]N,{gi}zu₂,,,P250736,139
505,P250736.140,o iv 33,kag[mouth]N gir[oven]N,ka gir₃,,,P250736,140
506,P250736.141,o iv 34,gizi[reed]N,gi-zi,,,P250736,141
507,P250736.142,o iv 35,pa[branch]N gizi[reed]N,{gi}pa gi-zi,,,P250736,142
508,P250736.143,o iv 36,gigid[reed]N,gi-gid₂,,,P250736,143
509,P250736.144,o iv 37,gisu[instrument]N,gi-su₃,,,P250736,144
510,P250736.145,o iv 38,gi[reed]N DI-x[NA]NA,gi DI-x,,,P250736,145
511,P250736.146,o iv 39,gi[reed]N HAR-x[NA]NA,gi HAR-x,,,P250736,146
512,P250736.147,o iv 40,gi[reed]N x-x[NA]NA,gi x-x,,,P250736,147
513,P250736.148,o iv 41,gi[reed]N x-x[NA]NA,gi x-x,,,P250736,148
514,P250736.149,o iv 42,gi[reed]N x[NA]NA,gi x,,,P250736,149
515,P250736.152,,,,6,line,P250736,152
516,P250736.153,r i 7,gi[reed]N x-x[NA]NA,gi x-x,,,P250736,153
517,P250736.154,r i 8,ig[door]N x-x[NA]NA,{gi}ig x-x,,,P250736,154
518,P250736.155,r i 9,ig[door]N sal[thin]V/i,{gi}ig sal,,,P250736,155
519,P250736.156,r i 10,ig[door]N guruš[cut]V/t,{gi}ig guru₅,,,P250736,156
520,P250736.157,r i 11,hal[basket]N,{gi}hal,,,P250736,157
521,P250736.158,r i 12,halzig[container]N,{gi}hal-zi-ig,,,P250736,158
522,P250736.159,r i 13,hal[basket]N kud[fish]N,{gi}hal ku₆,,,P250736,159
523,P250736.160,r i 14,hal[basket]N mušen[bird]N,{gi}hal mušen,,,P250736,160
524,P250736.161,r i 15,gihan[basket]N,gi-ha-an,,,P250736,161
525,P250736.162,r i 16,gihan[basket]N siki[hair]N,gi-ha-an siki,,,P250736,162
526,P250736.163,r i 17,gihan[basket]N ninda[bread]N gur[thick]V/i,gi-ha-an ninda gur₄,,,P250736,163
527,P250736.164,r i 18,{gi}UD-X[NA]NA,{gi}UD-X,,,P250736,164
528,P250736.165,r i 19,{gi}UD-X[NA]NA IG[NA]NA,{gi}UD-X IG,,,P250736,165
529,P250736.166,r i 20,{gi}x-x[NA]NA x[NA]NA,{gi}x-x x,,,P250736,166
530,P250736.167,r i 21,{gi}|LAGAB×U|[NA]NA,{gi}|LAGAB×U|,,,P250736,167
531,P250736.168,r i 22,{gi}x-an-sud[NA]NA,{gi}x-an-sud,,,P250736,168
532,P250736.169,r i 23,zu[tooth]N hi[mix]V/t,{gi}zu₂ hi,,,P250736,169
533,P250736.170,r i 24,gi[reed]N Udduru[1]MN ak[do]V/t,gi ud-du-ru ak,,,P250736,170
534,P250736.171,r i 25,gi[reed]N bar[outside]V/t x[NA]NA hi[mix]V/t,gi bar x hi,,,P250736,171
535,P250736.172,r i 26,gi[reed]N šu[hand]N ban[unit]N,gi šu ba-an,,,P250736,172
536,P250736.173,r i 27,gakkul[mash-tub]N,{gi}gakkul₃,,,P250736,173
537,P250736.174,r i 28,gakkul[mash-tub]N x-a[NA]NA,{gi}gakkul₃ x-a,,,P250736,174
538,P250736.175,r i 29,gakkul[mash-tub]N kaš[beer]N,{gi}gakkul₃ kaš,,,P250736,175
539,P250736.176,r i 30,umbin[implement]N,{gi}umbin,,,P250736,176
540,P250736.177,r i 31,sun[reed-shoot]N umbin[implement]N,{gi}sun umbin-na,,,P250736,177
541,P250736.178,r i 32,gi[reed]N Magan[1]GN,gi ma₂-gan-na,,,P250736,178
542,P250736.179,r i 33,ur[root]N gi[reed]N,{gi}ur₂ gi,,,P250736,179
543,P250736.180,r i 34,anzalub[pith]N,{gi}anzalub,,,P250736,180
544,P250736.181,r i 35,pa[branch]N gi[reed]N,{gi}pa gi,,,P250736,181
545,P250736.182,r i 36,guhšu[altar]N,{gi}gum₂-gum₂-šu₂,,,P250736,182
546,P250736.183,r i 37,gaba[chest]N erim[enemy]N,{gi}gaba erim₂,,,P250736,183
547,P250736.184,r i 38,{gi}u₂-ur₄[NA]NA kud[cut]V/t,{gi}u₂-ur₄ kud,,,P250736,184
548,P250736.185,r i 39,{gi}u₂-ŋiri₃[NA]NA kud[cut]V/t,{gi}u₂-ŋiri₃ kud,,,P250736,185
549,P250736.186,r i 40,usag[bundle]N kud[cut]V/t,{gi}u₂-saga₁₁ kud,,,P250736,186
550,P250736.187,r i 41,amam[jar]N,{gi}am-ma-am,,,P250736,187
551,P250736.188,r i 42,amamsab[jar]N,{gi}am-ma-am-sab,,,P250736,188
552,P250736.189,r i 43,dug[pot]N,dug,,,P250736,189
553,P250736.190,r i 44,{dug}x-x[NA]NA,{dug}x-x,,,P250736,190
554,P250736.191,r i 45,dug[pot]N gal[big]V/i,dug gal,,,P250736,191
555,P250736.192,r i 46,dug[pot]N a-x[NA]NA,dug a-x,,,P250736,192
556,P250736.193,r i 47,adagur[pot]N,{dug}a-da-gur₄,,,P250736,193
557,P250736.194,r i 48,{dug}niŋ₂-x-x[NA]NA,{dug}niŋ₂-x-x,,,P250736,194
558,P250736.195,r i 49,x[NA]NA,x,,,P250736,195
559,P250736.197,r ii 1,{dug}x-x[NA]NA,{dug}x-x,,,P250736,197
560,P250736.198,r ii 2,{dug}x-x[NA]NA,{dug}x-x,,,P250736,198
561,P250736.199,r ii 3,{dug}x-x[NA]NA,{dug}x-x,,,P250736,199
562,P250736.200,r ii 4,{dug}x-x[NA]NA,{dug}x-x,,,P250736,200
563,P250736.201,r ii 5,{dug}x-x[NA]NA,{dug}x-x,,,P250736,201
564,P250736.202,r ii 6,{dug}x[NA]NA,{dug}x,,,P250736,202
565,P250736.203,r ii 7,{dug}x-x-x-x[NA]NA,{dug}x-x-x-x,,,P250736,203
566,P250736.204,r ii 8,sab[jar]N,{dug}sab,,,P250736,204
567,P250736.205,r ii 9,sab[jar]N gal[big]V/i,{dug}sab gal,,,P250736,205
568,P250736.206,r ii 10,sab[jar]N tur[small]V/i,{dug}sab tur,,,P250736,206
569,P250736.207,r ii 11,sab[jar]N inun[ghee]N,{dug}sab i₃-nun,,,P250736,207
570,P250736.208,r ii 12,sab[jar]N i[oil]N dug[good]V/i,{dug}sab i₃ dug₃,,,P250736,208
571,P250736.209,r ii 13,gir[jar]N,{dug}gir₉,,,P250736,209
